keyword,intersection
수변최고돼지국밥 민락본점,"['괜찮다', '정신없다', '맛있다', '슬프다', '넓다', '맑다', '정겹다', '시끄럽다', '재밌다', '깊다', '부드럽다', '멋지다', '고맙다', '진하다', '아쉽다', '맛나다', '변함없다', '슴슴하다', '부럽다', '뜨거우다', '싱겁다', '오지다', '엄청나다', '기름지다', '알맞다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '붉다', '비싸다', '야무지다', '귀엽다', '배고프다']"
수산과학관(부산),"['괜찮다', '맛있다', '낯설다', '넓다', '맑다', '재밌다', '깊다', '멋지다', '뜻깊다', '아쉽다', '맛나다', '푸르다', '아름답다', '멋있다', '새롭다', '부럽다', '차갑다', '곱다', '놀랍다', '엄청나다', '이쁘다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '재미없다', '즐겁다', '습하다', '야무지다', '귀엽다']"
수영 돼지국밥,"['괜찮다', '드물다', '맛있다', '넓다', '반갑다', '맑다', '맛없다', '시끄럽다', '재밌다', '깊다', '부드럽다', '멋지다', '진하다', '아쉽다', '맛나다', '아름답다', '멋있다', '예뿌다', '부럽다', '놀랍다', '가파르다', '싱겁다', '오지다', '이쁘다', '엄청나다', '기름지다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '붉다', '재미없다', '친하다', '즐겁다', '밝다', '야무지다', '귀엽다']"
수영강상설카약체험,"['괜찮다', '맛있다', '넓다', '반갑다', '맑다', '재밌다', '깊다', '멋지다', '고맙다', '아쉽다', '색다르다', '아름답다', '이쁘다', '재미있다', '알차다', '편하다', '힘들다', '예쁘다', '힘차다', '즐겁다', '귀엽다']"
수영만 요트경기장,"['괜찮다', '맛있다', '넓다', '맑다', '재밌다', '깊다', '드넓다', '부드럽다', '멋지다', '고맙다', '어둡다', '뜻깊다', '파랗다', '아쉽다', '맛나다', '환하다', '색다르다', '아름답다', '멋있다', '예뿌다', '새롭다', '차갑다', '놀랍다', '뜨겁다', '이쁘다', '알맞다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '흐리다', '붉다', '예쁘다', '해맑다', '비싸다', '예뻤다', '즐겁다', '세차다', '밝다', '귀엽다']"
수영민속예술관,"['넓다', '편하다']"
수영사적공원,"['괜찮다', '드물다', '맛있다', '넓다', '맛없다', '정겹다', '재밌다', '깊다', '멋지다', '어둡다', '진하다', '아쉽다', '푸르다', '아름답다', '멋있다', '부럽다', '곱다', '외롭다', '귀하다', '엄청나다', '이쁘다', '인상깊다', '재미있다', '편하다', '예쁘다', '붉다', '비싸다', '부끄럽다', '밝다']"
쉑쉑버거 서면점,"['괜찮다', '맛있다', '넓다', '재밌다', '부드럽다', '파랗다', '진하다', '과하다', '아쉽다', '맛나다', '멋있다', '예뿌다', '그립다', '싱겁다', '이쁘다', '까다롭다', '재미있다', '힘들다', '편하다', '예쁘다', '힘차다', '비싸다', '즐겁다', '귀엽다']"
스시미르네 본점,"['괜찮다', '맛있다', '낯설다', '착하다', '넓다', '반갑다', '맑다', '맛없다', '시끄럽다', '재밌다', '부드럽다', '멋지다', '고맙다', '어둡다', '진하다', '과하다', '아쉽다', '맛나다', '멋있다', '예뿌다', '새롭다', '부럽다', '기쁘다', '싱겁다', '뜨겁다', '이쁘다', '알맞다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '앙증맞다', '비싸다', '해맑다', '재미없다', '밝다', '야무지다', '귀엽다', '배고프다']"
스카이라인 루지(부산),"['괜찮다', '정신없다', '맛있다', '낯설다', '넓다', '재미나다', '맑다', '맛없다', '시끄럽다', '재밌다', '아름다우다', '부드럽다', '멋지다', '파랗다', '아쉽다', '푸르다', '아름답다', '활기차다', '멋있다', '가파르다', '귀하다', '번거롭다', '오지다', '이쁘다', '엄청나다', '시리다', '배부르다', '재미있다', '촌스럽다', '알차다', '힘들다', '흐리다', '편하다', '예쁘다', '해맑다', '재미없다', '즐겁다', '야무지다', '귀엽다']"
스타벅스,"['괜찮다', '맛있다', '슬프다', '넓다', '반갑다', '맑다', '맛없다', '재밌다', '심심찮다', '깊다', '아름다우다', '부드럽다', '멋지다', '어둡다', '파랗다', '진하다', '아쉽다', '맛나다', '아름답다', '멋있다', '예뿌다', '남다르다', '새롭다', '곱다', '놀랍다', '구리다', '엄청나다', '이쁘다', '재미있다', '알차다', '힘들다', '편하다', '흐리다', '붉다', '예쁘다', '힘차다', '재미없다', '비싸다', '예뻤다', '부끄럽다', '즐겁다', '세차다', '밝다', '휑하다', '야무지다', '귀엽다', '배고프다']"
스파랜드 센텀시티,"['괜찮다', '맛있다', '넓다', '반갑다', '맛없다', '시끄럽다', '재밌다', '멋지다', '고맙다', '어둡다', '아쉽다', '색다르다', '멋있다', '부럽다', '그립다', '뜨겁다', '엄청나다', '이쁘다', '인상깊다', '알맞다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '비싸다', '즐겁다', '세차다', '밝다', '귀엽다']"
스포원파크,"['괜찮다', '맛있다', '낯설다', '넓다', '맑다', '시끄럽다', '재밌다', '멋지다', '과하다', '아쉽다', '아름답다', '멋있다', '번거롭다', '엄청나다', '이쁘다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '비싸다', '즐겁다', '야무지다']"
스포원파크 경륜장,"['괜찮다', '맛있다', '넓다', '반갑다', '재미나다', '맑다', '시끄럽다', '재밌다', '깊다', '드넓다', '고맙다', '멋지다', '뜻깊다', '힘겹다', '과하다', '아쉽다', '아름답다', '손쉽다', '멋있다', '놀랍다', '번거롭다', '그지없다', '엄청나다', '이쁘다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '비싸다', '즐겁다', '속상하다', '밝다', '귀엽다']"
승학산,"['괜찮다', '맛있다', '넓다', '반갑다', '뛰어나다', '재미나다', '맑다', '맛없다', '정겹다', '재밌다', '깊다', '드넓다', '부드럽다', '멋지다', '고맙다', '어둡다', '뜻깊다', '힘겹다', '진하다', '아쉽다', '험하다', '맛나다', '색다르다', '연하다', '아름답다', '손쉽다', '멋있다', '슴슴하다', '기쁘다', '곱다', '놀랍다', '그립다', '가파르다', '귀하다', '뜨겁다', '엄청나다', '이쁘다', '인상깊다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '흐리다', '붉다', '예쁘다', '힘차다', '비싸다', '즐겁다', '속상하다', '습하다', '밝다', '야무지다', '귀엽다']"
식당3선,"['괜찮다', '정신없다', '맛있다', '슬프다', '넓다', '맑다', '맛없다', '시끄럽다', '재밌다', '깊다', '부드럽다', '어둡다', '진하다', '아쉽다', '맛나다', '멋있다', '새롭다', '부럽다', '기쁘다', '놀랍다', '구리다', '부드러우다', '뜨겁다', '엄청나다', '이쁘다', '기름지다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '흐리다', '예쁘다', '비싸다', '부끄럽다', '즐겁다', '세차다', '밝다', '야무지다', '귀엽다']"
신발원,"['괜찮다', '쨍하다', '맛있다', '정신없다', '슬프다', '넓다', '반갑다', '맑다', '시끄럽다', '재밌다', '부드럽다', '고맙다', '어둡다', '멋지다', '힘겹다', '진하다', '아쉽다', '맛나다', '색다르다', '아름답다', '멋있다', '슴슴하다', '뜨거우다', '뜨겁다', '엄청나다', '이쁘다', '기름지다', '알맞다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '붉다', '비싸다', '친하다', '즐겁다', '야무지다', '귀엽다']"
신선대(부산),"['괜찮다', '드물다', '맛있다', '낯설다', '정신없다', '넓다', '반갑다', '뛰어나다', '재미나다', '맑다', '맛없다', '시끄럽다', '재밌다', '깊다', '드넓다', '아름다우다', '멋지다', '고맙다', '어둡다', '부드럽다', '뜻깊다', '힘겹다', '눈부시다', '두렵다', '아쉽다', '험하다', '맛나다', '환하다', '색다르다', '푸르다', '아름답다', '변함없다', '손쉽다', '멋있다', '남다르다', '새롭다', '부럽다', '차갑다', '곱다', '놀랍다', '가파르다', '귀하다', '번거롭다', '그지없다', '뜨겁다', '엄청나다', '이쁘다', '인상깊다', '시리다', '기름지다', '알맞다', '배부르다', '재미있다', '알차다', '힘들다', '드세다', '편하다', '흐리다', '붉다', '예쁘다', '힘차다', '재미없다', '비싸다', '예뻤다', '즐겁다', '습하다', '세차다', '밝다', '야무지다', '귀엽다']"
신세계 센텀시티,"['드물다', '낯설다', '순하다', '곱다', '그립다', '끊임없다', '외롭다', '뜨겁다', '엄청나다', '이쁘다', '오지다', '알맞다', '힘들다', '드세다', '앙증맞다', '비싸다', '속상하다', '귀엽다', '배고프다', '따숩다', '드넓다', '파랗다', '아쉽다', '험하다', '손쉽다', '새롭다', '예뿌다', '남다르다', '차갑다', '놀랍다', '귀하다', '싱겁다', '부드러우다', '귀여우다', '촌스럽다', '편하다', '흐리다', '붉다', '밝다', '괜찮다', '맛있다', '착하다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '멋지다', '고맙다', '어둡다', '진하다', '과하다', '맛나다', '아름답다', '활기차다', '슴슴하다', '뜨거우다', '가파르다', '번거롭다', '인상깊다', '까다롭다', '배부르다', '재미있다', '해맑다', '즐겁다', '세차다', '야무지다', '슬프다', '넓다', '뛰어나다', '정겹다', '시끄럽다', '심심찮다', '부드럽다', '뜻깊다', '힘겹다', '눈부시다', '두렵다', '환하다', '색다르다', '연하다', '푸르다', '멋있다', '부럽다', '기쁘다', '구리다', '기름지다', '알차다', '예쁘다', '힘차다', '재미없다', '친하다', '부끄럽다', '습하다', '휑하다', '정신없다']"
신평소공원,"['괜찮다', '맛있다', '착하다', '슬프다', '넓다', '맑다', '맛없다', '재밌다', '깊다', '드넓다', '아름다우다', '멋지다', '어둡다', '부드럽다', '파랗다', '눈부시다', '아쉽다', '맛나다', '환하다', '푸르다', '아름답다', '멋있다', '예뿌다', '새롭다', '부럽다', '차갑다', '그립다', '끊임없다', '귀하다', '싱겁다', '부드러우다', '뜨겁다', '엄청나다', '이쁘다', '인상깊다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '붉다', '비싸다', '즐겁다', '습하다', '세차다', '밝다', '야무지다', '귀엽다']"
신호공원,"['괜찮다', '맛있다', '넓다', '맑다', '시끄럽다', '재밌다', '깊다', '드넓다', '부드럽다', '멋지다', '어둡다', '파랗다', '진하다', '눈부시다', '아쉽다', '험하다', '맛나다', '색다르다', '연하다', '아름답다', '멋있다', '새롭다', '놀랍다', '가파르다', '귀하다', '뜨겁다', '이쁘다', '배부르다', '재미있다', '힘들다', '편하다', '흐리다', '붉다', '예쁘다', '비싸다', '부끄럽다', '즐겁다', '습하다', '밝다', '야무지다', '귀엽다']"
쌍둥이 돼지국밥,"['괜찮다', '맛있다', '낯설다', '넓다', '반갑다', '맑다', '재밌다', '깊다', '부드럽다', '멋지다', '고맙다', '진하다', '과하다', '아쉽다', '맛나다', '연하다', '변함없다', '예뿌다', '새롭다', '부럽다', '그립다', '뜨겁다', '엄청나다', '기름지다', '알맞다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '흐리다', '붉다', '예쁘다', '비싸다', '즐겁다', '밝다', '야무지다']"
아난티코브 야외공연장,"['괜찮다', '맛있다', '넓다', '맑다', '재밌다', '깊다', '드넓다', '부드럽다', '어둡다', '고맙다', '멋지다', '두렵다', '아쉽다', '맛나다', '아름답다', '멋있다', '새롭다', '부럽다', '차갑다', '놀랍다', '싱겁다', '뜨겁다', '엄청나다', '이쁘다', '인상깊다', '배부르다', '재미있다', '촌스럽다', '알차다', '힘들다', '흐리다', '편하다', '붉다', '예쁘다', '비싸다', '밝다', '귀엽다', '배고프다']"
아미르공원,"['괜찮다', '드물다', '맛있다', '넓다', '재미나다', '맑다', '맛없다', '시끄럽다', '재밌다', '깊다', '드넓다', '멋지다', '고맙다', '뜻깊다', '아쉽다', '맛나다', '푸르다', '아름답다', '멋있다', '새롭다', '남다르다', '뜨겁다', '엄청나다', '이쁘다', '재미있다', '알차다', '힘들다', '편하다', '흐리다', '붉다', '예쁘다', '비싸다', '즐겁다', '밝다', '야무지다']"
아미산 전망대,"['괜찮다', '드물다', '맛있다', '쨍하다', '착하다', '넓다', '맑다', '맛없다', '정겹다', '시끄럽다', '재밌다', '깊다', '드넓다', '아름다우다', '멋지다', '고맙다', '어둡다', '부드럽다', '힘겹다', '파랗다', '진하다', '눈부시다', '과하다', '아쉽다', '맛나다', '환하다', '푸르다', '아름답다', '멋있다', '새롭다', '부럽다', '곱다', '놀랍다', '가파르다', '뜨겁다', '엄청나다', '이쁘다', '인상깊다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '흐리다', '붉다', '예쁘다', '힘차다', '비싸다', '예뻤다', '부끄럽다', '즐겁다', '세차다', '밝다', '야무지다', '귀엽다', '배고프다']"
아홉산숲,"['괜찮다', '맛있다', '넓다', '반갑다', '맑다', '정겹다', '재밌다', '깊다', '드넓다', '멋지다', '어둡다', '아쉽다', '맛나다', '푸르다', '아름답다', '멋있다', '새롭다', '놀랍다', '가파르다', '귀하다', '엄청나다', '이쁘다', '재미있다', '알차다', '힘들다', '편하다', '흐리다', '붉다', '예쁘다', '비싸다', '즐겁다', '휑하다', '밝다', '야무지다', '귀엽다']"
안데르센 동화마을,"['드물다', '낯설다', '변함없다', '곱다', '그립다', '끊임없다', '외롭다', '흐드러지다', '뜨겁다', '엄청나다', '이쁘다', '오지다', '알맞다', '힘들다', '드세다', '앙증맞다', '비싸다', '예뻤다', '속상하다', '귀엽다', '배고프다', '따숩다', '드넓다', '파랗다', '아쉽다', '험하다', '손쉽다', '새롭다', '예뿌다', '남다르다', '차갑다', '놀랍다', '귀하다', '싱겁다', '귀여우다', '촌스럽다', '편하다', '흐리다', '붉다', '밝다', '괜찮다', '맛있다', '착하다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '멋지다', '고맙다', '어둡다', '진하다', '과하다', '맛나다', '아름답다', '활기차다', '뜨거우다', '가파르다', '번거롭다', '그지없다', '인상깊다', '까다롭다', '배부르다', '재미있다', '해맑다', '즐겁다', '세차다', '야무지다', '쨍하다', '슬프다', '넓다', '뛰어나다', '재미나다', '정겹다', '시끄럽다', '심심찮다', '아름다우다', '부드럽다', '뜻깊다', '힘겹다', '눈부시다', '환하다', '색다르다', '연하다', '푸르다', '멋있다', '부럽다', '기쁘다', '구리다', '시리다', '기름지다', '알차다', '예쁘다', '힘차다', '재미없다', '친하다', '부끄럽다', '습하다', '휑하다', '정신없다']"
안심치유정원,"['괜찮다', '쨍하다', '맛있다', '낯설다', '넓다', '반갑다', '맑다', '맛없다', '시끄럽다', '재밌다', '깊다', '어둡다', '고맙다', '멋지다', '파랗다', '진하다', '아쉽다', '맛나다', '아름답다', '손쉽다', '차갑다', '싱겁다', '엄청나다', '이쁘다', '알맞다', '힘들다', '편하다', '예쁘다', '즐겁다', '밝다', '야무지다', '귀엽다']"
안적사(부산),['놀랍다']
알천,"['괜찮다', '정신없다', '맛있다', '넓다', '맑다', '맛없다', '재밌다', '깊다', '어둡다', '멋지다', '고맙다', '뜻깊다', '파랗다', '진하다', '과하다', '두렵다', '아쉽다', '맛나다', '부럽다', '차갑다', '놀랍다', '뜨겁다', '오지다', '이쁘다', '배부르다', '귀여우다', '알차다', '힘들다', '편하다', '예쁘다', '비싸다', '즐겁다', '속상하다', '세차다', '야무지다', '귀엽다']"
약수암(부산),"['아름답다', '넓다', '편하다', '가파르다']"
어느 멋진 날,"['괜찮다', '정신없다', '맛있다', '착하다', '넓다', '맑다', '맛없다', '시끄럽다', '재밌다', '깊다', '부드럽다', '멋지다', '파랗다', '눈부시다', '과하다', '아쉽다', '맛나다', '아름답다', '활기차다', '멋있다', '부럽다', '차갑다', '곱다', '구리다', '번거롭다', '싱겁다', '부드러우다', '뜨겁다', '엄청나다', '이쁘다', '까다롭다', '배부르다', '알차다', '힘들다', '흐리다', '편하다', '붉다', '예쁘다', '비싸다', '밝다', '야무지다', '귀엽다']"
어밤부,"['괜찮다', '맛있다', '넓다', '맑다', '맛없다', '재밌다', '깊다', '아름다우다', '부드럽다', '멋지다', '진하다', '아쉽다', '순하다', '맛나다', '환하다', '활기차다', '멋있다', '부럽다', '그립다', '부드러우다', '엄청나다', '이쁘다', '인상깊다', '기름지다', '배부르다', '재미있다', '알차다', '힘들다', '드세다', '편하다', '예쁘다', '비싸다', '부끄럽다', '즐겁다', '습하다', '밝다', '야무지다', '귀엽다', '배고프다']"
언양불고기부산집,"['괜찮다', '맛있다', '착하다', '넓다', '맛없다', '시끄럽다', '재밌다', '깊다', '부드럽다', '진하다', '과하다', '아쉽다', '맛나다', '연하다', '색다르다', '변함없다', '멋있다', '새롭다', '차갑다', '곱다', '놀랍다', '뜨거우다', '귀하다', '싱겁다', '뜨겁다', '이쁘다', '알맞다', '배부르다', '재미있다', '알차다', '힘들다', '흐리다', '편하다', '붉다', '예쁘다', '비싸다', '즐겁다', '야무지다']"
엄용백 돼지국밥,"['괜찮다', '맛있다', '넓다', '반갑다', '맑다', '맛없다', '정겹다', '재밌다', '깊다', '부드럽다', '힘겹다', '진하다', '두렵다', '아쉽다', '맛나다', '멋있다', '남다르다', '새롭다', '슴슴하다', '싱겁다', '뜨겁다', '오지다', '이쁘다', '엄청나다', '알맞다', '배부르다', '알차다', '힘들다', '편하다', '예쁘다', '붉다', '비싸다', '즐겁다', '야무지다', '귀엽다']"
에테르,"['괜찮다', '맛있다', '착하다', '슬프다', '넓다', '맑다', '맛없다', '재밌다', '깊다', '드넓다', '부드럽다', '멋지다', '파랗다', '눈부시다', '아쉽다', '험하다', '맛나다', '연하다', '푸르다', '아름답다', '멋있다', '예뿌다', '슴슴하다', '기쁘다', '그립다', '가파르다', '뜨겁다', '엄청나다', '이쁘다', '알맞다', '배부르다', '재미있다', '알차다', '힘들다', '드세다', '편하다', '흐리다', '붉다', '예쁘다', '비싸다', '즐겁다', '습하다', '밝다', '야무지다', '귀엽다']"
역사의 디오라마,"['괜찮다', '맛있다', '낯설다', '넓다', '반갑다', '맑다', '정겹다', '재밌다', '심심찮다', '깊다', '드넓다', '아름다우다', '멋지다', '고맙다', '어둡다', '부드럽다', '힘겹다', '과하다', '아쉽다', '색다르다', '아름답다', '멋있다', '새롭다', '부럽다', '차갑다', '외롭다', '뜨겁다', '엄청나다', '이쁘다', '알맞다', '재미있다', '알차다', '힘들다', '편하다', '흐리다', '예쁘다', '앙증맞다', '비싸다', '즐겁다', '밝다', '귀엽다']"
연제고분판타지축제,"['괜찮다', '맛있다', '반갑다', '맑다', '재밌다', '멋지다', '고맙다', '아쉽다', '환하다', '아름답다', '멋있다', '부럽다', '흐드러지다', '엄청나다', '이쁘다', '재미있다', '힘들다', '편하다', '흐리다', '예쁘다', '앙증맞다', '해맑다', '즐겁다', '휑하다', '밝다', '귀엽다']"
연태봉,"['넓다', '깊다']"
영도 등대,"['드물다', '낯설다', '순하다', '변함없다', '곱다', '그립다', '끊임없다', '외롭다', '흐드러지다', '뜨겁다', '엄청나다', '이쁘다', '오지다', '알맞다', '힘들다', '드세다', '앙증맞다', '비싸다', '예뻤다', '속상하다', '귀엽다', '배고프다', '따숩다', '드넓다', '파랗다', '아쉽다', '험하다', '손쉽다', '새롭다', '예뿌다', '남다르다', '차갑다', '놀랍다', '귀하다', '싱겁다', '귀여우다', '촌스럽다', '편하다', '흐리다', '붉다', '밝다', '괜찮다', '맛있다', '착하다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '멋지다', '고맙다', '어둡다', '진하다', '과하다', '맛나다', '아름답다', '활기차다', '슴슴하다', '뜨거우다', '가파르다', '번거롭다', '그지없다', '인상깊다', '까다롭다', '배부르다', '재미있다', '해맑다', '즐겁다', '세차다', '야무지다', '쨍하다', '슬프다', '넓다', '뛰어나다', '재미나다', '정겹다', '시끄럽다', '심심찮다', '아름다우다', '부드럽다', '뜻깊다', '힘겹다', '눈부시다', '두렵다', '환하다', '색다르다', '연하다', '푸르다', '멋있다', '부럽다', '기쁘다', '구리다', '시리다', '기름지다', '알차다', '예쁘다', '힘차다', '재미없다', '부끄럽다', '습하다', '휑하다', '정신없다']"
영도 조내기 고구마 역사기념관,"['괜찮다', '맛있다', '착하다', '넓다', '뛰어나다', '맑다', '맛없다', '시끄럽다', '재밌다', '깊다', '부드럽다', '멋지다', '고맙다', '파랗다', '진하다', '아쉽다', '맛나다', '아름답다', '가파르다', '엄청나다', '이쁘다', '재미있다', '알차다', '힘들다', '편하다', '흐리다', '예쁘다', '비싸다', '즐겁다', '밝다', '귀엽다']"
영도 청학배수지 전망대,"['괜찮다', '드물다', '맛있다', '낯설다', '착하다', '슬프다', '넓다', '정신없다', '맑다', '맛없다', '정겹다', '시끄럽다', '재밌다', '깊다', '드넓다', '부드럽다', '멋지다', '고맙다', '어둡다', '뜻깊다', '파랗다', '진하다', '눈부시다', '과하다', '두렵다', '아쉽다', '험하다', '맛나다', '환하다', '색다르다', '푸르다', '아름답다', '변함없다', '손쉽다', '멋있다', '새롭다', '예뿌다', '부럽다', '차갑다', '놀랍다', '뜨거우다', '그립다', '가파르다', '기쁘다', '구리다', '뜨겁다', '엄청나다', '이쁘다', '인상깊다', '시리다', '알맞다', '배부르다', '재미있다', '귀여우다', '촌스럽다', '알차다', '힘들다', '편하다', '흐리다', '붉다', '예쁘다', '힘차다', '앙증맞다', '비싸다', '해맑다', '부끄럽다', '즐겁다', '속상하다', '세차다', '밝다', '습하다', '야무지다', '휑하다', '귀엽다', '배고프다']"
영도 하늘전망대,"['드물다', '낯설다', '순하다', '변함없다', '곱다', '그립다', '외롭다', '흐드러지다', '뜨겁다', '엄청나다', '이쁘다', '오지다', '알맞다', '힘들다', '앙증맞다', '비싸다', '예뻤다', '속상하다', '귀엽다', '배고프다', '따숩다', '드넓다', '파랗다', '아쉽다', '험하다', '손쉽다', '새롭다', '예뿌다', '남다르다', '차갑다', '놀랍다', '귀하다', '싱겁다', '부드러우다', '귀여우다', '촌스럽다', '편하다', '흐리다', '붉다', '밝다', '괜찮다', '맛있다', '착하다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '멋지다', '고맙다', '어둡다', '진하다', '과하다', '맛나다', '아름답다', '활기차다', '뜨거우다', '가파르다', '그지없다', '인상깊다', '배부르다', '재미있다', '해맑다', '즐겁다', '세차다', '야무지다', '쨍하다', '슬프다', '넓다', '뛰어나다', '재미나다', '정겹다', '시끄럽다', '심심찮다', '아름다우다', '부드럽다', '뜻깊다', '힘겹다', '눈부시다', '두렵다', '환하다', '색다르다', '연하다', '푸르다', '멋있다', '부럽다', '기쁘다', '구리다', '시리다', '기름지다', '알차다', '예쁘다', '힘차다', '재미없다', '친하다', '부끄럽다', '습하다', '휑하다', '정신없다']"
영도 흰여울해안터널,"['괜찮다', '맛있다', '낯설다', '넓다', '반갑다', '맑다', '시끄럽다', '재밌다', '부드럽다', '멋지다', '힘겹다', '파랗다', '진하다', '두렵다', '아쉽다', '연하다', '아름답다', '멋있다', '남다르다', '예뿌다', '차갑다', '끊임없다', '가파르다', '뜨겁다', '엄청나다', '이쁘다', '배부르다', '알차다', '힘들다', '편하다', '예쁘다', '붉다', '비싸다', '부끄럽다', '즐겁다', '습하다', '밝다', '야무지다', '귀엽다']"
영도관광사격장,"['괜찮다', '맛있다', '넓다', '재밌다', '멋지다', '고맙다', '아쉽다', '맛나다', '색다르다', '멋있다', '뜨겁다', '알차다', '편하다', '힘들다', '재미없다', '비싸다', '세차다', '야무지다', '귀엽다']"
영도다리축제,"['괜찮다', '맛있다', '낯설다', '넓다', '반갑다', '재미나다', '맑다', '재밌다', '깊다', '부드럽다', '멋지다', '뜻깊다', '아쉽다', '아름답다', '멋있다', '새롭다', '놀랍다', '엄청나다', '이쁘다', '재미있다', '귀여우다', '알차다', '힘들다', '편하다', '예쁘다', '비싸다', '즐겁다', '밝다', '야무지다', '귀엽다']"
영도대교,"['드물다', '낯설다', '순하다', '곱다', '그립다', '끊임없다', '외롭다', '뜨겁다', '엄청나다', '이쁘다', '오지다', '알맞다', '힘들다', '드세다', '앙증맞다', '비싸다', '예뻤다', '속상하다', '귀엽다', '배고프다', '따숩다', '드넓다', '파랗다', '아쉽다', '험하다', '손쉽다', '새롭다', '예뿌다', '남다르다', '차갑다', '놀랍다', '싱겁다', '부드러우다', '귀여우다', '촌스럽다', '편하다', '흐리다', '붉다', '밝다', '괜찮다', '맛있다', '착하다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '멋지다', '고맙다', '어둡다', '진하다', '과하다', '맛나다', '아름답다', '활기차다', '슴슴하다', '뜨거우다', '가파르다', '번거롭다', '그지없다', '인상깊다', '까다롭다', '배부르다', '재미있다', '해맑다', '즐겁다', '세차다', '야무지다', '슬프다', '넓다', '뛰어나다', '재미나다', '정겹다', '시끄럽다', '심심찮다', '아름다우다', '부드럽다', '뜻깊다', '힘겹다', '눈부시다', '환하다', '색다르다', '연하다', '푸르다', '멋있다', '부럽다', '기쁘다', '구리다', '시리다', '알차다', '예쁘다', '힘차다', '재미없다', '친하다', '부끄럽다', '습하다', '휑하다', '정신없다']"
영도마리나오토캠핑장,"['재미있다', '맛있다', '넓다', '푸르다', '재밌다', '깊다', '새롭다']"
영도커피페스티벌,"['괜찮다', '드물다', '맛있다', '정신없다', '슬프다', '넓다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '부드럽다', '멋지다', '어둡다', '파랗다', '아쉽다', '맛나다', '푸르다', '아름답다', '멋있다', '예뿌다', '새롭다', '부럽다', '차갑다', '놀랍다', '가파르다', '뜨겁다', '엄청나다', '이쁘다', '인상깊다', '재미있다', '귀여우다', '알차다', '힘들다', '드세다', '편하다', '흐리다', '붉다', '예쁘다', '재미없다', '비싸다', '친하다', '야무지다', '귀엽다', '배고프다']"
영주하늘눈전망대,"['드물다', '낯설다', '순하다', '변함없다', '곱다', '그립다', '끊임없다', '외롭다', '흐드러지다', '뜨겁다', '엄청나다', '이쁘다', '오지다', '알맞다', '힘들다', '드세다', '앙증맞다', '비싸다', '예뻤다', '속상하다', '귀엽다', '배고프다', '따숩다', '드넓다', '파랗다', '아쉽다', '험하다', '손쉽다', '새롭다', '예뿌다', '남다르다', '차갑다', '놀랍다', '귀하다', '싱겁다', '부드러우다', '귀여우다', '촌스럽다', '편하다', '흐리다', '붉다', '밝다', '괜찮다', '맛있다', '착하다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '멋지다', '고맙다', '어둡다', '진하다', '과하다', '맛나다', '아름답다', '활기차다', '슴슴하다', '뜨거우다', '가파르다', '번거롭다', '그지없다', '인상깊다', '배부르다', '재미있다', '해맑다', '즐겁다', '세차다', '야무지다', '쨍하다', '슬프다', '넓다', '뛰어나다', '재미나다', '정겹다', '시끄럽다', '심심찮다', '아름다우다', '부드럽다', '뜻깊다', '힘겹다', '눈부시다', '두렵다', '환하다', '색다르다', '연하다', '푸르다', '멋있다', '부럽다', '기쁘다', '구리다', '시리다', '기름지다', '알차다', '예쁘다', '힘차다', '재미없다', '친하다', '부끄럽다', '습하다', '휑하다', '정신없다']"
영진돼지국밥,"['괜찮다', '정신없다', '맛있다', '착하다', '넓다', '맑다', '맛없다', '정겹다', '재밌다', '깊다', '부드럽다', '멋지다', '진하다', '아쉽다', '순하다', '맛나다', '멋있다', '예뿌다', '새롭다', '슴슴하다', '부럽다', '기쁘다', '놀랍다', '그립다', '가파르다', '싱겁다', '엄청나다', '이쁘다', '배부르다', '재미있다', '촌스럽다', '알차다', '힘들다', '편하다', '흐리다', '붉다', '예쁘다', '비싸다', '즐겁다', '밝다', '야무지다', '귀엽다', '배고프다']"
