keyword,intersection
밀락더마켓,"['괜찮다', '맛있다', '낯설다', '넓다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '드넓다', '부드럽다', '고맙다', '멋지다', '파랗다', '아쉽다', '맛나다', '아름답다', '멋있다', '부럽다', '구리다', '엄청나다', '이쁘다', '배부르다', '재미있다', '알차다', '힘들다', '흐리다', '편하다', '예쁘다', '비싸다', '밝다', '야무지다', '귀엽다']"
밀양순대돼지국밥 부산본점,"['괜찮다', '맛있다', '착하다', '넓다', '반갑다', '맑다', '맛없다', '정겹다', '재밌다', '깊다', '부드럽다', '진하다', '아쉽다', '맛나다', '멋있다', '새롭다', '뜨거우다', '뜨겁다', '엄청나다', '이쁘다', '까다롭다', '알맞다', '배부르다', '기름지다', '알차다', '힘들다', '드세다', '편하다', '붉다', '예쁘다', '앙증맞다', '비싸다', '밝다', '야무지다', '귀엽다', '배고프다']"
바릇식당,"['괜찮다', '정신없다', '맛있다', '넓다', '맑다', '맛없다', '시끄럽다', '재밌다', '깊다', '부드럽다', '어둡다', '고맙다', '진하다', '아쉽다', '맛나다', '멋있다', '새롭다', '차갑다', '곱다', '그립다', '외롭다', '귀하다', '싱겁다', '엄청나다', '이쁘다', '배부르다', '힘들다', '편하다', '예쁘다', '비싸다', '즐겁다', '야무지다', '귀엽다']"
바삭한밀면,"['괜찮다', '정신없다', '맛있다', '낯설다', '착하다', '넓다', '반갑다', '뛰어나다', '재미나다', '맑다', '맛없다', '재밌다', '심심찮다', '깊다', '부드럽다', '멋지다', '어둡다', '파랗다', '진하다', '눈부시다', '아쉽다', '맛나다', '색다르다', '푸르다', '아름답다', '손쉽다', '멋있다', '예뿌다', '슴슴하다', '차갑다', '곱다', '놀랍다', '뜨거우다', '구리다', '뜨겁다', '엄청나다', '이쁘다', '오지다', '기름지다', '배부르다', '재미있다', '귀여우다', '알차다', '힘들다', '편하다', '흐리다', '예쁘다', '비싸다', '즐겁다', '세차다', '밝다', '야무지다', '귀엽다']"
바오하우스,"['괜찮다', '정신없다', '맛있다', '슬프다', '넓다', '맑다', '맛없다', '재밌다', '깊다', '아름다우다', '부드럽다', '멋지다', '진하다', '과하다', '아쉽다', '순하다', '맛나다', '아름답다', '예뿌다', '슴슴하다', '부럽다', '놀랍다', '가파르다', '뜨겁다', '엄청나다', '이쁘다', '기름지다', '배부르다', '귀여우다', '알차다', '힘들다', '편하다', '예쁘다', '붉다', '앙증맞다', '비싸다', '즐겁다', '습하다', '밝다', '야무지다', '귀엽다', '배고프다']"
박태준기념관,"['괜찮다', '맛있다', '슬프다', '넓다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '고맙다', '멋지다', '아쉽다', '맛나다', '색다르다', '아름답다', '변함없다', '멋있다', '예뿌다', '새롭다', '남다르다', '부럽다', '귀하다', '싱겁다', '뜨겁다', '엄청나다', '이쁘다', '재미있다', '알차다', '힘들다', '흐리다', '편하다', '붉다', '예쁘다', '재미없다', '비싸다', '즐겁다', '밝다', '야무지다', '귀엽다']"
백산기념관,"['괜찮다', '맛있다', '넓다', '뛰어나다', '맑다', '정겹다', '재밌다', '깊다', '드넓다', '멋지다', '뜻깊다', '힘겹다', '진하다', '아쉽다', '험하다', '연하다', '환하다', '멋있다', '새롭다', '차갑다', '기쁘다', '뜨겁다', '오지다', '이쁘다', '엄청나다', '인상깊다', '알맞다', '배부르다', '재미있다', '알차다', '힘들다', '흐리다', '편하다', '붉다', '예쁘다', '즐겁다', '밝다', '귀엽다']"
백양산 웰빙숲,[]
백화양곱창,"['괜찮다', '정신없다', '맛있다', '넓다', '반갑다', '맑다', '맛없다', '정겹다', '시끄럽다', '재밌다', '깊다', '부드럽다', '멋지다', '진하다', '과하다', '아쉽다', '맛나다', '아름답다', '멋있다', '새롭다', '곱다', '그립다', '엄청나다', '이쁘다', '기름지다', '배부르다', '힘들다', '드세다', '편하다', '예쁘다', '비싸다', '즐겁다', '휑하다', '야무지다', '귀엽다', '배고프다']"
버거샵,"['괜찮다', '맛있다', '넓다', '반갑다', '맑다', '맛없다', '시끄럽다', '재밌다', '깊다', '부드럽다', '멋지다', '파랗다', '진하다', '아쉽다', '맛나다', '아름답다', '멋있다', '예뿌다', '슴슴하다', '구리다', '뜨겁다', '엄청나다', '이쁘다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '흐리다', '예쁘다', '힘차다', '해맑다', '비싸다', '예뻤다', '재미없다', '부끄럽다', '즐겁다', '밝다', '야무지다', '귀엽다', '배고프다']"
버거인뉴욕,"['괜찮다', '정신없다', '맛있다', '슬프다', '넓다', '재미나다', '맑다', '맛없다', '재밌다', '깊다', '부드럽다', '멋지다', '파랗다', '진하다', '과하다', '두렵다', '아쉽다', '색다르다', '변함없다', '멋있다', '새롭다', '슴슴하다', '부럽다', '차갑다', '싱겁다', '엄청나다', '이쁘다', '까다롭다', '기름지다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '흐리다', '붉다', '예쁘다', '비싸다', '즐겁다', '야무지다', '귀엽다']"
범어사 성보박물관,"['괜찮다', '맛있다', '넓다', '뛰어나다', '맑다', '재밌다', '깊다', '멋지다', '고맙다', '아쉽다', '푸르다', '아름답다', '멋있다', '엄청나다', '이쁘다', '재미있다', '힘들다', '예쁘다', '비싸다', '귀엽다']"
범어사 템플스테이,"['괜찮다', '드물다', '맛있다', '낯설다', '정신없다', '넓다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '부드럽다', '멋지다', '어둡다', '뜻깊다', '눈부시다', '두렵다', '아쉽다', '푸르다', '아름답다', '손쉽다', '멋있다', '부럽다', '놀랍다', '구리다', '싱겁다', '뜨겁다', '엄청나다', '이쁘다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '붉다', '힘차다', '비싸다', '예뻤다', '즐겁다', '습하다', '세차다', '밝다', '야무지다', '귀엽다']"
범어사(부산),"['괜찮다', '정신없다', '맛있다', '넓다', '반갑다', '맑다', '맛없다', '시끄럽다', '재밌다', '깊다', '드넓다', '부드럽다', '멋지다', '고맙다', '어둡다', '진하다', '아쉽다', '험하다', '맛나다', '환하다', '푸르다', '아름답다', '멋있다', '남다르다', '새롭다', '부럽다', '곱다', '놀랍다', '엄청나다', '이쁘다', '알맞다', '배부르다', '재미있다', '알차다', '힘들다', '드세다', '편하다', '붉다', '예쁘다', '비싸다', '즐겁다', '세차다', '밝다', '야무지다', '귀엽다', '배고프다']"
법륜사(부산),"['파랗다', '힘들다', '괜찮다', '맛있다', '맛없다', '야무지다', '재밌다', '멋있다', '고맙다']"
베르크로스터스,"['괜찮다', '맛있다', '슬프다', '넓다', '뛰어나다', '맑다', '맛없다', '재밌다', '깊다', '부드럽다', '멋지다', '고맙다', '어둡다', '진하다', '아쉽다', '맛나다', '색다르다', '아름답다', '멋있다', '예뿌다', '새롭다', '차갑다', '뜨겁다', '엄청나다', '이쁘다', '인상깊다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '흐리다', '붉다', '예쁘다', '비싸다', '부끄럽다', '즐겁다', '습하다', '밝다', '야무지다', '귀엽다']"
베리굿농장체험,"['괜찮다', '드물다', '맛있다', '착하다', '넓다', '반갑다', '맑다', '맛없다', '정겹다', '재밌다', '깊다', '부드럽다', '멋지다', '고맙다', '어둡다', '진하다', '두렵다', '아쉽다', '맛나다', '푸르다', '아름답다', '손쉽다', '활기차다', '멋있다', '새롭다', '차갑다', '뜨겁다', '엄청나다', '이쁘다', '알맞다', '재미있다', '촌스럽다', '알차다', '힘들다', '편하다', '흐리다', '붉다', '예쁘다', '해맑다', '비싸다', '재미없다', '즐겁다', '습하다', '세차다', '밝다', '야무지다', '귀엽다']"
벡스코(BEXCO),"['괜찮다', '맛있다', '넓다', '반갑다', '뛰어나다', '맑다', '재밌다', '깊다', '부드럽다', '고맙다', '뜻깊다', '진하다', '아쉽다', '환하다', '아름답다', '멋있다', '가파르다', '외롭다', '엄청나다', '이쁘다', '배부르다', '재미있다', '알차다', '흐리다', '편하다', '예쁘다', '즐겁다', '야무지다', '귀엽다']"
보람공원,"['괜찮다', '정신없다', '맛있다', '착하다', '넓다', '반갑다', '맑다', '시끄럽다', '재밌다', '깊다', '부드럽다', '멋지다', '파랗다', '진하다', '과하다', '두렵다', '아쉽다', '맛나다', '아름답다', '멋있다', '부럽다', '구리다', '귀하다', '엄청나다', '이쁘다', '인상깊다', '시리다', '배부르다', '재미있다', '귀여우다', '알차다', '힘들다', '드세다', '편하다', '예쁘다', '비싸다', '즐겁다', '습하다', '밝다', '야무지다', '귀엽다']"
보수동책방골목문화축제,"['괜찮다', '맛있다', '슬프다', '넓다', '반갑다', '맑다', '재밌다', '깊다', '부드럽다', '멋지다', '고맙다', '뜻깊다', '진하다', '아쉽다', '연하다', '색다르다', '아름답다', '활기차다', '멋있다', '가파르다', '뜨겁다', '엄청나다', '알맞다', '재미있다', '힘들다', '흐리다', '편하다', '붉다', '예쁘다', '비싸다', '친하다', '즐겁다', '밝다', '야무지다', '귀엽다']"
복천박물관(부산),"['괜찮다', '맛있다', '낯설다', '넓다', '맑다', '시끄럽다', '재밌다', '깊다', '멋지다', '고맙다', '뜻깊다', '아쉽다', '푸르다', '아름답다', '멋있다', '새롭다', '슴슴하다', '놀랍다', '가파르다', '엄청나다', '이쁘다', '배부르다', '재미있다', '귀여우다', '알차다', '힘들다', '편하다', '예쁘다', '붉다', '재미없다', '비싸다', '부끄럽다', '귀엽다']"
본전돼지국밥,"['괜찮다', '정신없다', '맛있다', '슬프다', '넓다', '맑다', '맛없다', '재밌다', '깊다', '드넓다', '부드럽다', '멋지다', '고맙다', '진하다', '눈부시다', '아쉽다', '험하다', '맛나다', '푸르다', '멋있다', '예뿌다', '곱다', '그지없다', '싱겁다', '뜨겁다', '엄청나다', '이쁘다', '기름지다', '알맞다', '재미있다', '알차다', '힘들다', '드세다', '편하다', '흐리다', '붉다', '예쁘다', '비싸다', '야무지다', '귀엽다']"
봉래산(부산),"['드물다', '낯설다', '순하다', '변함없다', '곱다', '그립다', '외롭다', '뜨겁다', '엄청나다', '이쁘다', '알맞다', '힘들다', '앙증맞다', '비싸다', '예뻤다', '귀엽다', '배고프다', '드넓다', '파랗다', '아쉽다', '험하다', '손쉽다', '새롭다', '예뿌다', '남다르다', '차갑다', '놀랍다', '귀하다', '부드러우다', '귀여우다', '촌스럽다', '편하다', '흐리다', '붉다', '밝다', '괜찮다', '맛있다', '착하다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '멋지다', '고맙다', '어둡다', '진하다', '과하다', '맛나다', '아름답다', '활기차다', '슴슴하다', '뜨거우다', '가파르다', '그지없다', '인상깊다', '배부르다', '재미있다', '즐겁다', '세차다', '야무지다', '쨍하다', '슬프다', '넓다', '뛰어나다', '재미나다', '정겹다', '시끄럽다', '아름다우다', '부드럽다', '뜻깊다', '눈부시다', '환하다', '색다르다', '푸르다', '멋있다', '부럽다', '기쁘다', '시리다', '기름지다', '알차다', '예쁘다', '힘차다', '재미없다', '습하다', '정신없다']"
부산 가톨릭 특성화 거리,"['괜찮다', '드물다', '맛있다', '낯설다', '넓다', '뛰어나다', '맑다', '재밌다', '심심찮다', '깊다', '드넓다', '멋지다', '고맙다', '어둡다', '과하다', '두렵다', '아쉽다', '푸르다', '아름답다', '멋있다', '새롭다', '기쁘다', '곱다', '그립다', '외롭다', '엄청나다', '인상깊다', '배부르다', '재미있다', '귀여우다', '알차다', '힘들다', '편하다', '흐리다', '예쁘다', '해맑다', '비싸다', '부끄럽다', '즐겁다', '습하다', '밝다', '야무지다', '귀엽다']"
부산 가톨릭센터,"['괜찮다', '맛있다', '낯설다', '착하다', '넓다', '반갑다', '뛰어나다', '맑다', '맛없다', '정겹다', '시끄럽다', '재밌다', '깊다', '드넓다', '부드럽다', '멋지다', '고맙다', '파랗다', '진하다', '아쉽다', '맛나다', '색다르다', '아름답다', '멋있다', '예뿌다', '새롭다', '부럽다', '놀랍다', '귀하다', '오지다', '이쁘다', '엄청나다', '재미있다', '촌스럽다', '알차다', '힘들다', '편하다', '흐리다', '붉다', '예쁘다', '비싸다', '즐겁다', '세차다', '밝다', '야무지다', '귀엽다', '배고프다']"
부산 감천문화마을,"['괜찮다', '맛있다', '착하다', '넓다', '반갑다', '맑다', '맛없다', '정겹다', '시끄럽다', '재밌다', '깊다', '힘겹다', '아쉽다', '맛나다', '아름답다', '예뿌다', '새롭다', '부럽다', '놀랍다', '가파르다', '이쁘다', '인상깊다', '배부르다', '재미있다', '알차다', '힘들다', '흐리다', '예쁘다', '비싸다', '즐겁다', '속상하다', '밝다', '야무지다', '귀엽다']"
부산 강서문화원,"['괜찮다', '맛있다', '낯설다', '착하다', '넓다', '반갑다', '뛰어나다', '맑다', '재밌다', '깊다', '드넓다', '부드럽다', '어둡다', '멋지다', '파랗다', '눈부시다', '과하다', '아쉽다', '맛나다', '아름답다', '멋있다', '새롭다', '부럽다', '가파르다', '흐드러지다', '엄청나다', '이쁘다', '알맞다', '재미있다', '촌스럽다', '알차다', '힘들다', '흐리다', '편하다', '예쁘다', '앙증맞다', '비싸다', '즐겁다', '습하다', '밝다', '귀엽다']"
부산 복천동 고분군,"['괜찮다', '맛있다', '낯설다', '넓다', '뛰어나다', '맑다', '시끄럽다', '재밌다', '깊다', '드넓다', '부드럽다', '고맙다', '뜻깊다', '아쉽다', '푸르다', '아름답다', '멋있다', '새롭다', '엄청나다', '이쁘다', '재미있다', '알차다', '힘들다', '편하다', '붉다', '비싸다', '밝다', '귀엽다']"
부산 부평 족발 골목,"['괜찮다', '정신없다', '맛있다', '낯설다', '착하다', '넓다', '맑다', '맛없다', '재밌다', '깊다', '부드럽다', '멋지다', '진하다', '아쉽다', '맛나다', '아름답다', '새롭다', '차갑다', '배부르다', '재미있다', '힘들다', '편하다', '예쁘다', '붉다', '비싸다', '야무지다', '귀엽다']"
부산 송도해상케이블카,"['드물다', '낯설다', '순하다', '변함없다', '곱다', '그립다', '끊임없다', '외롭다', '뜨겁다', '엄청나다', '이쁘다', '오지다', '알맞다', '힘들다', '앙증맞다', '비싸다', '예뻤다', '속상하다', '귀엽다', '배고프다', '따숩다', '드넓다', '파랗다', '아쉽다', '험하다', '손쉽다', '새롭다', '예뿌다', '남다르다', '차갑다', '놀랍다', '귀하다', '싱겁다', '귀여우다', '촌스럽다', '편하다', '흐리다', '붉다', '밝다', '괜찮다', '맛있다', '착하다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '멋지다', '고맙다', '어둡다', '진하다', '맛나다', '아름답다', '활기차다', '슴슴하다', '가파르다', '번거롭다', '그지없다', '인상깊다', '까다롭다', '배부르다', '재미있다', '해맑다', '즐겁다', '세차다', '야무지다', '쨍하다', '슬프다', '넓다', '뛰어나다', '재미나다', '정겹다', '시끄럽다', '아름다우다', '부드럽다', '뜻깊다', '힘겹다', '눈부시다', '두렵다', '환하다', '색다르다', '연하다', '푸르다', '멋있다', '부럽다', '기쁘다', '구리다', '시리다', '알차다', '예쁘다', '힘차다', '재미없다', '친하다', '부끄럽다', '습하다', '정신없다']"
부산 송도해수욕장,"['드물다', '낯설다', '곱다', '그립다', '끊임없다', '외롭다', '뜨겁다', '엄청나다', '이쁘다', '오지다', '알맞다', '힘들다', '드세다', '앙증맞다', '비싸다', '예뻤다', '귀엽다', '배고프다', '드넓다', '파랗다', '아쉽다', '손쉽다', '새롭다', '예뿌다', '남다르다', '차갑다', '놀랍다', '귀하다', '싱겁다', '부드러우다', '귀여우다', '촌스럽다', '편하다', '흐리다', '붉다', '밝다', '괜찮다', '맛있다', '착하다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '멋지다', '고맙다', '어둡다', '진하다', '과하다', '맛나다', '아름답다', '활기차다', '슴슴하다', '뜨거우다', '가파르다', '번거롭다', '그지없다', '인상깊다', '까다롭다', '배부르다', '재미있다', '즐겁다', '세차다', '야무지다', '슬프다', '넓다', '뛰어나다', '재미나다', '정겹다', '시끄럽다', '부드럽다', '뜻깊다', '눈부시다', '두렵다', '환하다', '색다르다', '연하다', '푸르다', '멋있다', '부럽다', '시리다', '기름지다', '알차다', '예쁘다', '힘차다', '재미없다', '친하다', '부끄럽다', '습하다', '정신없다']"
부산 스마트시티 전시관,"['따숩다', '괜찮다', '드물다', '맛있다', '정신없다', '착하다', '넓다', '반갑다', '맑다', '맛없다', '재밌다', '심심찮다', '깊다', '드넓다', '부드럽다', '멋지다', '어둡다', '뜻깊다', '파랗다', '진하다', '아쉽다', '색다르다', '아름답다', '활기차다', '새롭다', '놀랍다', '그립다', '뜨겁다', '엄청나다', '이쁘다', '재미있다', '촌스럽다', '알차다', '힘들다', '편하다', '예쁘다', '붉다', '힘차다', '앙증맞다', '비싸다', '즐겁다', '밝다', '야무지다', '귀엽다', '배고프다']"
부산 아시아드주경기장,"['괜찮다', '정신없다', '맛있다', '낯설다', '착하다', '넓다', '반갑다', '맑다', '맛없다', '재밌다', '심심찮다', '깊다', '드넓다', '부드럽다', '멋지다', '고맙다', '아쉽다', '순하다', '멋있다', '부럽다', '곱다', '놀랍다', '끊임없다', '번거롭다', '뜨겁다', '엄청나다', '이쁘다', '기름지다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '비싸다', '부끄럽다', '즐겁다', '밝다', '야무지다', '귀엽다']"
부산 암남공원,"['괜찮다', '맛있다', '넓다', '반갑다', '맑다', '시끄럽다', '재밌다', '깊다', '드넓다', '부드럽다', '멋지다', '아쉽다', '연하다', '아름답다', '멋있다', '그지없다', '엄청나다', '이쁘다', '배부르다', '재미있다', '알차다', '힘들다', '흐리다', '편하다', '붉다', '예쁘다', '비싸다', '즐겁다', '밝다', '야무지다', '귀엽다']"
부산 에덴공원,"['괜찮다', '맛있다', '낯설다', '슬프다', '넓다', '반갑다', '맑다', '맛없다', '정겹다', '시끄럽다', '재밌다', '깊다', '부드럽다', '멋지다', '고맙다', '뜻깊다', '파랗다', '과하다', '아쉽다', '기쁘다', '이쁘다', '배부르다', '알차다', '힘들다', '편하다', '예쁘다', '붉다', '힘차다', '비싸다', '즐겁다', '밝다', '정신없다', '귀엽다']"
부산 영화의 전당,"['괜찮다', '드물다', '맛있다', '착하다', '넓다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '부드럽다', '멋지다', '뜻깊다', '파랗다', '아쉽다', '멋있다', '부럽다', '엄청나다', '이쁘다', '인상깊다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '비싸다', '부끄럽다', '즐겁다', '밝다', '귀엽다']"
부산 올림픽동산,"['괜찮다', '드물다', '맛있다', '넓다', '뛰어나다', '맑다', '맛없다', '정겹다', '시끄럽다', '재밌다', '깊다', '드넓다', '어둡다', '고맙다', '멋지다', '아쉽다', '색다르다', '아름답다', '손쉽다', '멋있다', '새롭다', '외롭다', '재미있다', '힘들다', '흐리다', '편하다', '붉다', '예쁘다', '비싸다', '즐겁다', '밝다', '야무지다', '귀엽다']"
부산 자갈치 양곱창 골목,"['괜찮다', '정신없다', '맛있다', '착하다', '넓다', '반갑다', '맑다', '맛없다', '재밌다', '부드럽다', '고맙다', '과하다', '아쉽다', '맛나다', '아름답다', '활기차다', '멋있다', '예뿌다', '새롭다', '곱다', '놀랍다', '오지다', '엄청나다', '기름지다', '알맞다', '재미있다', '알차다', '힘들다', '드세다', '편하다', '붉다', '예쁘다', '비싸다', '즐겁다', '밝다', '야무지다', '귀엽다']"
부산 중앙공원,"['드물다', '낯설다', '순하다', '변함없다', '곱다', '그립다', '끊임없다', '외롭다', '흐드러지다', '뜨겁다', '엄청나다', '이쁘다', '오지다', '알맞다', '힘들다', '드세다', '앙증맞다', '비싸다', '예뻤다', '속상하다', '귀엽다', '배고프다', '따숩다', '드넓다', '파랗다', '아쉽다', '험하다', '손쉽다', '새롭다', '예뿌다', '차갑다', '놀랍다', '귀하다', '싱겁다', '부드러우다', '귀여우다', '편하다', '흐리다', '붉다', '밝다', '괜찮다', '맛있다', '착하다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '멋지다', '고맙다', '어둡다', '진하다', '과하다', '맛나다', '아름답다', '활기차다', '슴슴하다', '가파르다', '번거롭다', '그지없다', '인상깊다', '까다롭다', '배부르다', '재미있다', '해맑다', '즐겁다', '세차다', '야무지다', '쨍하다', '슬프다', '넓다', '뛰어나다', '재미나다', '정겹다', '시끄럽다', '심심찮다', '아름다우다', '부드럽다', '뜻깊다', '힘겹다', '눈부시다', '두렵다', '환하다', '색다르다', '연하다', '푸르다', '멋있다', '부럽다', '기쁘다', '기름지다', '알차다', '예쁘다', '힘차다', '재미없다', '부끄럽다', '습하다', '휑하다', '정신없다']"
부산 진지성,[]
부산 차이나타운특구(상해문.상해거리),"['괜찮다', '드물다', '맛있다', '넓다', '맑다', '재밌다', '부드럽다', '고맙다', '진하다', '아쉽다', '맛나다', '환하다', '활기차다', '새롭다', '뜨거우다', '그립다', '뜨겁다', '엄청나다', '이쁘다', '기름지다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '붉다', '비싸다', '즐겁다', '밝다', '귀엽다']"
부산 치유의 숲,"['드물다', '낯설다', '순하다', '변함없다', '곱다', '그립다', '끊임없다', '외롭다', '흐드러지다', '뜨겁다', '엄청나다', '이쁘다', '알맞다', '힘들다', '앙증맞다', '비싸다', '귀엽다', '배고프다', '따숩다', '드넓다', '파랗다', '아쉽다', '험하다', '손쉽다', '새롭다', '예뿌다', '남다르다', '차갑다', '놀랍다', '귀하다', '싱겁다', '부드러우다', '귀여우다', '촌스럽다', '편하다', '흐리다', '붉다', '밝다', '괜찮다', '맛있다', '착하다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '멋지다', '고맙다', '어둡다', '진하다', '과하다', '맛나다', '아름답다', '활기차다', '슴슴하다', '가파르다', '번거롭다', '그지없다', '인상깊다', '까다롭다', '배부르다', '재미있다', '해맑다', '즐겁다', '세차다', '야무지다', '쨍하다', '슬프다', '넓다', '뛰어나다', '재미나다', '정겹다', '시끄럽다', '심심찮다', '아름다우다', '부드럽다', '뜻깊다', '힘겹다', '눈부시다', '두렵다', '환하다', '색다르다', '연하다', '푸르다', '멋있다', '부럽다', '기쁘다', '기름지다', '알차다', '예쁘다', '힘차다', '재미없다', '친하다', '부끄럽다', '습하다', '휑하다', '정신없다']"
부산 칠드런스 뮤지엄,"['드물다', '낯설다', '변함없다', '곱다', '그립다', '끊임없다', '외롭다', '뜨겁다', '엄청나다', '이쁘다', '오지다', '알맞다', '힘들다', '앙증맞다', '비싸다', '예뻤다', '속상하다', '귀엽다', '배고프다', '따숩다', '드넓다', '파랗다', '아쉽다', '험하다', '손쉽다', '새롭다', '예뿌다', '남다르다', '차갑다', '놀랍다', '싱겁다', '부드러우다', '귀여우다', '편하다', '흐리다', '붉다', '밝다', '괜찮다', '맛있다', '착하다', '반갑다', '맑다', '맛없다', '재밌다', '깊다', '멋지다', '고맙다', '어둡다', '진하다', '과하다', '맛나다', '아름답다', '활기차다', '슴슴하다', '뜨거우다', '가파르다', '그지없다', '인상깊다', '배부르다', '재미있다', '해맑다', '즐겁다', '야무지다', '슬프다', '넓다', '재미나다', '정겹다', '시끄럽다', '심심찮다', '아름다우다', '부드럽다', '뜻깊다', '힘겹다', '두렵다', '환하다', '색다르다', '연하다', '푸르다', '멋있다', '부럽다', '기쁘다', '구리다', '시리다', '알차다', '예쁘다', '힘차다', '재미없다', '친하다', '부끄럽다', '습하다', '휑하다', '정신없다']"
부산 트릭아이뮤지엄,"['괜찮다', '맛있다', '낯설다', '착하다', '넓다', '맑다', '재밌다', '깊다', '멋지다', '고맙다', '아쉽다', '맛나다', '색다르다', '멋있다', '새롭다', '외롭다', '엄청나다', '이쁘다', '알맞다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '해맑다', '비싸다', '재미없다', '부끄럽다', '즐겁다', '정신없다', '귀엽다']"
부산 해운대도서관,"['괜찮다', '드물다', '맛있다', '낯설다', '슬프다', '넓다', '반갑다', '재미나다', '맑다', '맛없다', '재밌다', '깊다', '드넓다', '부드럽다', '멋지다', '고맙다', '뜻깊다', '파랗다', '진하다', '아쉽다', '맛나다', '색다르다', '푸르다', '아름답다', '멋있다', '새롭다', '부럽다', '차갑다', '곱다', '놀랍다', '그립다', '가파르다', '번거롭다', '흐드러지다', '엄청나다', '이쁘다', '까다롭다', '기름지다', '배부르다', '재미있다', '알차다', '힘들다', '편하다', '흐리다', '붉다', '예쁘다', '재미없다', '비싸다', '친하다', '즐겁다', '세차다', '밝다', '야무지다', '귀엽다', '배고프다']"
부산고등어축제,"['괜찮다', '정신없다', '맛있다', '낯설다', '슬프다', '넓다', '반갑다', '재미나다', '맑다', '맛없다', '재밌다', '드넓다', '아쉽다', '맛나다', '색다르다', '활기차다', '새롭다', '뜨겁다', '엄청나다', '기름지다', '재미있다', '알차다', '힘들다', '비싸다', '즐겁다', '야무지다', '귀엽다']"
부산공간화랑,"['괜찮다', '맛있다', '슬프다', '넓다', '뛰어나다', '맑다', '정겹다', '시끄럽다', '재밌다', '깊다', '부드럽다', '멋지다', '어둡다', '과하다', '아쉽다', '순하다', '맛나다', '환하다', '아름답다', '손쉽다', '멋있다', '새롭다', '부럽다', '놀랍다', '흐드러지다', '뜨겁다', '엄청나다', '인상깊다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '붉다', '앙증맞다', '비싸다', '즐겁다', '습하다', '밝다', '야무지다', '귀엽다']"
부산과학기술대학교 민속자료실,"['드물다', '맛있다', '낯설다', '넓다', '반갑다', '뛰어나다', '맑다', '재밌다', '깊다', '멋지다', '뜻깊다', '아쉽다', '아름답다', '멋있다', '새롭다', '부럽다', '엄청나다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '힘차다', '밝다', '귀엽다']"
부산광안대교,"['괜찮다', '맛있다', '넓다', '정겹다', '재밌다', '부드럽다', '멋지다', '어둡다', '뜻깊다', '아쉽다', '맛나다', '아름답다', '멋있다', '예뿌다', '새롭다', '놀랍다', '끊임없다', '엄청나다', '이쁘다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '비싸다', '예뻤다', '즐겁다', '습하다', '밝다', '야무지다', '귀엽다']"
부산광역시 영도도서관,"['괜찮다', '드물다', '맛있다', '슬프다', '넓다', '반갑다', '맑다', '정겹다', '시끄럽다', '재밌다', '깊다', '부드럽다', '멋지다', '뜻깊다', '아쉽다', '험하다', '맛나다', '아름답다', '멋있다', '새롭다', '부럽다', '차갑다', '가파르다', '뜨겁다', '엄청나다', '이쁘다', '알맞다', '배부르다', '재미있다', '귀여우다', '알차다', '힘들다', '편하다', '예쁘다', '붉다', '비싸다', '밝다', '야무지다', '귀엽다']"
부산광역시립 부전도서관,"['괜찮다', '맛있다', '착하다', '넓다', '반갑다', '맑다', '재밌다', '깊다', '멋지다', '뜻깊다', '아쉽다', '손쉽다', '멋있다', '새롭다', '부럽다', '구리다', '엄청나다', '이쁘다', '인상깊다', '알맞다', '재미있다', '알차다', '힘들다', '편하다', '붉다', '재미없다', '비싸다', '즐겁다', '정신없다', '귀엽다', '배고프다']"
부산광역시립 사하도서관,"['괜찮다', '맛있다', '넓다', '맑다', '재밌다', '깊다', '멋지다', '아쉽다', '색다르다', '아름답다', '손쉽다', '멋있다', '새롭다', '엄청나다', '알맞다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '붉다', '힘차다', '재미없다', '비싸다', '밝다']"
부산광역시립 중앙도서관,"['괜찮다', '맛있다', '착하다', '넓다', '반갑다', '맑다', '정겹다', '재밌다', '깊다', '멋지다', '고맙다', '뜻깊다', '아쉽다', '맛나다', '멋있다', '새롭다', '부럽다', '곱다', '귀하다', '이쁘다', '알맞다', '재미있다', '알차다', '힘들다', '편하다', '예쁘다', '비싸다', '즐겁다', '밝다']"
