,name,lat,lon,geometry,travel_bus
303,스타벅스 광안비치점,35.1530686,129.1177169,POINT (129.1177169 35.1530686),광안리해수욕장
304,스파랜드 센텀시티,35.1687032,129.1297466,POINT (129.1297466 35.1687032),센텀시티
305,스포원파크,35.2913418,129.1053512,POINT (129.1053512 35.2913418),스포원파크
306,스포원파크 경륜장,35.2906193,129.1051094,POINT (129.1051094 35.2906193),금정체육공원
307,승학산,35.1317807,128.9853735,POINT (128.9853735 35.1317807),대림아파트
308,식당3선 센텀점,35.1795857,129.1703582,POINT (129.1703582 35.1795857),대림1차아파트
309,신발원,35.1148125,129.0387238,POINT (129.0387238 35.1148125),부산역
310,신선대,35.1094524,129.0978349,POINT (129.0978349 35.1094524),신선대CNG충전소
311,신세계 센텀시티,35.1788264,129.1248781,POINT (129.1248781 35.1788264),동해선센텀역
312,신평소공원,35.2940485,129.2602898,POINT (129.2602898 35.2940485),신평
313,신호공원,35.0822862,128.8709202,POINT (128.8709202 35.0822862),강서평생학습관
314,쌍둥이 돼지국밥,35.1317717,129.0924004,POINT (129.0924004 35.1317717),산성교회문화관
315,아난티코브 야외공연장,35.2188193,129.2313695,POINT (129.2313695 35.2188193),연화리
316,아미르공원,35.0744236,129.069341,POINT (129.069341 35.0744236),절영로사거리
317,아미산 전망대,35.0527681,128.9607646,POINT (128.9607646 35.0527681),몰운대아파트
318,아홉산숲,35.2871145,129.1715058,POINT (129.1715058 35.2871145),미동마을
319,안데르센 동화마을,35.3584529,129.2455484,POINT (129.2455484 35.3584529),하장안
320,안심치유정원,35.2898417,129.1101998,POINT (129.1101998 35.2898417),임석
321,안적사,35.2141739,129.1699038,POINT (129.1699038 35.2141739),경찰특공대입구
322,알천순대곱창전골전문점 본점,35.1385421,129.1047258,POINT (129.1047258 35.1385421),대연힐스테이트푸르지오정문
323,약수암,35.17823,128.9965401,POINT (128.9965401 35.17823),307동 308동
324,어느멋진날,35.2613547,129.2332416,POINT (129.2332416 35.2613547),선우아파트
325,어밤부,35.1737141,129.196609,POINT (129.196609 35.1737141),광어골
326,언양불고기부산집,35.1487203,129.1142959,POINT (129.1142959 35.1487203),광일맨션
327,엄용백 돼지국밥,35.1662627,129.1172662,POINT (129.1172662 35.1662627),민락아파트
328,에테르,35.0750001,129.0424185,POINT (129.0424185 35.0750001),영선아파트
329,역사의 디오라마,35.1117279,129.0312665,POINT (129.0312665 35.1117279),금호아파트
330,영도 등대,35.0523754,129.092199,POINT (129.092199 35.0523754),차고지
331,영도 조내기 고구마 역사기념관,35.0855809,129.0577029,POINT (129.0577029 35.0855809),쌍용자동차학원
332,영도 청학배수지 전망대,35.0883701,129.0600724,POINT (129.0600724 35.0883701),롯데낙천대
333,영도 하늘전망대,35.0739797,129.0541222,POINT (129.0541222 35.0739797),함지골수련원
334,영도 흰여울해안터널,35.0779066,129.0453305,POINT (129.0453305 35.0779066),영선아파트
335,영도관광사격장,35.0739797,129.0541222,POINT (129.0541222 35.0739797),함지골수련원
336,영도다리축제,35.0807489,129.0791699,POINT (129.0791699 35.0807489),국제크루즈터미널입구
337,영도마리나오토캠핑장,35.0999374,129.0599973,POINT (129.0599973 35.0999374),부산조선
338,영도커피페스티벌,35.0807489,129.0791699,POINT (129.0791699 35.0807489),국제크루즈터미널입구
339,영주하늘눈전망대,35.1145696,129.0306501,POINT (129.0306501 35.1145696),중앙공원.민주공원입구
340,영진돼지국밥,35.0966354,128.9578812,POINT (128.9578812 35.0966354),신평역
341,옛백제병원,35.1163493,129.039158,POINT (129.039158 35.1163493),부산역
342,오륙도 등대,35.0911824,129.1268428,POINT (129.1268428 35.0911824),오륙도선착장
343,오륙도 스카이워크,35.1004601,129.1194239,POINT (129.1194239 35.1004601),오륙도SK뷰정문
344,오륙도해맞이공원,35.1155121,129.115598,POINT (129.115598 35.1155121),용호동경동아파트
345,오륜대 한국순교자박물관,35.246003,129.1011063,POINT (129.1011063 35.246003),오륜대순교자성지.박물관
346,오륜대전망대,35.2482736,129.1132171,POINT (129.1132171 35.2482736),임지아뜰리에.복자수녀원
347,오시리아 해안산책로,35.1964237,129.2284464,POINT (129.2284464 35.1964237),아난티코브(힐튼부산)
348,옥련선원,35.1613667,129.1265806,POINT (129.1265806 35.1613667),MBC방송국
349,옥정사,35.3112896,129.2223442,POINT (129.2223442 35.3112896),광산입구
350,옥천사세탁,35.1569966,129.0660327,POINT (129.0660327 35.1569966),전포사거리
351,온천천시민공원,35.1816156,129.0882418,POINT (129.0882418 35.1816156),수녀원
352,옵스,35.1627911,129.1628989,POINT (129.1628989 35.1627911),해운대시장
353,외양포항,35.0051702,128.8240511,POINT (128.8240511 35.0051702),대항방파제
354,요산문학관,35.2722691,129.0858235,POINT (129.0858235 35.2722691),남산동.요산문학관
355,요트탈래,35.1560938,129.1520503,POINT (129.1520503 35.1560938),동백섬
356,자갈치 시장,35.0966394,129.0305933,POINT (129.0305933 35.0966394),신동아시장
357,용두산공원,35.1006536,129.0326226,POINT (129.0326226 35.1006536),백산기념관.영화체험박물관
358,용소웰빙공원,35.2463015,129.204155,POINT (129.204155 35.2463015),이진아파트
359,용호동일대(낚시터),35.1155121,129.115598,POINT (129.115598 35.1155121),용호동경동아파트
360,용호별빛공원,35.1321428,129.1200872,POINT (129.1200872 35.1321428),분포고등학교
361,우마이도,35.2301424,129.0844358,POINT (129.0844358 35.2301424),금정등기소
362,우암동 도시 숲,35.1273176,129.0741691,POINT (129.0741691 35.1273176),목화그린빌라
363,우장춘기념관,35.2135153,129.0720353,POINT (129.0720353 35.2135153),우장춘기념관
364,운수사,35.1842751,129.013442,POINT (129.013442 35.1842751),운수사입구
365,울림공원,35.1015616,128.926792,POINT (128.926792 35.1015616),동리
366,원조부산족발,35.0995844,129.0266567,POINT (129.0266567 35.0995844),충무동교차로
367,월전장어구이촌,35.238079,129.2441897,POINT (129.2441897 35.238079),월전활어판매장
368,월전항방파제,35.2383088,129.2451611,POINT (129.2451611 35.2383088),월전활어판매장
369,웨이브온커피,35.3222464,129.2695705,POINT (129.2695705 35.3222464),기장문화예절학교
370,유엔평화기념관,35.1238395,129.0923986,POINT (129.0923986 35.1238395),유엔평화기념관.일제강제동원역사관
371,유치환 우체통 전망대,35.1220592,129.0342041,POINT (129.0342041 35.1220592),부산컴퓨터과학고교
372,은진사,35.3357132,129.2777865,POINT (129.2777865 35.3357132),금관빌라드앞
373,을숙도공원,35.1120046,128.9473498,POINT (128.9473498 35.1120046),을숙도
374,이가네 떡볶이,35.1015312,129.0260405,POINT (129.0260405 35.1015312),부평시장
375,이기대 섭자리,35.1318453,129.1211447,POINT (129.1211447 35.1318453),분포고등학교
376,이동항,35.2726135,129.2462893,POINT (129.2462893 35.2726135),이동방파제
377,이바구공작소,35.1171544,129.0336556,POINT (129.0336556 35.1171544),동일파크맨션
378,이재모피자,35.1021046,129.0305985,POINT (129.0305985 35.1021046),국제시장.부산근대역사관
379,이중섭거리,35.1394197,129.0560616,POINT (129.0560616 35.1394197),한성기린아파트
380,일광해수욕장,35.2597783,129.2339709,POINT (129.2339709 35.2597783),학리분교
381,임랑카라반파크,35.3091686,129.2594192,POINT (129.2594192 35.3091686),새끝
382,임랑해수욕장,35.3184861,129.2643145,POINT (129.2643145 35.3184861),임랑마을
383,임시수도기념관,35.1034532,129.0174521,POINT (129.0174521 35.1034532),부민e편한세상아파트
384,자매국밥,35.1582993,129.1256986,POINT (129.1256986 35.1582993),민락동차고지
385,장림포구 부네치아,35.079368,128.9515836,POINT (128.9515836 35.079368),도시가스
386,장미원,35.2333572,129.0098884,POINT (129.0098884 35.2333572),장미공원
387,장안사,35.3745942,129.2329263,POINT (129.2329263 35.3745942),상장안
388,장안사계곡,35.3730001,129.2324419,POINT (129.2324419 35.3730001),상장안
389,장안캠프,35.3420668,129.253249,POINT (129.253249 35.3420668),동부산관광호텔
390,재난안전체험관,35.2913418,129.1053512,POINT (129.1053512 35.2913418),스포원파크
391,재한유엔기념공원 (UN기념공원),35.1277489,129.0956469,POINT (129.0956469 35.1277489),UN기념공원
392,전포카페거리,35.1561824,129.063288,POINT (129.063288 35.1561824),부전도서관
393,전포커피축제,35.1561824,129.063288,POINT (129.063288 35.1561824),부전도서관
394,절영해안산책로,35.0732314,129.0514013,POINT (129.0514013 35.0732314),함지골수련원
395,정관박물관,35.3279169,129.1817747,POINT (129.1817747 35.3279169),정관박물관
396,정관생태하천학습문화축제,35.3169318,129.1661425,POINT (129.1661425 35.3169318),아세아자동차전문
397,정란각/문화공감수정,35.1256395,129.042676,POINT (129.042676 35.1256395),경남여중
398,정인갤러리,35.0994819,129.0361624,POINT (129.0361624 35.0994819),연안여객터미널
399,젖병등대,35.2138037,129.2236064,POINT (129.2236064 35.2138037),연서교회
400,제이스글램핑,35.2772827,129.2341337,POINT (129.2341337 35.2772827),화전교차로
401,젠스시,35.1708063,129.1714865,POINT (129.1714865 35.1708063),코오롱아파트
402,조방해수탕,35.1418595,129.0626584,POINT (129.0626584 35.1418595),국밥골목
403,조선통신사역사관,35.1360296,129.0613943,POINT (129.0613943 35.1360296),자성대
404,조선통신사축제,35.1360296,129.0613943,POINT (129.0613943 35.1360296),자성대
405,좌수영성지,35.1709344,129.113835,POINT (129.113835 35.1709344),해운아파트
406,죽성성당,35.2411292,129.2478696,POINT (129.2478696 35.2411292),죽성드림세트장
407,죽성항/황학대,35.242349,129.2468819,POINT (129.2468819 35.242349),두호해녀복지회관
408,중앙공원,35.3205744,129.1807934,POINT (129.1807934 35.3205744),구연동
409,중앙해수랜드,35.1256135,129.1106458,POINT (129.1106458 35.1256135),용문중학교
410,지오클럽카라반파크,35.2578838,129.2351956,POINT (129.2351956 35.2578838),학리분교
411,차성문화제,35.2726245,129.1551824,POINT (129.1551824 35.2726245),구림마을
412,차이나타운특구 문화축제,35.1145144,129.0380695,POINT (129.0380695 35.1145144),부산역
413,창비부산,35.1163493,129.039158,POINT (129.039158 35.1163493),부산역
414,천마산하늘전망대,35.09358,129.0173755,POINT (129.0173755 35.09358),초장동
415,천성항 방파제등대,35.0301801,128.810662,POINT (128.810662 35.0301801),옛천성분교
416,청사포,35.1603874,129.1923456,POINT (129.1923456 35.1603874),청사포
417,청사포 다릿돌전망대,35.1625451,129.1899803,POINT (129.1899803 35.1625451),청사포입구
418,청학 수변공원,35.0976585,129.0611556,POINT (129.0611556 35.0976585),대선조선
419,초량 이바구길,35.1161385,129.0361922,POINT (129.0361922 35.1161385),초량지구대
420,초량1941,35.1198181,129.0295116,POINT (129.0295116 35.1198181),금수사
421,초량교회,35.1170003,129.0368197,POINT (129.0368197 35.1170003),초량지구대
422,초량밀면,35.117359,129.040609,POINT (129.040609 35.117359),부산역.초량시장입구
423,초원숲속글램핑,35.3439075,129.1919812,POINT (129.1919812 35.3439075),가동마을
424,최뼈다구해장국,35.1628712,128.986959,POINT (128.986959 35.1628712),서부시외버스터미널.사상역
425,추리문학관,35.1616811,129.1833273,POINT (129.1833273 35.1616811),추리문학관
426,춘하추동밀면,35.1614729,129.0555363,POINT (129.0555363 35.1614729),부전시장
427,충렬사,35.2007382,129.096243,POINT (129.096243 35.2007382),충렬사후문
428,친환경 스카이웨이 전망대(이바구길),35.1203301,129.0319525,POINT (129.0319525 35.1203301),초량어린이집
429,칠암사계,35.2990988,129.2591565,POINT (129.2591565 35.2990988),칠암
430,칠암항,35.2996125,129.262656,POINT (129.262656 35.2996125),칠암
431,카가와식당,35.1625109,129.1559085,POINT (129.1559085 35.1625109),신동아아파트
432,카운트다운&해맞이축제,35.1586283,129.1590673,POINT (129.1590673 35.1586283),해운대해수욕장
433,칸다소바,35.158157,129.0621031,POINT (129.0621031 35.158157),서면교차로
434,캐니언파크 부산,35.1422239,129.0672816,POINT (129.0672816 35.1422239),문현2동부산은행
435,캐비네 드 쁘아쏭,35.2188193,129.2313695,POINT (129.2313695 35.2188193),연화리
436,커피어웨이크,35.2298488,129.0838134,POINT (129.0838134 35.2298488),금정등기소
437,코하루,35.2319857,129.0874572,POINT (129.0874572 35.2319857),부산대학교정문
438,크리스마스트리문화축제,35.0990683,129.031487,POINT (129.031487 35.0990683),남포동
439,키자니아 부산,35.1788264,129.1248781,POINT (129.1248781 35.1788264),동해선센텀역
440,킴스아트필드미술관,35.2523668,129.0541277,POINT (129.0541277 35.2523668),포구나무집
441,탐복,35.2828408,129.2576428,POINT (129.2576428 35.2828408),온정
442,태종대 전망대,35.0597259,129.0798403,POINT (129.0798403 35.0597259),차고지
443,태종대스쿠버다이빙,35.0618129,129.0764693,POINT (129.0764693 35.0618129),태종대.태종대온천
444,태종대온천찜질방,35.0645327,129.0799847,POINT (129.0799847 35.0645327),태종대초등학교
445,태종대일대(낚시터),35.0597259,129.0798403,POINT (129.0798403 35.0597259),차고지
446,태종사,35.0560546,129.0889113,POINT (129.0889113 35.0560546),차고지
447,테라로사 수영점,35.1769907,129.1154605,POINT (129.1154605 35.1769907),고려제강
448,톤쇼우 광안점,35.1564409,129.1248005,POINT (129.1248005 35.1564409),민락동차고지
449,통일아시아드공원,35.0556365,128.9674986,POINT (128.9674986 35.0556365),롯데캐슬215동
450,팬스타부산주말원나잇크루즈,35.1211974,129.0487401,POINT (129.0487401 35.1211974),4부두
451,평화공원,35.1255561,129.0974794,POINT (129.0974794 35.1255561),용당동갓골
452,포항돼지국밥,35.1557957,129.0585624,POINT (129.0585624 35.1557957),서면역.서면지하상가
453,풍원장미역국정찬 마린시티점,35.1541353,129.1463339,POINT (129.1463339 35.1541353),한화리조트
454,피아크 P.ARK,35.0896524,129.073661,POINT (129.073661 35.0896524),송강중공업
455,핑거스앤챗,35.1560938,129.1520503,POINT (129.1520503 35.1560938),동백섬
456,하리선착장,35.0709062,129.0813072,POINT (129.0813072 35.0709062),해양대입구
457,한광미술관,35.1089834,129.0374377,POINT (129.0374377 35.1089834),영주동
458,한국기독교선교박물관,35.2015168,129.0826989,POINT (129.0826989 35.2015168),수안역.동래교차로
459,한국신발관,35.1573104,129.0258261,POINT (129.0258261 35.1573104),한국신발관
460,한월식당,35.0965243,129.0282305,POINT (129.0282305 35.0965243),신동아시장
461,할매 가야밀면,35.0989316,129.0312451,POINT (129.0312451 35.0989316),남포동
462,할매재첩국 부산본점,35.1518667,129.1163867,POINT (129.1163867 35.1518667),서호병원
463,할매집,35.1635505,129.1663683,POINT (129.1663683 35.1635505),중1동
464,합천일류돼지국밥,35.1619895,128.9803153,POINT (128.9803153 35.1619895),파라곤호텔
465,해광사,35.2057008,129.2255984,POINT (129.2255984 35.2057008),해광사
466,해동용궁사,35.1883491,129.2233197,POINT (129.2233197 35.1883491),수산과학관 해동용궁사
467,해동성취사,35.2812022,129.2544188,POINT (129.2544188 35.2812022),온정
468,해리단길,35.164921,129.157531,POINT (129.157531 35.164921),아림비치맨션
469,해목,35.1617421,129.1597712,POINT (129.1597712 35.1617421),해운대도시철도역
470,해물왕창칼국수,35.1726889,128.983781,POINT (128.983781 35.1726889),덕포시장.덕포역
471,해성막창집 본점,35.163905,129.1632924,POINT (129.1632924 35.163905),해운대구청
472,해성막창집 센텀점,35.1757062,129.1273075,POINT (129.1273075 35.1757062),세종텔레콤
473,해안누리길 몰운대길,35.0499677,128.9614103,POINT (128.9614103 35.0499677),다대문화체육센터
474,해양스포츠교실,35.0611065,129.077245,POINT (129.077245 35.0611065),태종대.태종대온천
475,해양환경공단 해양환경교육원(부산),35.0807489,129.0791699,POINT (129.0791699 35.0807489),국제크루즈터미널입구
476,해운대 가야밀면,35.1688521,129.1663464,POINT (129.1663464 35.1688521),중동역.순복음교회
477,그린레일웨이,35.1714481,129.1970787,POINT (129.1970787 35.1714481),광어골
478,달맞이길,35.1563753,129.1802633,POINT (129.1802633 35.1563753),해월정입구.힐사이드슈퍼
479,해운대 동백섬,35.1559601,129.1539819,POINT (129.1539819 35.1559601),동백섬입구
480,해운대 블루라인파크,35.1625451,129.1899803,POINT (129.1899803 35.1625451),청사포입구
481,해운대기와집대구탕,35.1581274,129.1745688,POINT (129.1745688 35.1581274),일신하일라빌라.경동메르빌골드
482,해운대리버크루즈,35.1896763,129.1209212,POINT (129.1209212 35.1896763),동해선재송역
483,해운대모래축제,35.1586283,129.1590673,POINT (129.1590673 35.1586283),해운대해수욕장
484,해운대밀면,35.1634503,129.1656788,POINT (129.1656788 35.1634503),해운대구청
485,해운대북극곰축제,35.1588322,129.159799,POINT (129.159799 35.1588322),해운대해수욕장
486,해운대빛축제,35.1595299,129.1624234,POINT (129.1624234 35.1595299),노보텔
487,해운대수목원,35.2297427,129.1344469,POINT (129.1344469 35.2297427),해운대수목원
488,해운대암소갈비집,35.1632154,129.1663955,POINT (129.1663955 35.1632154),중1동
489,해운대온천센터,35.1633954,129.1645474,POINT (129.1645474 35.1633954),해운대구청
490,해운대일대(낚시터),35.1591167,129.1603013,POINT (129.1603013 35.1591167),해운대해수욕장
491,해운대초량밀면 해운대점,35.1620835,129.1597925,POINT (129.1597925 35.1620835),해운대도시철도역
492,해운대해수욕장,35.1586975,129.1603842,POINT (129.1603842 35.1586975),해운대해수욕장
493,해운대해양레저축제,35.1783633,129.1990386,POINT (129.1990386 35.1783633),광어골입구
494,해월정,35.1576828,129.1821038,POINT (129.1821038 35.1576828),달맞이요양병원
495,해파랑길 1코스,35.1004601,129.1194239,POINT (129.1194239 35.1004601),오륙도SK뷰정문
496,해파랑길 2코스,35.1584212,129.1706635,POINT (129.1706635 35.1584212),미포.문탠로드입구
497,허브랑야생화,35.2542038,129.0518188,POINT (129.0518188 35.2542038),포구나무집
498,헤이든,35.2825118,129.2566836,POINT (129.2566836 35.2825118),온정
499,현대모터스튜디오 부산,35.1769907,129.1154605,POINT (129.1154605 35.1769907),고려제강
500,혜원정사,35.1838837,129.0908696,POINT (129.0908696 35.1838837),연산중학교
501,호천마을,35.1442926,129.0511564,POINT (129.0511564 35.1442926),호천마을입구
502,홍연폭포,35.2969827,129.1665818,POINT (129.1665818 35.2969827),소산마을
503,화명생태공원,35.2266865,129.0035081,POINT (129.0035081 35.2266865),한국방송통신대
504,화명자전거교육체험장,35.2321044,129.0055894,POINT (129.0055894 35.2321044),북부경찰서
505,화명수목원,35.2510047,129.0427975,POINT (129.0427975 35.2510047),화명수목원
506,화명수상레포츠타운,35.2195671,128.9990818,POINT (128.9990818 35.2195671),성훈강변아파트
507,화명오토캠핑장,35.21663,128.99918,POINT (128.99918 35.21663),구룡사
508,화전공원,35.105176,128.8779201,POINT (128.8779201 35.105176),우리은행화전공단지점
509,황령산 전망대,35.1580572,129.0822526,POINT (129.0822526 35.1580572),청구아파트
510,황령산,35.1571056,129.0820778,POINT (129.0820778 35.1571056),청구아파트
511,회동수원지,35.2437136,129.1204322,POINT (129.1204322 35.2437136),오륜본동마을
512,회동수원지 둘레길,35.2251511,129.1167009,POINT (129.1167009 35.2251511),부산예원고등학교
513,흰여울문화마을,35.0772858,129.046452,POINT (129.046452 35.0772858),영선아파트
514,히떼로스터리,35.155756,129.0682182,POINT (129.0682182 35.155756),부산진여자중학교
515,가덕도 외양포 포진지,35.0061867,128.8249547,POINT (128.8249547 35.0061867),대항방파제
516,감천항,35.0833707,128.9982069,POINT (128.9982069 35.0833707),감천항해양파출소
517,금정산 (금정산성 동문),35.2830419,129.0554739,POINT (129.0554739 35.2830419),범어사주차장
518,낙동강하구,35.1070944,128.9525113,POINT (128.9525113 35.1070944),을숙도문화회관
519,다대수영장,35.0556365,128.9674986,POINT (128.9674986 35.0556365),롯데캐슬215동
520,두도,35.0532528,129.0143116,POINT (129.0143116 35.0532528),수산가공선진화단지
521,두송반도,35.0444118,128.9985684,POINT (128.9985684 35.0444118),구평방파제 종점
522,몰운대,35.0387815,128.968995,POINT (128.968995 35.0387815),다대포해수욕장역
523,백양산,35.1832688,129.0264852,POINT (129.0264852 35.1832688),은하수공원
524,송도반도,35.0699873,129.0195798,POINT (129.0195798 35.0699873),현대아파트
525,오륙도,35.0937934,129.1264236,POINT (129.1264236 35.0937934),오륙도선착장
526,이기대 해안산책로,35.1321917,129.1206464,POINT (129.1206464 35.1321917),분포고등학교
527,장산,35.1944152,129.1446902,POINT (129.1446902 35.1944152),세명그린아파트
528,태종대,35.05307,129.0872,POINT (129.0872 35.05307),차고지
529,학리방파제,35.2598832,129.2477351,POINT (129.2477351 35.2598832),학리
