keyword,cluster,same
다대포항,1,싸다 비좁다 습하다 무섭다 눈부시다 지겹다 알차다 싫다 걸맞다 귀여우다 멋있다 시끄럽다 놀랍다 곱다 급하다 적잖다 드넓다 가볍다 예뿌다 외지다 엄청나다 하얗다 젊다 어렵다 더럽다 차다 가까우다 짙다 맑다 붉다 비싸다 힘드다 묘하다 덩그러다 빠르다 섭하다 어둡다 아깝다 드세다 낮다 이쁘다 하찮다 가깝다 빡세다 얕다 좁다 덥다 깊다 환하다 야무지다 반갑다 가파르다 정겹다 수많다 멀다 춥다 알맞다 적다 까다롭다 두껍다 귀엽다 아름답다 격하다 굳세다 재미있다 낡다 색다르다 뜨겁다 즐겁다 정신없다
국제크루즈터미널,1,습하다 재빠르다 뜻있다 무섭다 알차다 생뚱맞다 걸맞다 멋있다 시끄럽다 이롭다 수줍다 급하다 가볍다 앙증맞다 젊다 오래다 아쉬우다 느리다 더럽다 맑다 비싸다 빠르다 밝다 가깝다 좁다 덥다 깊다 친하다 반갑다 멀다 알맞다 적다 새롭다 수많다 귀엽다 아름답다 고르다 재미있다 이쁘다 즐겁다
금정산성 막걸리,1,싸다 검붉다 무섭다 지겹다 알차다 싫다 멋있다 시끄럽다 놀랍다 곱다 급하다 인상깊다 노랗다 가볍다 예뿌다 활기차다 낯설다 젊다 따사롭다 못지않다 힘겹다 시뻘겋다 어렵다 아쉬우다 차다 맑다 붉다 드물다 비싸다 힘드다 묘하다 빠르다 과하다 쎄다 드세다 따숩다 낮다 이쁘다 밝다 빡세다 가깝다 남다르다 좁다 덥다 깊다 환하다 주옥같다 야무지다 반갑다 아름다우다 정겹다 멀다 까맣다 적다 손쉽다 새롭다 수많다 귀엽다 흥겹다 고르다 낡다 재미있다 색다르다 멋지다 흔하다 즐겁다 넓디넓다
동래온천 노천족탕,1,싸다 기쁘다 무섭다 흐드러지다 싫다 멋있다 급하다 도드라지다 즐겁다 가볍다 싱그럽다 젊다 못지않다 어렵다 짙다 맑다 차갑다 비싸다 빠르다 섭하다 쎄다 낮다 밝다 어둡다 그립다 거칠다 뜨겁다 좁다 힘차다 손색없다 깊다 수많다 멀다 춥다 알맞다 적다 매끄럽다 새롭다 두껍다 귀엽다 아름답다 낡다 멋지다 이쁘다 어지럽다
대각사(부산),1,싸다 비좁다 습하다 끊임없다 알차다 싫다 멋있다 놀랍다 슬프다 급하다 노랗다 가볍다 싱그럽다 젊다 못지않다 어렵다 짙다 맑다 차갑다 드물다 비싸다 묘하다 빠르다 과하다 섭하다 세차다 어둡다 연하다 시리다 번거롭다 이쁘다 밝다 낮다 그립다 가깝다 힘차다 덥다 손색없다 좁다 환하다 야무지다 반갑다 부끄럽다 약하다 수많다 멀다 훤하다 춥다 알맞다 적다 새롭다 귀엽다 낫다 찹다 아름답다 낡다 어이없다 멋지다 뜨겁다 재미없다 무덥다 즐겁다
이기대,1,끊임없다 무섭다 틀림없다 빼어나다 알차다 흐드러지다 싫다 귀여우다 멋있다 놀랍다 급하다 드넓다 가볍다 앙증맞다 낯설다 엄청나다 싱그럽다 하얗다 젊다 험하다 어렵다 차다 경이롭다 짙다 푸르다 맑다 붉다 드물다 매섭다 비싸다 빠르다 귀하다 과하다 세차다 커다랗다 아깝다 어둡다 낮다 이쁘다 하찮다 밝다 거칠다 좁다 덥다 깊다 야무지다 약하다 정겹다 수많다 멀다 춥다 가파르다 적다 새롭다 귀엽다 낫다 아름답다 뛰어나다 안타깝다 재미있다 멋지다 뜨겁다 즐겁다 정신없다
젖병등대,1,싸다 무섭다 쩔다 지겹다 알차다 흐드러지다 싫다 멋있다 수줍다 급하다 인상깊다 멋들어지다 드넓다 재미나다 가볍다 뻔하다 활기차다 험하다 어렵다 아쉬우다 징그럽다 맑다 붉다 비싸다 빡시다 빠르다 귀하다 아깝다 드세다 낮다 이쁘다 변함없다 심심찮다 밝다 거칠다 희다 가깝다 얕다 힘차다 덥다 빨갛다 좁다 동그랗다 야무지다 깊다 밤늦다 환하다 수많다 멀다 줄기차다 적다 새롭다 특별나다 귀엽다 아름답다 안타깝다 뜻깊다 재미있다 멋지다 뜨겁다 즐겁다
울림공원,1,싸다 기쁘다 습하다 숱하다 무섭다 틀림없다 지겹다 알차다 싫다 걸맞다 미끄럽다 오래다 멋있다 시끄럽다 놀랍다 촌스럽다 무겁다 급하다 드넓다 가볍다 예뿌다 낯설다 엄청나다 사이좋다 젊다 부시다 어렵다 아쉬우다 느리다 따시다 만만찮다 차다 짙다 맑다 차갑다 비싸다 해맑다 힘드다 묘하다 빠르다 폭넓다 어둡다 아깝다 시리다 낮다 어려우다 밝다 가깝다 좁다 덥다 깊다 밤늦다 환하다 야무지다 반갑다 청승맞다 약하다 멀다 춥다 알맞다 적다 새롭다 수많다 귀엽다 낫다 찹다 더우다 아름답다 안타깝다 뜻깊다 재미있다 멋지다 이쁘다 무덥다 즐겁다 정신없다
보람공원,1,싸다 습하다 무섭다 알차다 싫다 걸맞다 귀여우다 멋있다 시끄럽다 두렵다 무겁다 구리다 급하다 인상깊다 가볍다 뜨시다 하얗다 젊다 어렵다 짙다 맑다 힘드다 비싸다 빡시다 매섭다 빠르다 귀하다 과하다 아깝다 시리다 드세다 파랗다 밝다 가깝다 좁다 덥다 깊다 잽싸다 야무지다 반갑다 약하다 수많다 멀다 춥다 적다 엄청나다 귀엽다 아름답다 재미있다 어이없다 멋지다 이쁘다 즐겁다 정신없다
중앙해수랜드,1,흔하다 끊임없다 습하다 무섭다 지겹다 알차다 싫다 고되다 멋있다 시끄럽다 급하다 인상깊다 가볍다 활기차다 낯설다 젊다 못지않다 험하다 어렵다 느리다 더럽다 가까우다 맑다 차갑다 비싸다 어둡다 옛스럽다 따숩다 파랗다 어려우다 심심찮다 밝다 빡세다 가깝다 뜨겁다 얕다 힘차다 덥다 좁다 깊다 잽싸다 가파르다 멀다 적다 새롭다 귀엽다 아름답다 재미있다 어이없다 멋지다 이쁘다 즐겁다 정신없다
부산 가톨릭센터,1,무섭다 쩔다 알차다 싫다 고되다 멋있다 시끄럽다 놀랍다 촌스럽다 사납다 무겁다 문제없다 급하다 노랗다 드넓다 가볍다 예뿌다 낯설다 젊다 어렵다 아쉬우다 맑다 붉다 비싸다 힘드다 오지다 빠르다 귀하다 섭하다 세차다 간드러지다 낮다 어려우다 밝다 파랗다 빡세다 거칠다 가깝다 좁다 덥다 깊다 밤늦다 야무지다 반갑다 정겹다 수많다 멀다 까맣다 춥다 적다 새롭다 퍼렇다 귀엽다 낫다 아름답다 더우다 어설프다 뛰어나다 엄청나다 재미있다 색다르다 멋지다 이쁘다 즐겁다
부산박물관,1,싸다 비좁다 습하다 무섭다 찰지다 알차다 싫다 고되다 멋있다 시끄럽다 슬프다 급하다 인상깊다 즐겁다 재미나다 가볍다 예뿌다 엄청나다 하얗다 어렵다 아쉬우다 따시다 맑다 붉다 드물다 비싸다 빠르다 과하다 어둡다 아깝다 낮다 밝다 파랗다 가깝다 얕다 좁다 덥다 깊다 야무지다 반갑다 수많다 멀다 춥다 알맞다 적다 새롭다 귀엽다 낫다 찹다 아름답다 안타깝다 조그맣다 뜻깊다 재미있다 멋지다 이쁘다 어지럽다 정신없다
정인갤러리,1,싸다 기쁘다 습하다 틀림없다 지겹다 알차다 싫다 귀여우다 시끄럽다 놀랍다 점잖다 슬프다 급하다 즐겁다 가볍다 앙증맞다 낯설다 외롭다 씨다 하얗다 젊다 어렵다 느리다 더럽다 경이롭다 해맑다 푸르다 맑다 드물다 비싸다 힘드다 빠르다 폭넓다 아깝다 바르다 따숩다 낮다 밝다 가깝다 그립다 희다 남다르다 좁다 덥다 동그랗다 깊다 부끄럽다 야무지다 반갑다 친하다 정신없다 감쪽같다 수많다 멀다 적다 새롭다 귀엽다 낫다 아름답다 고르다 새까맣다 낡다 안타깝다 재미있다 어이없다 색다르다 멋지다 이쁘다 서툴다 재미없다 어지럽다 우습다 헛되다
부산시립미술관,1,싸다 기쁘다 끊임없다 값지다 무섭다 지겹다 알차다 싫다 귀여우다 멋있다 놀랍다 무겁다 슬프다 급하다 인상깊다 가볍다 낯설다 엄청나다 힘겹다 어렵다 벅차다 아쉬우다 경이롭다 맑다 차갑다 비싸다 묘하다 가까우다 빠르다 세차다 커다랗다 어둡다 낮다 밝다 가깝다 좁다 덥다 깊다 환하다 야무지다 반갑다 아름다우다 수많다 춥다 알맞다 적다 새롭다 귀엽다 아름답다 안타깝다 고르다 높디높다 재미있다 색다르다 멋지다 이쁘다 재미없다 즐겁다 정신없다
부산공간화랑,1,싸다 습하다 무섭다 알차다 흐드러지다 싫다 오래다 멋있다 시끄럽다 놀랍다 무겁다 슬프다 인상깊다 가볍다 앙증맞다 엄청나다 젊다 어렵다 가까우다 경이롭다 짙다 맑다 붉다 비싸다 묘하다 빠르다 과하다 섭하다 쎄다 어둡다 아깝다 낮다 밝다 단촐하다 가깝다 거칠다 좁다 덥다 깊다 빨갛다 밤늦다 야무지다 환하다 메마르다 정겹다 수많다 멀다 적다 손쉽다 새롭다 흔하다 귀엽다 낫다 아름답다 뛰어나다 순하다 낡다 재미있다 어이없다 멋지다 뜨겁다 무덥다 즐겁다
40계단 문화관,1,싸다 비좁다 습하다 무섭다 눈부시다 알차다 싫다 멋있다 시끄럽다 슬프다 급하다 인상깊다 즐겁다 드넓다 가볍다 활기차다 낯설다 가파르다 젊다 어렵다 아쉬우다 붉다 맑다 비싸다 힘드다 덩그러다 빠르다 어둡다 아깝다 낮다 이쁘다 심심찮다 밝다 파랗다 빡세다 가깝다 남다르다 힘차다 덥다 좁다 얕다 깊다 야무지다 환하다 정신없다 정겹다 수많다 멀다 유례없다 적다 새롭다 흔하다 귀엽다 아름답다 두껍다 흥겹다 낡다 재미있다 어이없다 멋지다 뜨겁다 어지럽다 우습다
벡스코(BEXCO),1,싸다 무섭다 알차다 싫다 멋있다 무겁다 급하다 노랗다 엄청나다 외롭다 사이좋다 젊다 못지않다 어렵다 느리다 차다 맑다 묘하다 빠르다 낮다 가깝다 동그랗다 좁다 덥다 깊다 환하다 야무지다 반갑다 가파르다 멀다 춥다 적다 두껍다 수많다 귀엽다 아름답다 뛰어나다 고르다 안타깝다 낡다 뜻깊다 재미있다 이쁘다 후하다 즐겁다
부산자유회관(부산통일관),1,싸다 비좁다 예뻤다 재빠르다 무섭다 지겹다 알차다 싫다 귀여우다 멋있다 놀랍다 무겁다 급하다 가볍다 낯설다 외롭다 젊다 따사롭다 어렵다 벅차다 아쉬우다 차다 따갑다 맑다 비싸다 빠르다 아깝다 거세다 이쁘다 밝다 가깝다 그립다 거칠다 얕다 덥다 좁다 깊다 부끄럽다 멀다 춥다 올곧다 적다 손쉽다 새롭다 수많다 귀엽다 낫다 곧다 아름답다 고르다 안타깝다 재미있다 멋지다 뜨겁다 볼품없다 즐겁다
부산광역시 영도도서관,1,무섭다 틀림없다 알차다 싫다 귀여우다 오래다 멋있다 시끄럽다 슬프다 급하다 가볍다 엄청나다 젊다 못지않다 험하다 어렵다 아쉬우다 느리다 짙다 맑다 붉다 드물다 비싸다 차갑다 빠르다 아깝다 거세다 낮다 이쁘다 밝다 가깝다 좁다 덥다 손색없다 빨갛다 깊다 야무지다 반갑다 가파르다 정겹다 수많다 멀다 춥다 알맞다 적다 새롭다 귀엽다 아름답다 안타깝다 굳세다 뜻깊다 재미있다 멋지다 뜨겁다 푸르르다
