keyword,adj_unique,pre,isinTrue,intersection
해파랑길 1코스, 맛없다 안타깝다 훤하다 아쉬우다 힘들다 눈부시다 있다 부럽다 무섭다 두껍다 빠르다 없다 매섭다 춥다 가볍다 귀엽다 급하다 아쉽다 흐드러지다 같다 예쁘다 그렇다 상관없다 아름답다 알차다 지나치다 하얗다 거세다 멋있다 곧다 드넓다 작다 징그럽다 이렇다 다 낫다 크다 고프다 넓다 맛있다 수많다 반갑다 높다 달갑다 싫다 더우다 많다 엄청나다 세차다 쉽다 멀다 얕다 변함없다 진하다 귀찮다 빡세다 늦다 시답다 맑다 낮다 흐리다 아프다 휑하다 가늘다 밝다 옅다 나쁘다 즐겁다 르다 남다르다 적다 깊다 재미있다 무겁다 궂다 젊다 멋지다 길다 빨갛다 빡시다 짧다 바쁘다 어렵다 차갑다 차다 부드럽다 경이롭다 편하다 생뚱맞다 덥다 배부르다 싸다 괜찮다 굵다 가깝다 좁다 재미없다 묘하다 거칠다 좋다 세다 새롭다 붉다 환하다 푸르다 비싸다 뒤늦다 똑같다 맛나다 재밌다 힘차다 이쁘다 짙다 어떻다 느리다 ,"['', '맛없다', '안타깝다', '훤하다', '아쉬우다', '힘들다', '눈부시다', '있다', '부럽다', '무섭다', '두껍다', '빠르다', '없다', '매섭다', '춥다', '가볍다', '귀엽다', '급하다', '아쉽다', '흐드러지다', '같다', '예쁘다', '그렇다', '상관없다', '아름답다', '알차다', '지나치다', '하얗다', '거세다', '멋있다', '곧다', '드넓다', '작다', '징그럽다', '이렇다', '다', '낫다', '크다', '고프다', '넓다', '맛있다', '수많다', '반갑다', '높다', '달갑다', '싫다', '더우다', '많다', '엄청나다', '세차다', '쉽다', '멀다', '얕다', '변함없다', '진하다', '귀찮다', '빡세다', '늦다', '시답다', '맑다', '낮다', '흐리다', '아프다', '휑하다', '가늘다', '밝다', '옅다', '나쁘다', '즐겁다', '르다', '남다르다', '적다', '깊다', '재미있다', '무겁다', '궂다', '젊다', '멋지다', '길다', '빨갛다', '빡시다', '짧다', '바쁘다', '어렵다', '차갑다', '차다', '부드럽다', '경이롭다', '편하다', '생뚱맞다', '덥다', '배부르다', '싸다', '괜찮다', '굵다', '가깝다', '좁다', '재미없다', '묘하다', '거칠다', '좋다', '세다', '새롭다', '붉다', '환하다', '푸르다', '비싸다', '뒤늦다', '똑같다', '맛나다', '재밌다', '힘차다', '이쁘다', '짙다', '어떻다', '느리다', '']","['훤하다', '눈부시다', '부럽다', '귀엽다', '흐드러지다', '예쁘다', '아름답다', '알차다', '멋있다', '드넓다', '반갑다', '엄청나다', '세차다', '변함없다', '진하다', '맑다', '흐리다', '휑하다', '즐겁다', '남다르다', '멋지다', '빡시다', '차갑다', '부드럽다', '경이롭다', '편하다', '배부르다', '새롭다', '환하다', '푸르다', '비싸다', '맛나다', '힘차다', '이쁘다']","['반갑다', '맑다', '드넓다', '부드럽다', '멋지다', '경이롭다', '진하다', '눈부시다', '맛나다', '환하다', '푸르다', '아름답다', '변함없다', '멋있다', '남다르다', '새롭다', '부럽다', '차갑다', '훤하다', '흐드러지다', '엄청나다', '이쁘다', '배부르다', '알차다', '편하다', '흐리다', '예쁘다', '힘차다', '비싸다', '즐겁다', '세차다', '휑하다', '귀엽다', '빡시다']"
허브랑야생화, 안녕하다 드넓다 힘들다 맑다 낮다 부드럽다 편하다 가까우다 작다 있다 덥다 못지않다 배부르다 괜찮다 두껍다 다 가깝다 어리다 좁다 부끄럽다 없다 자리다 크다 귀엽다 넓다 맛있다 나쁘다 아쉽다 좋다 수많다 새롭다 르다 즐겁다 높다 환하다 싱그럽다 같다 예쁘다 그렇다 깊다 재미있다 철없다 아름답다 검다 많다 젊다 시리다 고맙다 멋지다 멋있다 길다 새하얗다 쉽다 시끄럽다 빨갛다 고르다 외롭다 재밌다 이쁘다 짧다 바쁘다 어렵다 짙다 나뿌다 늦다 ,"['', '안녕하다', '드넓다', '힘들다', '맑다', '낮다', '부드럽다', '편하다', '가까우다', '작다', '있다', '덥다', '못지않다', '배부르다', '괜찮다', '두껍다', '다', '가깝다', '어리다', '좁다', '부끄럽다', '없다', '자리다', '크다', '귀엽다', '넓다', '맛있다', '나쁘다', '아쉽다', '좋다', '수많다', '새롭다', '르다', '즐겁다', '높다', '환하다', '싱그럽다', '같다', '예쁘다', '그렇다', '깊다', '재미있다', '철없다', '아름답다', '검다', '많다', '젊다', '시리다', '고맙다', '멋지다', '멋있다', '길다', '새하얗다', '쉽다', '시끄럽다', '빨갛다', '고르다', '외롭다', '재밌다', '이쁘다', '짧다', '바쁘다', '어렵다', '짙다', '나뿌다', '늦다', '']","['드넓다', '맑다', '부드럽다', '편하다', '배부르다', '부끄럽다', '귀엽다', '새롭다', '즐겁다', '환하다', '싱그럽다', '예쁘다', '아름답다', '시리다', '고맙다', '멋지다', '멋있다', '시끄럽다', '외롭다', '이쁘다']","['맑다', '시끄럽다', '드넓다', '부드럽다', '멋지다', '고맙다', '싱그럽다', '환하다', '아름답다', '멋있다', '새롭다', '외롭다', '이쁘다', '시리다', '배부르다', '편하다', '예쁘다', '부끄럽다', '즐겁다', '귀엽다']"
허심청, 힘들다 비리다 있다 부럽다 무섭다 어둡다 빠르다 조그맣다 없다 귀엽다 가볍다 아쉽다 머다 색다르다 손색없다 같다 그렇다 예쁘다 알차다 거하다 멋있다 고르다 야무지다 작다 이렇다 다 낫다 크다 넓다 맛있다 반갑다 높다 기쁘다 싫다 많다 엄청나다 쉽다 멀다 용하다 강하다 얕다 진하다 빡세다 낡다 늦다 맑다 낮다 흐리다 아프다 심하다 뜨겁다 밝다 어이없다 쩔다 즐겁다 르다 적다 얇다 질기다 조다 깊다 재미있다 무겁다 젊다 웁다 고맙다 멋지다 길다 짧다 바쁘다 쪼끄맣다 어렵다 차갑다 부드럽다 편하다 가까우다 갓다 괜찮다 가깝다 오지다 좁다 맵다 좋다 새롭다 약하다 비싸다 재밌다 힘차다 이쁘다 어떻다 ,"['', '힘들다', '비리다', '있다', '부럽다', '무섭다', '어둡다', '빠르다', '조그맣다', '없다', '귀엽다', '가볍다', '아쉽다', '머다', '색다르다', '손색없다', '같다', '그렇다', '예쁘다', '알차다', '거하다', '멋있다', '고르다', '야무지다', '작다', '이렇다', '다', '낫다', '크다', '넓다', '맛있다', '반갑다', '높다', '기쁘다', '싫다', '많다', '엄청나다', '쉽다', '멀다', '용하다', '강하다', '얕다', '진하다', '빡세다', '낡다', '늦다', '맑다', '낮다', '흐리다', '아프다', '심하다', '뜨겁다', '밝다', '어이없다', '쩔다', '즐겁다', '르다', '적다', '얇다', '질기다', '조다', '깊다', '재미있다', '무겁다', '젊다', '웁다', '고맙다', '멋지다', '길다', '짧다', '바쁘다', '쪼끄맣다', '어렵다', '차갑다', '부드럽다', '편하다', '가까우다', '갓다', '괜찮다', '가깝다', '오지다', '좁다', '맵다', '좋다', '새롭다', '약하다', '비싸다', '재밌다', '힘차다', '이쁘다', '어떻다', '']","['부럽다', '어둡다', '귀엽다', '색다르다', '예쁘다', '알차다', '거하다', '멋있다', '야무지다', '반갑다', '기쁘다', '엄청나다', '진하다', '맑다', '흐리다', '뜨겁다', '즐겁다', '고맙다', '멋지다', '차갑다', '부드럽다', '편하다', '오지다', '새롭다', '비싸다', '힘차다', '이쁘다']","['반갑다', '맑다', '부드럽다', '멋지다', '어둡다', '고맙다', '진하다', '색다르다', '멋있다', '새롭다', '부럽다', '차갑다', '기쁘다', '거하다', '뜨겁다', '오지다', '이쁘다', '엄청나다', '알차다', '흐리다', '편하다', '예쁘다', '힘차다', '비싸다', '즐겁다', '야무지다', '귀엽다']"
헤이든, 맛없다 훤하다 아쉬우다 힘들다 있다 부럽다 못지않다 무섭다 빠르다 쎄다 없다 춥다 급하다 귀엽다 힘드다 아쉽다 같다 그렇다 예쁘다 알차다 아름답다 하얗다 멋있다 고르다 습하다 야무지다 흔하다 드넓다 작다 이렇다 다 낫다 크다 넓다 맛있다 수많다 아깝다 높다 겉다 싫다 더우다 많다 엄청나다 쉽다 시끄럽다 멀다 강하다 귀찮다 죠다 낡다 늦다 맑다 정신없다 흐리다 아프다 여깄다 밝다 뜨겁다 지겨우다 나쁘다 어이없다 낯설다 잘다 즐겁다 르다 적다 얇다 조다 깊다 저렇다 궂다 젊다 고맙다 멋지다 길다 사납다 짧다 차다 부드럽다 편하다 옥다 드세다 덥다 싸다 배부르다 괜찮다 뽀얗다 좁다 뜨거우다 언짢다 씨다 좋다 세다 새롭다 붉다 환하다 시다 아무렇다 샛노랗다 비싸다 뒤늦다 똑같다 지겹다 맛나다 재밌다 이쁘다 어떻다 ,"['', '맛없다', '훤하다', '아쉬우다', '힘들다', '있다', '부럽다', '못지않다', '무섭다', '빠르다', '쎄다', '없다', '춥다', '급하다', '귀엽다', '힘드다', '아쉽다', '같다', '그렇다', '예쁘다', '알차다', '아름답다', '하얗다', '멋있다', '고르다', '습하다', '야무지다', '흔하다', '드넓다', '작다', '이렇다', '다', '낫다', '크다', '넓다', '맛있다', '수많다', '아깝다', '높다', '겉다', '싫다', '더우다', '많다', '엄청나다', '쉽다', '시끄럽다', '멀다', '강하다', '귀찮다', '죠다', '낡다', '늦다', '맑다', '정신없다', '흐리다', '아프다', '여깄다', '밝다', '뜨겁다', '지겨우다', '나쁘다', '어이없다', '낯설다', '잘다', '즐겁다', '르다', '적다', '얇다', '조다', '깊다', '저렇다', '궂다', '젊다', '고맙다', '멋지다', '길다', '사납다', '짧다', '차다', '부드럽다', '편하다', '옥다', '드세다', '덥다', '싸다', '배부르다', '괜찮다', '뽀얗다', '좁다', '뜨거우다', '언짢다', '씨다', '좋다', '세다', '새롭다', '붉다', '환하다', '시다', '아무렇다', '샛노랗다', '비싸다', '뒤늦다', '똑같다', '지겹다', '맛나다', '재밌다', '이쁘다', '어떻다', '']","['훤하다', '부럽다', '귀엽다', '예쁘다', '알차다', '아름답다', '멋있다', '습하다', '야무지다', '드넓다', '엄청나다', '시끄럽다', '맑다', '정신없다', '흐리다', '뜨겁다', '낯설다', '즐겁다', '고맙다', '멋지다', '부드럽다', '편하다', '드세다', '배부르다', '뜨거우다', '새롭다', '환하다', '비싸다', '맛나다', '이쁘다']","['정신없다', '낯설다', '맑다', '시끄럽다', '드넓다', '부드럽다', '멋지다', '고맙다', '맛나다', '환하다', '아름답다', '멋있다', '새롭다', '부럽다', '뜨거우다', '훤하다', '뜨겁다', '엄청나다', '이쁘다', '배부르다', '알차다', '드세다', '흐리다', '편하다', '예쁘다', '비싸다', '즐겁다', '습하다', '야무지다', '귀엽다']"
현대모터스튜디오 부산, 안타깝다 힘들다 인상깊다 있다 부럽다 무섭다 빠르다 떫다 안쓰럽다 조그맣다 쎄다 가느다 없다 춥다 급하다 가볍다 귀엽다 손쉽다 힘드다 아쉽다 같다 예쁘다 그렇다 상관없다 알차다 아름답다 그립다 멋있다 놀랍다 새파랗다 야무지다 기다랗다 힘겹다 작다 이렇다 다 낫다 크다 고프다 넓다 맛있다 보람차다 수많다 아깝다 높다 기쁘다 걸맞다 많다 엄청나다 쉽다 멀다 틀림없다 얕다 귀찮다 늦다 맑다 낮다 뛰어나다 흐리다 폭넓다 밝다 나쁘다 낯설다 르다 뜻깊다 즐겁다 적다 비좁다 깊다 까다롭다 나다 재미있다 무겁다 슴슴하다 젊다 만만찮다 멋지다 길다 낯익다 아낌없다 짧다 바쁘다 어렵다 차다 귀여우다 편하다 덥다 괜찮다 굵다 가깝다 좁다 묘하다 섭하다 어려우다 좋다 새롭다 비싸다 똑같다 재밌다 이쁘다 어떻다 ,"['', '안타깝다', '힘들다', '인상깊다', '있다', '부럽다', '무섭다', '빠르다', '떫다', '안쓰럽다', '조그맣다', '쎄다', '가느다', '없다', '춥다', '급하다', '가볍다', '귀엽다', '손쉽다', '힘드다', '아쉽다', '같다', '예쁘다', '그렇다', '상관없다', '알차다', '아름답다', '그립다', '멋있다', '놀랍다', '새파랗다', '야무지다', '기다랗다', '힘겹다', '작다', '이렇다', '다', '낫다', '크다', '고프다', '넓다', '맛있다', '보람차다', '수많다', '아깝다', '높다', '기쁘다', '걸맞다', '많다', '엄청나다', '쉽다', '멀다', '틀림없다', '얕다', '귀찮다', '늦다', '맑다', '낮다', '뛰어나다', '흐리다', '폭넓다', '밝다', '나쁘다', '낯설다', '르다', '뜻깊다', '즐겁다', '적다', '비좁다', '깊다', '까다롭다', '나다', '재미있다', '무겁다', '슴슴하다', '젊다', '만만찮다', '멋지다', '길다', '낯익다', '아낌없다', '짧다', '바쁘다', '어렵다', '차다', '귀여우다', '편하다', '덥다', '괜찮다', '굵다', '가깝다', '좁다', '묘하다', '섭하다', '어려우다', '좋다', '새롭다', '비싸다', '똑같다', '재밌다', '이쁘다', '어떻다', '']","['인상깊다', '부럽다', '안쓰럽다', '귀엽다', '손쉽다', '예쁘다', '알차다', '아름답다', '그립다', '멋있다', '놀랍다', '야무지다', '힘겹다', '기쁘다', '엄청나다', '맑다', '뛰어나다', '흐리다', '낯설다', '뜻깊다', '즐겁다', '까다롭다', '슴슴하다', '멋지다', '낯익다', '귀여우다', '편하다', '새롭다', '비싸다', '이쁘다']","['낯설다', '뛰어나다', '맑다', '멋지다', '뜻깊다', '힘겹다', '낯익다', '아름답다', '손쉽다', '멋있다', '슴슴하다', '새롭다', '부럽다', '기쁘다', '놀랍다', '그립다', '안쓰럽다', '엄청나다', '이쁘다', '인상깊다', '까다롭다', '귀여우다', '알차다', '흐리다', '편하다', '예쁘다', '비싸다', '즐겁다', '야무지다', '귀엽다']"
혜원정사, 천하다 안타깝다 있다 가엾다 무섭다 두껍다 빠르다 없다 춥다 급하다 엄하다 아쉽다 바르다 이롭다 같다 예쁘다 그렇다 상관없다 아름답다 착하다 외람되다 하얗다 놀랍다 함없다 매끄럽다 아름다다 정겹다 야무지다 흔하다 번거롭다 작다 이렇다 앙하다 희다 다 낫다 빈틈없다 부끄럽다 크다 넓다 맛있다 우습다 수많다 높다 잦다 기쁘다 싫다 많다 쉽다 멀다 강하다 틀림없다 복되다 진하다 낡다 늦다 맑다 낮다 뛰어나다 흐리다 아프다 즐거다 가늘다 오래다 옳다 폭넓다 밝다 나쁘다 르다 즐겁다 남다르다 적다 얇다 깊다 괴롭다 나다 없다다 두렵다 드물다 어지럽다 젊다 노하다 하찮다 귀하다 길다 사납다 재빠르다 짧다 어렵다 건하다 굳다 능하다 어두우다 뜨다 둥글다 편하다 가까우다 기다 활기차다 배부르다 가파르다 괜찮다 싸다 덧없다 가깝다 그지없다 좁다 한없다 어려우다 거칠다 한량없다 좋다 세다 새롭다 그러하다 붉다 올바르다 어리석다 환하다 곱다 고파다 푸르다 검다 끊임없다 부끄러우다 똑같다 재밌다 힘차다 어떻다 느리다 ,"['', '천하다', '안타깝다', '있다', '가엾다', '무섭다', '두껍다', '빠르다', '없다', '춥다', '급하다', '엄하다', '아쉽다', '바르다', '이롭다', '같다', '예쁘다', '그렇다', '상관없다', '아름답다', '착하다', '외람되다', '하얗다', '놀랍다', '함없다', '매끄럽다', '아름다다', '정겹다', '야무지다', '흔하다', '번거롭다', '작다', '이렇다', '앙하다', '희다', '다', '낫다', '빈틈없다', '부끄럽다', '크다', '넓다', '맛있다', '우습다', '수많다', '높다', '잦다', '기쁘다', '싫다', '많다', '쉽다', '멀다', '강하다', '틀림없다', '복되다', '진하다', '낡다', '늦다', '맑다', '낮다', '뛰어나다', '흐리다', '아프다', '즐거다', '가늘다', '오래다', '옳다', '폭넓다', '밝다', '나쁘다', '르다', '즐겁다', '남다르다', '적다', '얇다', '깊다', '괴롭다', '나다', '없다다', '두렵다', '드물다', '어지럽다', '젊다', '노하다', '하찮다', '귀하다', '길다', '사납다', '재빠르다', '짧다', '어렵다', '건하다', '굳다', '능하다', '어두우다', '뜨다', '둥글다', '편하다', '가까우다', '기다', '활기차다', '배부르다', '가파르다', '괜찮다', '싸다', '덧없다', '가깝다', '그지없다', '좁다', '한없다', '어려우다', '거칠다', '한량없다', '좋다', '세다', '새롭다', '그러하다', '붉다', '올바르다', '어리석다', '환하다', '곱다', '고파다', '푸르다', '검다', '끊임없다', '부끄러우다', '똑같다', '재밌다', '힘차다', '어떻다', '느리다', '']","['예쁘다', '아름답다', '놀랍다', '매끄럽다', '정겹다', '야무지다', '번거롭다', '부끄럽다', '우습다', '기쁘다', '진하다', '맑다', '뛰어나다', '흐리다', '즐겁다', '남다르다', '두렵다', '드물다', '귀하다', '편하다', '활기차다', '배부르다', '가파르다', '그지없다', '새롭다', '환하다', '곱다', '푸르다', '끊임없다', '힘차다']","['드물다', '뛰어나다', '맑다', '정겹다', '진하다', '매끄럽다', '두렵다', '환하다', '푸르다', '아름답다', '활기차다', '남다르다', '새롭다', '기쁘다', '곱다', '놀랍다', '끊임없다', '가파르다', '귀하다', '우습다', '번거롭다', '그지없다', '배부르다', '편하다', '흐리다', '예쁘다', '힘차다', '부끄럽다', '즐겁다', '야무지다']"
홍연폭포, 안타깝다 덜하다 힘들다 있다 무섭다 빠르다 쎄다 어리다 없다 춥다 귀엽다 아쉽다 날카롭다 흐드러지다 같다 그렇다 예쁘다 해맑다 아름답다 잽싸다 지나치다 하얗다 그립다 거세다 멋있다 작다 값지다 이렇다 두드러지다 다 크다 고프다 넓다 맛있다 보드랍다 아깝다 반갑다 높다 미끄럽다 싫다 더우다 많다 엄청나다 세차다 쉽다 늦다 맑다 낮다 흐리다 가늘다 오래다 뜨겁다 밝다 야하다 르다 즐겁다 뜻깊다 적다 깊다 재미있다 쑥스럽다 두렵다 무겁다 드물다 젊다 멋지다 길다 우렁차다 짧다 어렵다 밭다 편하다 덥다 가파르다 괜찮다 가깝다 감질나다 좁다 거칠다 좋다 세다 붉다 비싸다 힘차다 이쁘다 ,"['', '안타깝다', '덜하다', '힘들다', '있다', '무섭다', '빠르다', '쎄다', '어리다', '없다', '춥다', '귀엽다', '아쉽다', '날카롭다', '흐드러지다', '같다', '그렇다', '예쁘다', '해맑다', '아름답다', '잽싸다', '지나치다', '하얗다', '그립다', '거세다', '멋있다', '작다', '값지다', '이렇다', '두드러지다', '다', '크다', '고프다', '넓다', '맛있다', '보드랍다', '아깝다', '반갑다', '높다', '미끄럽다', '싫다', '더우다', '많다', '엄청나다', '세차다', '쉽다', '늦다', '맑다', '낮다', '흐리다', '가늘다', '오래다', '뜨겁다', '밝다', '야하다', '르다', '즐겁다', '뜻깊다', '적다', '깊다', '재미있다', '쑥스럽다', '두렵다', '무겁다', '드물다', '젊다', '멋지다', '길다', '우렁차다', '짧다', '어렵다', '밭다', '편하다', '덥다', '가파르다', '괜찮다', '가깝다', '감질나다', '좁다', '거칠다', '좋다', '세다', '붉다', '비싸다', '힘차다', '이쁘다', '']","['귀엽다', '흐드러지다', '예쁘다', '해맑다', '아름답다', '그립다', '멋있다', '보드랍다', '반갑다', '엄청나다', '세차다', '맑다', '흐리다', '뜨겁다', '즐겁다', '뜻깊다', '두렵다', '드물다', '멋지다', '편하다', '가파르다', '비싸다', '힘차다', '이쁘다']","['드물다', '반갑다', '맑다', '멋지다', '뜻깊다', '두렵다', '아름답다', '멋있다', '그립다', '가파르다', '흐드러지다', '뜨겁다', '엄청나다', '이쁘다', '흐리다', '편하다', '예쁘다', '힘차다', '해맑다', '비싸다', '즐겁다', '세차다', '보드랍다', '귀엽다']"
화명생태공원, 아쉬우다 힘들다 있다 무섭다 어둡다 빠르다 쨍하다 없다 춥다 가볍다 귀엽다 손쉽다 아쉽다 흐드러지다 같다 예쁘다 그렇다 해맑다 아름답다 지나치다 시리다 멋있다 놀랍다 고르다 야무지다 안녕하다 작다 징그럽다 이렇다 다 크다 넓다 맛있다 반갑다 높다 싫다 많다 엄청나다 쉽다 시끄럽다 멀다 우중충하다 강하다 뿌옇다 늦다 맑다 정신없다 낮다 휑하다 과하다 오래다 밝다 르다 즐겁다 적다 얇다 비좁다 깊다 까다롭다 재미있다 저렇다 젊다 멋지다 길다 짧다 어렵다 부드럽다 둥글다 편하다 생뚱맞다 활기차다 덥다 싸다 괜찮다 가깝다 감질나다 좁다 재미없다 맵다 좋다 새롭다 붉다 환하다 아무렇다 푸르다 예뿌다 끊임없다 똑같다 재밌다 이쁘다 ,"['', '아쉬우다', '힘들다', '있다', '무섭다', '어둡다', '빠르다', '쨍하다', '없다', '춥다', '가볍다', '귀엽다', '손쉽다', '아쉽다', '흐드러지다', '같다', '예쁘다', '그렇다', '해맑다', '아름답다', '지나치다', '시리다', '멋있다', '놀랍다', '고르다', '야무지다', '안녕하다', '작다', '징그럽다', '이렇다', '다', '크다', '넓다', '맛있다', '반갑다', '높다', '싫다', '많다', '엄청나다', '쉽다', '시끄럽다', '멀다', '우중충하다', '강하다', '뿌옇다', '늦다', '맑다', '정신없다', '낮다', '휑하다', '과하다', '오래다', '밝다', '르다', '즐겁다', '적다', '얇다', '비좁다', '깊다', '까다롭다', '재미있다', '저렇다', '젊다', '멋지다', '길다', '짧다', '어렵다', '부드럽다', '둥글다', '편하다', '생뚱맞다', '활기차다', '덥다', '싸다', '괜찮다', '가깝다', '감질나다', '좁다', '재미없다', '맵다', '좋다', '새롭다', '붉다', '환하다', '아무렇다', '푸르다', '예뿌다', '끊임없다', '똑같다', '재밌다', '이쁘다', '']","['어둡다', '쨍하다', '귀엽다', '손쉽다', '흐드러지다', '예쁘다', '해맑다', '아름답다', '시리다', '멋있다', '놀랍다', '야무지다', '반갑다', '엄청나다', '시끄럽다', '맑다', '정신없다', '휑하다', '과하다', '즐겁다', '까다롭다', '멋지다', '부드럽다', '편하다', '활기차다', '새롭다', '환하다', '푸르다', '예뿌다', '끊임없다', '이쁘다']","['쨍하다', '정신없다', '반갑다', '맑다', '시끄럽다', '부드럽다', '멋지다', '어둡다', '과하다', '환하다', '푸르다', '아름답다', '활기차다', '손쉽다', '멋있다', '예뿌다', '새롭다', '놀랍다', '끊임없다', '흐드러지다', '엄청나다', '이쁘다', '시리다', '까다롭다', '편하다', '예쁘다', '해맑다', '즐겁다', '휑하다', '야무지다', '귀엽다']"
화명생태공원(산악자전거), 아쉬우다 안녕하다 힘들다 부드럽다 맑다 둥글다 편하다 작다 있다 휑하다 이렇다 덥다 활기차다 싸다 무섭다 괜찮다 오래다 어둡다 다 빠르다 가깝다 밝다 없다 크다 춥다 귀엽다 넓다 매섭다 가볍다 맛있다 나쁘다 급하다 아쉽다 좋다 세다 수많다 올바르다 르다 붉다 즐겁다 높다 얇다 환하다 그렇다 예쁘다 같다 깊다 해맑다 재미있다 아름답다 싫다 푸르다 지나치다 많다 젊다 시리다 엄청나다 그립다 멋지다 멋있다 길다 놀랍다 똑같다 쉽다 시끄럽다 멀다 재밌다 이쁘다 짧다 넓디넓다 어렵다 야무지다 늦다 ,"['', '아쉬우다', '안녕하다', '힘들다', '부드럽다', '맑다', '둥글다', '편하다', '작다', '있다', '휑하다', '이렇다', '덥다', '활기차다', '싸다', '무섭다', '괜찮다', '오래다', '어둡다', '다', '빠르다', '가깝다', '밝다', '없다', '크다', '춥다', '귀엽다', '넓다', '매섭다', '가볍다', '맛있다', '나쁘다', '급하다', '아쉽다', '좋다', '세다', '수많다', '올바르다', '르다', '붉다', '즐겁다', '높다', '얇다', '환하다', '그렇다', '예쁘다', '같다', '깊다', '해맑다', '재미있다', '아름답다', '싫다', '푸르다', '지나치다', '많다', '젊다', '시리다', '엄청나다', '그립다', '멋지다', '멋있다', '길다', '놀랍다', '똑같다', '쉽다', '시끄럽다', '멀다', '재밌다', '이쁘다', '짧다', '넓디넓다', '어렵다', '야무지다', '늦다', '']","['부드럽다', '맑다', '편하다', '휑하다', '활기차다', '어둡다', '귀엽다', '즐겁다', '환하다', '예쁘다', '해맑다', '아름답다', '푸르다', '시리다', '엄청나다', '그립다', '멋지다', '멋있다', '놀랍다', '시끄럽다', '이쁘다', '야무지다']","['맑다', '시끄럽다', '부드럽다', '어둡다', '멋지다', '환하다', '푸르다', '아름답다', '활기차다', '멋있다', '놀랍다', '그립다', '엄청나다', '이쁘다', '시리다', '편하다', '예쁘다', '해맑다', '즐겁다', '휑하다', '야무지다', '귀엽다']"
화명수상레포츠타운, 커다랗다 덜하다 힘들다 저리다 있다 부럽다 무섭다 누렇다 빠르다 쎄다 어리다 없다 춥다 급하다 가볍다 힘드다 아쉽다 바르다 색다르다 같다 예쁘다 그렇다 승하다 상관없다 알차다 멋있다 놀랍다 고르다 아푸다 습하다 안녕하다 작다 이렇다 다 낫다 부끄럽다 크다 고프다 넓다 맛있다 수많다 아깝다 반갑다 기쁘다 요상하다 뼈저리다 싫다 많다 엄청나다 쉽다 멀다 강하다 귀찮다 빡세다 죠다 맑다 낮다 흐리다 아프다 심하다 과하다 뜨겁다 나쁘다 어떠다 즐겁다 틀리다 르다 무서우다 얇다 비좁다 깊다 재미있다 무겁다 저렇다 젊다 고맙다 멋지다 길다 어떻하다 짧다 바쁘다 어렵다 차갑다 차다 우연찮다 쓸데없다 편하다 덥다 싸다 괜찮다 따갑다 가깝다 좁다 재미없다 기다라다 짝다 슬프다 좋다 세다 새롭다 굴뚝같다 약하다 재밌다 힘차다 이쁘다 넓디넓다 까지다 어떻다 느리다 ,"['', '커다랗다', '덜하다', '힘들다', '저리다', '있다', '부럽다', '무섭다', '누렇다', '빠르다', '쎄다', '어리다', '없다', '춥다', '급하다', '가볍다', '힘드다', '아쉽다', '바르다', '색다르다', '같다', '예쁘다', '그렇다', '승하다', '상관없다', '알차다', '멋있다', '놀랍다', '고르다', '아푸다', '습하다', '안녕하다', '작다', '이렇다', '다', '낫다', '부끄럽다', '크다', '고프다', '넓다', '맛있다', '수많다', '아깝다', '반갑다', '기쁘다', '요상하다', '뼈저리다', '싫다', '많다', '엄청나다', '쉽다', '멀다', '강하다', '귀찮다', '빡세다', '죠다', '맑다', '낮다', '흐리다', '아프다', '심하다', '과하다', '뜨겁다', '나쁘다', '어떠다', '즐겁다', '틀리다', '르다', '무서우다', '얇다', '비좁다', '깊다', '재미있다', '무겁다', '저렇다', '젊다', '고맙다', '멋지다', '길다', '어떻하다', '짧다', '바쁘다', '어렵다', '차갑다', '차다', '우연찮다', '쓸데없다', '편하다', '덥다', '싸다', '괜찮다', '따갑다', '가깝다', '좁다', '재미없다', '기다라다', '짝다', '슬프다', '좋다', '세다', '새롭다', '굴뚝같다', '약하다', '재밌다', '힘차다', '이쁘다', '넓디넓다', '까지다', '어떻다', '느리다', '']","['부럽다', '색다르다', '예쁘다', '알차다', '멋있다', '놀랍다', '습하다', '부끄럽다', '반갑다', '기쁘다', '엄청나다', '맑다', '흐리다', '과하다', '뜨겁다', '즐겁다', '무서우다', '고맙다', '멋지다', '차갑다', '편하다', '슬프다', '새롭다', '힘차다', '이쁘다']","['슬프다', '반갑다', '무서우다', '맑다', '멋지다', '고맙다', '과하다', '색다르다', '멋있다', '새롭다', '부럽다', '차갑다', '놀랍다', '기쁘다', '뜨겁다', '엄청나다', '이쁘다', '알차다', '흐리다', '편하다', '예쁘다', '힘차다', '부끄럽다', '즐겁다', '습하다']"
