keyword,adj_unique,pre,isinTrue,intersection
공극샌드커피, 맛없다 커다랗다 아쉬우다 훤하다 힘들다 안타깝다 비리다 있다 부럽다 빠르다 쎄다 없다 춥다 급하다 가볍다 귀엽다 아쉽다 같다 예쁘다 그렇다 아름답다 알차다 착하다 잽싸다 거세다 멋있다 속상하다 찐하다 습하다 야무지다 드넓다 작다 이렇다 다 크다 고프다 넓다 맛있다 높다 미끄럽다 겉다 싫다 요렇다 더우다 많다 엄청나다 쉽다 가물다 멀다 진하다 늦다 맑다 낮다 흐리다 휑하다 옳다 밝다 나쁘다 즐겁다 르다 적다 조다 재미있다 저렇다 슴슴하다 젊다 고맙다 멋지다 길다 짧다 바쁘다 어렵다 뜨다 뜬금없다 편하다 가까우다 덥다 배부르다 괜찮다 가깝다 좁다 거칠다 맵다 좋다 세다 새롭다 붉다 환하다 시다 푸르다 더리다 비싸다 예뿌다 똑같다 파랗다 맛나다 재밌다 이쁘다 알맞다 ,"['', '맛없다', '커다랗다', '아쉬우다', '훤하다', '힘들다', '안타깝다', '비리다', '있다', '부럽다', '빠르다', '쎄다', '없다', '춥다', '급하다', '가볍다', '귀엽다', '아쉽다', '같다', '예쁘다', '그렇다', '아름답다', '알차다', '착하다', '잽싸다', '거세다', '멋있다', '속상하다', '찐하다', '습하다', '야무지다', '드넓다', '작다', '이렇다', '다', '크다', '고프다', '넓다', '맛있다', '높다', '미끄럽다', '겉다', '싫다', '요렇다', '더우다', '많다', '엄청나다', '쉽다', '가물다', '멀다', '진하다', '늦다', '맑다', '낮다', '흐리다', '휑하다', '옳다', '밝다', '나쁘다', '즐겁다', '르다', '적다', '조다', '재미있다', '저렇다', '슴슴하다', '젊다', '고맙다', '멋지다', '길다', '짧다', '바쁘다', '어렵다', '뜨다', '뜬금없다', '편하다', '가까우다', '덥다', '배부르다', '괜찮다', '가깝다', '좁다', '거칠다', '맵다', '좋다', '세다', '새롭다', '붉다', '환하다', '시다', '푸르다', '더리다', '비싸다', '예뿌다', '똑같다', '파랗다', '맛나다', '재밌다', '이쁘다', '알맞다', '']","['훤하다', '부럽다', '귀엽다', '예쁘다', '아름답다', '알차다', '멋있다', '속상하다', '습하다', '야무지다', '드넓다', '엄청나다', '진하다', '맑다', '흐리다', '휑하다', '즐겁다', '슴슴하다', '고맙다', '멋지다', '편하다', '배부르다', '새롭다', '환하다', '푸르다', '비싸다', '예뿌다', '파랗다', '맛나다', '이쁘다', '알맞다']","['맑다', '드넓다', '멋지다', '고맙다', '파랗다', '진하다', '맛나다', '환하다', '푸르다', '아름답다', '멋있다', '예뿌다', '슴슴하다', '새롭다', '부럽다', '훤하다', '엄청나다', '이쁘다', '알맞다', '배부르다', '알차다', '흐리다', '편하다', '예쁘다', '비싸다', '즐겁다', '속상하다', '습하다', '휑하다', '야무지다', '귀엽다']"
관수옥과 초량왜관 터, 드넓다 힘들다 맑다 낮다 편하다 얄궂다 작다 있다 이렇다 유례없다 싸다 괜찮다 어둡다 다 빠르다 옳다 가깝다 좁다 줄기차다 옅다 없다 크다 성싶다 가볍다 넓다 지대다 나쁘다 관계없다 아쉽다 좋다 새롭다 수많다 르다 높다 잦다 적다 심심찮다 미우다 같다 그렇다 깊다 까맣다 재미있다 없다다 곱다 싫다 상관없다 저렇다 드물다 많다 젊다 비싸다 엄청나다 름없다 똑같다 호되다 길다 쉽다 증하다 느리다 멀다 강하다 짧다 어렵다 어떻다 늦다 ,"['', '드넓다', '힘들다', '맑다', '낮다', '편하다', '얄궂다', '작다', '있다', '이렇다', '유례없다', '싸다', '괜찮다', '어둡다', '다', '빠르다', '옳다', '가깝다', '좁다', '줄기차다', '옅다', '없다', '크다', '성싶다', '가볍다', '넓다', '지대다', '나쁘다', '관계없다', '아쉽다', '좋다', '새롭다', '수많다', '르다', '높다', '잦다', '적다', '심심찮다', '미우다', '같다', '그렇다', '깊다', '까맣다', '재미있다', '없다다', '곱다', '싫다', '상관없다', '저렇다', '드물다', '많다', '젊다', '비싸다', '엄청나다', '름없다', '똑같다', '호되다', '길다', '쉽다', '증하다', '느리다', '멀다', '강하다', '짧다', '어렵다', '어떻다', '늦다', '']","['드넓다', '맑다', '편하다', '어둡다', '새롭다', '심심찮다', '곱다', '드물다', '비싸다', '엄청나다']","['곱다', '편하다', '드물다', '비싸다', '새롭다', '맑다', '엄청나다', '심심찮다', '드넓다', '어둡다']"
관음사, 맛없다 안타깝다 힘들다 있다 부럽다 못지않다 어둡다 빠르다 쎄다 없다 춥다 귀엽다 가볍다 아쉽다 같다 예쁘다 그렇다 알차다 착하다 아름답다 멋있다 놀랍다 야무지다 힘겹다 작다 다 낫다 크다 넓다 맛있다 높다 싫다 많다 엄청나다 쉽다 멀다 강하다 귀찮다 빡세다 늦다 맑다 낮다 줄다 흐리다 심하다 밝다 나쁘다 어이없다 잘다 즐겁다 르다 적다 질기다 깊다 박하다 무겁다 슬푸다 드물다 하찮다 멋지다 고맙다 길다 짧다 바쁘다 어렵다 굳다 뜬금없다 부드럽다 편하다 덥다 싸다 가파르다 괜찮다 가깝다 고되다 좁다 무지하다 좋다 세다 새롭다 붉다 곱다 푸르다 비싸다 뒤늦다 똑같다 맛나다 재밌다 이쁘다 짙다 ,"['', '맛없다', '안타깝다', '힘들다', '있다', '부럽다', '못지않다', '어둡다', '빠르다', '쎄다', '없다', '춥다', '귀엽다', '가볍다', '아쉽다', '같다', '예쁘다', '그렇다', '알차다', '착하다', '아름답다', '멋있다', '놀랍다', '야무지다', '힘겹다', '작다', '다', '낫다', '크다', '넓다', '맛있다', '높다', '싫다', '많다', '엄청나다', '쉽다', '멀다', '강하다', '귀찮다', '빡세다', '늦다', '맑다', '낮다', '줄다', '흐리다', '심하다', '밝다', '나쁘다', '어이없다', '잘다', '즐겁다', '르다', '적다', '질기다', '깊다', '박하다', '무겁다', '슬푸다', '드물다', '하찮다', '멋지다', '고맙다', '길다', '짧다', '바쁘다', '어렵다', '굳다', '뜬금없다', '부드럽다', '편하다', '덥다', '싸다', '가파르다', '괜찮다', '가깝다', '고되다', '좁다', '무지하다', '좋다', '세다', '새롭다', '붉다', '곱다', '푸르다', '비싸다', '뒤늦다', '똑같다', '맛나다', '재밌다', '이쁘다', '짙다', '']","['부럽다', '어둡다', '귀엽다', '예쁘다', '알차다', '아름답다', '멋있다', '놀랍다', '야무지다', '힘겹다', '엄청나다', '맑다', '흐리다', '즐겁다', '드물다', '멋지다', '고맙다', '부드럽다', '편하다', '가파르다', '고되다', '새롭다', '곱다', '푸르다', '비싸다', '맛나다', '이쁘다']","['드물다', '맑다', '부드럽다', '멋지다', '어둡다', '고맙다', '힘겹다', '맛나다', '푸르다', '아름답다', '멋있다', '새롭다', '부럽다', '곱다', '놀랍다', '가파르다', '엄청나다', '이쁘다', '알차다', '흐리다', '편하다', '예쁘다', '비싸다', '고되다', '즐겁다', '야무지다', '귀엽다']"
광복로문화패션거리, 아쉬우다 맛없다 안타깝다 힘들다 있다 무섭다 어둡다 빠르다 없다 춥다 급하다 가볍다 귀엽다 아쉽다 같다 예쁘다 그렇다 아름답다 알차다 착하다 지나치다 그립다 멋있다 정겹다 작다 다 낫다 크다 넓다 맛있다 수많다 반갑다 높다 까맣다 둥그렇다 많다 엄청나다 쉽다 시끄럽다 멀다 변함없다 귀찮다 낡다 늦다 낮다 정신없다 흐리다 심하다 후하다 밝다 나쁘다 즐겁다 르다 적다 얇다 깊다 재미있다 궂다 멋지다 길다 짧다 바쁘다 남모르다 우연찮다 편하다 덥다 배부르다 괜찮다 굵다 가깝다 좁다 묘하다 좋다 세다 새롭다 붉다 푸르다 읎다 지긋지긋하다 약하다 비싸다 어마다 예뿌다 똑같다 재밌다 이쁘다 밤늦다 느리다 ,"['', '아쉬우다', '맛없다', '안타깝다', '힘들다', '있다', '무섭다', '어둡다', '빠르다', '없다', '춥다', '급하다', '가볍다', '귀엽다', '아쉽다', '같다', '예쁘다', '그렇다', '아름답다', '알차다', '착하다', '지나치다', '그립다', '멋있다', '정겹다', '작다', '다', '낫다', '크다', '넓다', '맛있다', '수많다', '반갑다', '높다', '까맣다', '둥그렇다', '많다', '엄청나다', '쉽다', '시끄럽다', '멀다', '변함없다', '귀찮다', '낡다', '늦다', '낮다', '정신없다', '흐리다', '심하다', '후하다', '밝다', '나쁘다', '즐겁다', '르다', '적다', '얇다', '깊다', '재미있다', '궂다', '멋지다', '길다', '짧다', '바쁘다', '남모르다', '우연찮다', '편하다', '덥다', '배부르다', '괜찮다', '굵다', '가깝다', '좁다', '묘하다', '좋다', '세다', '새롭다', '붉다', '푸르다', '읎다', '지긋지긋하다', '약하다', '비싸다', '어마다', '예뿌다', '똑같다', '재밌다', '이쁘다', '밤늦다', '느리다', '']","['어둡다', '귀엽다', '예쁘다', '아름답다', '알차다', '그립다', '멋있다', '정겹다', '반갑다', '엄청나다', '시끄럽다', '변함없다', '정신없다', '흐리다', '즐겁다', '멋지다', '편하다', '배부르다', '새롭다', '푸르다', '비싸다', '예뿌다', '이쁘다', '밤늦다']","['반갑다', '정겹다', '시끄럽다', '멋지다', '어둡다', '푸르다', '아름답다', '변함없다', '멋있다', '예뿌다', '새롭다', '그립다', '엄청나다', '이쁘다', '배부르다', '알차다', '흐리다', '편하다', '예쁘다', '비싸다', '밤늦다', '즐겁다', '정신없다', '귀엽다']"
광안리 SUP Zone, 아쉬우다 드넓다 맛없다 커다랗다 편하다 아프다 작다 있다 덥다 못지않다 두드러지다 다 가깝다 쎄다 뜨겁다 후덥다 묘하다 없다 춥다 크다 귀엽다 넓다 맛있다 어려우다 보람차다 슬프다 아쉽다 좋다 세다 새롭다 거칠다 즐겁다 르다 반갑다 붉다 높다 색다르다 적다 심심찮다 같다 예쁘다 그렇다 재미있다 아름답다 알차다 검다 많다 젊다 비싸다 엄청나다 고맙다 멋지다 멋있다 똑같다 쉽다 재밌다 이쁘다 어렵다 귀찮다 늦다 ,"['', '아쉬우다', '드넓다', '맛없다', '커다랗다', '편하다', '아프다', '작다', '있다', '덥다', '못지않다', '두드러지다', '다', '가깝다', '쎄다', '뜨겁다', '후덥다', '묘하다', '없다', '춥다', '크다', '귀엽다', '넓다', '맛있다', '어려우다', '보람차다', '슬프다', '아쉽다', '좋다', '세다', '새롭다', '거칠다', '즐겁다', '르다', '반갑다', '붉다', '높다', '색다르다', '적다', '심심찮다', '같다', '예쁘다', '그렇다', '재미있다', '아름답다', '알차다', '검다', '많다', '젊다', '비싸다', '엄청나다', '고맙다', '멋지다', '멋있다', '똑같다', '쉽다', '재밌다', '이쁘다', '어렵다', '귀찮다', '늦다', '']","['드넓다', '편하다', '뜨겁다', '귀엽다', '슬프다', '새롭다', '즐겁다', '반갑다', '색다르다', '심심찮다', '예쁘다', '아름답다', '알차다', '비싸다', '엄청나다', '고맙다', '멋지다', '멋있다', '이쁘다']","['슬프다', '반갑다', '심심찮다', '드넓다', '멋지다', '고맙다', '색다르다', '아름답다', '멋있다', '새롭다', '뜨겁다', '엄청나다', '이쁘다', '알차다', '편하다', '예쁘다', '비싸다', '즐겁다', '귀엽다']"
광안리어방축제, 안타깝다 힘들다 눈부시다 있다 빠르다 춥다 없다 급하다 가볍다 귀엽다 갑작스럽다 아쉽다 추우다 같다 예쁘다 그렇다 알차다 착하다 아름답다 멋있다 야무지다 옛스럽다 안녕하다 작다 이렇다 다 크다 고프다 넓다 맛있다 수많다 높다 기쁘다 싫다 많다 엄청나다 쉽다 멀다 강하다 진하다 귀찮다 늦다 아름다우다 아프다 심하다 오래다 밝다 르다 즐겁다 덩그러다 적다 깊다 재미있다 저렇다 젊다 고맙다 멋지다 길다 재빠르다 짧다 바쁘다 어렵다 귀여우다 부드럽다 편하다 덥다 배부르다 싸다 괜찮다 재미없다 섭하다 좋다 세다 새롭다 환하다 검다 비싸다 재밌다 이쁘다 까지다 어떻다 ,"['', '안타깝다', '힘들다', '눈부시다', '있다', '빠르다', '춥다', '없다', '급하다', '가볍다', '귀엽다', '갑작스럽다', '아쉽다', '추우다', '같다', '예쁘다', '그렇다', '알차다', '착하다', '아름답다', '멋있다', '야무지다', '옛스럽다', '안녕하다', '작다', '이렇다', '다', '크다', '고프다', '넓다', '맛있다', '수많다', '높다', '기쁘다', '싫다', '많다', '엄청나다', '쉽다', '멀다', '강하다', '진하다', '귀찮다', '늦다', '아름다우다', '아프다', '심하다', '오래다', '밝다', '르다', '즐겁다', '덩그러다', '적다', '깊다', '재미있다', '저렇다', '젊다', '고맙다', '멋지다', '길다', '재빠르다', '짧다', '바쁘다', '어렵다', '귀여우다', '부드럽다', '편하다', '덥다', '배부르다', '싸다', '괜찮다', '재미없다', '섭하다', '좋다', '세다', '새롭다', '환하다', '검다', '비싸다', '재밌다', '이쁘다', '까지다', '어떻다', '']","['눈부시다', '귀엽다', '예쁘다', '알차다', '아름답다', '멋있다', '야무지다', '기쁘다', '엄청나다', '진하다', '아름다우다', '즐겁다', '고맙다', '멋지다', '귀여우다', '부드럽다', '편하다', '배부르다', '새롭다', '환하다', '비싸다', '이쁘다']","['아름다우다', '부드럽다', '멋지다', '고맙다', '진하다', '눈부시다', '환하다', '아름답다', '멋있다', '새롭다', '기쁘다', '엄청나다', '이쁘다', '배부르다', '귀여우다', '알차다', '편하다', '예쁘다', '비싸다', '즐겁다', '야무지다', '귀엽다']"
광안리패들보드, 힘들다 있다 부럽다 무섭다 빠르다 쎄다 없다 춥다 급하다 귀엽다 가볍다 힘드다 아쉽다 추우다 바르다 색다르다 같다 그렇다 예쁘다 상관없다 알차다 아름답다 하얗다 멋있다 고르다 아푸다 습하다 야무지다 힘겹다 작다 이렇다 다 크다 고프다 넓다 맛있다 아깝다 높다 미끄럽다 겉다 싫다 많다 엄청나다 쉽다 멀다 강하다 얕다 진하다 귀찮다 빡세다 뿌옇다 늦다 맑다 정신없다 흐리다 아프다 더럽다 심하다 후하다 밝다 지겨우다 겹다 나쁘다 어이없다 낯설다 어떠다 르다 즐겁다 무서우다 적다 얇다 조다 깊다 나다 재미있다 무겁다 저렇다 어지럽다 멋지다 름없다 길다 어떻하다 빡시다 짧다 바쁘다 어렵다 차갑다 차다 더러우다 멋없다 부드럽다 편하다 가까우다 기다 갓다 덥다 싸다 배부르다 괜찮다 가깝다 뽀얗다 어떻다 좁다 어려우다 순하다 좋다 세다 새롭다 붉다 쓸모없다 시다 배고프다 검다 푸르다 약하다 예뿌다 뒤늦다 똑같다 파랗다 맛나다 재밌다 힘차다 이쁘다 알맞다 ,"['', '힘들다', '있다', '부럽다', '무섭다', '빠르다', '쎄다', '없다', '춥다', '급하다', '귀엽다', '가볍다', '힘드다', '아쉽다', '추우다', '바르다', '색다르다', '같다', '그렇다', '예쁘다', '상관없다', '알차다', '아름답다', '하얗다', '멋있다', '고르다', '아푸다', '습하다', '야무지다', '힘겹다', '작다', '이렇다', '다', '크다', '고프다', '넓다', '맛있다', '아깝다', '높다', '미끄럽다', '겉다', '싫다', '많다', '엄청나다', '쉽다', '멀다', '강하다', '얕다', '진하다', '귀찮다', '빡세다', '뿌옇다', '늦다', '맑다', '정신없다', '흐리다', '아프다', '더럽다', '심하다', '후하다', '밝다', '지겨우다', '겹다', '나쁘다', '어이없다', '낯설다', '어떠다', '르다', '즐겁다', '무서우다', '적다', '얇다', '조다', '깊다', '나다', '재미있다', '무겁다', '저렇다', '어지럽다', '멋지다', '름없다', '길다', '어떻하다', '빡시다', '짧다', '바쁘다', '어렵다', '차갑다', '차다', '더러우다', '멋없다', '부드럽다', '편하다', '가까우다', '기다', '갓다', '덥다', '싸다', '배부르다', '괜찮다', '가깝다', '뽀얗다', '어떻다', '좁다', '어려우다', '순하다', '좋다', '세다', '새롭다', '붉다', '쓸모없다', '시다', '배고프다', '검다', '푸르다', '약하다', '예뿌다', '뒤늦다', '똑같다', '파랗다', '맛나다', '재밌다', '힘차다', '이쁘다', '알맞다', '']","['부럽다', '귀엽다', '색다르다', '예쁘다', '알차다', '아름답다', '멋있다', '습하다', '야무지다', '힘겹다', '엄청나다', '진하다', '맑다', '정신없다', '흐리다', '낯설다', '즐겁다', '무서우다', '멋지다', '빡시다', '차갑다', '부드럽다', '편하다', '배부르다', '순하다', '새롭다', '배고프다', '푸르다', '예뿌다', '파랗다', '맛나다', '힘차다', '이쁘다', '알맞다']","['정신없다', '낯설다', '무서우다', '맑다', '부드럽다', '멋지다', '힘겹다', '파랗다', '진하다', '순하다', '맛나다', '색다르다', '푸르다', '아름답다', '멋있다', '예뿌다', '새롭다', '부럽다', '차갑다', '엄청나다', '이쁘다', '알맞다', '배부르다', '알차다', '편하다', '흐리다', '예쁘다', '힘차다', '즐겁다', '습하다', '야무지다', '귀엽다', '배고프다', '빡시다']"
광안리해변 테마거리, 맛없다 힘들다 있다 무섭다 빠르다 없다 춥다 급하다 귀엽다 가볍다 아쉽다 같다 예쁘다 그렇다 상관없다 알차다 아름답다 잽싸다 지나치다 멋있다 부드러우다 야무지다 작다 이렇다 실하다 다 낫다 크다 넓다 맛있다 반갑다 높다 싫다 많다 멀다 귀찮다 늦다 맑다 흐리다 아프다 심하다 오래다 밝다 자리다 나쁘다 낯설다 어떠다 르다 뜻깊다 즐겁다 얇다 깊다 재미있다 무겁다 젊다 멋지다 길다 사납다 짧다 바쁘다 어렵다 우연찮다 바뿌다 부드럽다 편하다 활기차다 덥다 괜찮다 좁다 섭하다 맵다 좋다 새롭다 붉다 비싸다 예뿌다 똑같다 맛나다 깜다 재밌다 이쁘다 어떻다 ,"['', '맛없다', '힘들다', '있다', '무섭다', '빠르다', '없다', '춥다', '급하다', '귀엽다', '가볍다', '아쉽다', '같다', '예쁘다', '그렇다', '상관없다', '알차다', '아름답다', '잽싸다', '지나치다', '멋있다', '부드러우다', '야무지다', '작다', '이렇다', '실하다', '다', '낫다', '크다', '넓다', '맛있다', '반갑다', '높다', '싫다', '많다', '멀다', '귀찮다', '늦다', '맑다', '흐리다', '아프다', '심하다', '오래다', '밝다', '자리다', '나쁘다', '낯설다', '어떠다', '르다', '뜻깊다', '즐겁다', '얇다', '깊다', '재미있다', '무겁다', '젊다', '멋지다', '길다', '사납다', '짧다', '바쁘다', '어렵다', '우연찮다', '바뿌다', '부드럽다', '편하다', '활기차다', '덥다', '괜찮다', '좁다', '섭하다', '맵다', '좋다', '새롭다', '붉다', '비싸다', '예뿌다', '똑같다', '맛나다', '깜다', '재밌다', '이쁘다', '어떻다', '']","['귀엽다', '예쁘다', '알차다', '아름답다', '멋있다', '부드러우다', '야무지다', '반갑다', '맑다', '흐리다', '낯설다', '뜻깊다', '즐겁다', '멋지다', '부드럽다', '편하다', '활기차다', '새롭다', '비싸다', '예뿌다', '맛나다', '이쁘다']","['낯설다', '반갑다', '맑다', '부드럽다', '멋지다', '뜻깊다', '맛나다', '아름답다', '활기차다', '멋있다', '예뿌다', '새롭다', '부드러우다', '이쁘다', '알차다', '흐리다', '편하다', '예쁘다', '비싸다', '즐겁다', '야무지다', '귀엽다']"
구덕 민속예술관, 흔하다 맑다 힘들다 편하다 아프다 작다 있다 안쓰럽다 없다 크다 가볍다 넓다 귀엽다 맛있다 아쉽다 좋다 잦다 같다 예쁘다 그렇다 재미있다 싫다 많다 길다 멀다 짧다 옴팡지다 빡세다 ,"['', '흔하다', '맑다', '힘들다', '편하다', '아프다', '작다', '있다', '안쓰럽다', '없다', '크다', '가볍다', '넓다', '귀엽다', '맛있다', '아쉽다', '좋다', '잦다', '같다', '예쁘다', '그렇다', '재미있다', '싫다', '많다', '길다', '멀다', '짧다', '옴팡지다', '빡세다', '']","['맑다', '편하다', '안쓰럽다', '귀엽다', '예쁘다']","['예쁘다', '편하다', '안쓰럽다', '맑다', '귀엽다']"
구덕야영장, 맑다 힘들다 작다 있다 따갑다 가깝다 없다 크다 가볍다 맛있다 좋다 붉다 높다 흐드러지다 적다 같다 깊다 재미있다 아름답다 검다 많다 멋있다 길다 노랗다 ,"['', '맑다', '힘들다', '작다', '있다', '따갑다', '가깝다', '없다', '크다', '가볍다', '맛있다', '좋다', '붉다', '높다', '흐드러지다', '적다', '같다', '깊다', '재미있다', '아름답다', '검다', '많다', '멋있다', '길다', '노랗다', '']","['맑다', '흐드러지다', '아름답다', '멋있다']","['흐드러지다', '아름답다', '맑다', '멋있다']"
구포 무장애숲길, 맑다 낮다 편하다 작다 인상깊다 있다 가파르다 굵다 희다 다 빠르다 없다 가볍다 맛있다 힘드다 좋다 르다 이롭다 깊다 예쁘다 같다 발다 많다 비싸다 길다 쉽다 멀다 짧다 ,"['', '맑다', '낮다', '편하다', '작다', '인상깊다', '있다', '가파르다', '굵다', '희다', '다', '빠르다', '없다', '가볍다', '맛있다', '힘드다', '좋다', '르다', '이롭다', '깊다', '예쁘다', '같다', '발다', '많다', '비싸다', '길다', '쉽다', '멀다', '짧다', '']","['맑다', '편하다', '인상깊다', '가파르다', '예쁘다', '비싸다']","['예쁘다', '편하다', '가파르다', '비싸다', '맑다', '인상깊다']"
구포만세거리, 맛없다 부드럽다 작다 있다 다 밝다 없다 크다 성싶다 넓다 맛있다 좋다 수많다 르다 높다 같다 예쁘다 까맣다 재미있다 싫다 착하다 저렇다 드물다 많다 젊다 엄청나다 똑같다 재밌다 이쁘다 어렵다 진하다 귀찮다 늦다 ,"['', '맛없다', '부드럽다', '작다', '있다', '다', '밝다', '없다', '크다', '성싶다', '넓다', '맛있다', '좋다', '수많다', '르다', '높다', '같다', '예쁘다', '까맣다', '재미있다', '싫다', '착하다', '저렇다', '드물다', '많다', '젊다', '엄청나다', '똑같다', '재밌다', '이쁘다', '어렵다', '진하다', '귀찮다', '늦다', '']","['부드럽다', '예쁘다', '드물다', '엄청나다', '이쁘다', '진하다']","['진하다', '예쁘다', '드물다', '엄청나다', '이쁘다', '부드럽다']"
국립 달음산자연휴양림, 어두우다 안타깝다 맑다 힘들다 낮다 알맞다 편하다 흐리다 작다 있다 이렇다 심하다 못지않다 가파르다 싸다 괜찮다 어둡다 무섭다 다 빠르다 덥다 가깝다 밝다 쎄다 좁다 없다 크다 급하다 가볍다 넓다 춥다 마르다 맛있다 나쁘다 아쉽다 좋다 세다 수많다 즐겁다 르다 반갑다 붉다 높다 이롭다 환하다 그렇다 같다 깊다 재미있다 예쁘다 해맑다 싫다 아름답다 무겁다 저렇다 알차다 배고프다 잽싸다 검다 많다 엄청나다 고맙다 멋지다 멋있다 길다 놀랍다 쉽다 느리다 멀다 굼뜨다 이쁘다 짧다 짙다 어떻다 귀찮다 늦다 ,"['', '어두우다', '안타깝다', '맑다', '힘들다', '낮다', '알맞다', '편하다', '흐리다', '작다', '있다', '이렇다', '심하다', '못지않다', '가파르다', '싸다', '괜찮다', '어둡다', '무섭다', '다', '빠르다', '덥다', '가깝다', '밝다', '쎄다', '좁다', '없다', '크다', '급하다', '가볍다', '넓다', '춥다', '마르다', '맛있다', '나쁘다', '아쉽다', '좋다', '세다', '수많다', '즐겁다', '르다', '반갑다', '붉다', '높다', '이롭다', '환하다', '그렇다', '같다', '깊다', '재미있다', '예쁘다', '해맑다', '싫다', '아름답다', '무겁다', '저렇다', '알차다', '배고프다', '잽싸다', '검다', '많다', '엄청나다', '고맙다', '멋지다', '멋있다', '길다', '놀랍다', '쉽다', '느리다', '멀다', '굼뜨다', '이쁘다', '짧다', '짙다', '어떻다', '귀찮다', '늦다', '']","['맑다', '알맞다', '편하다', '흐리다', '가파르다', '어둡다', '즐겁다', '반갑다', '환하다', '예쁘다', '해맑다', '아름답다', '알차다', '배고프다', '엄청나다', '고맙다', '멋지다', '멋있다', '놀랍다', '이쁘다']","['반갑다', '맑다', '멋지다', '고맙다', '어둡다', '환하다', '아름답다', '멋있다', '놀랍다', '가파르다', '엄청나다', '이쁘다', '알맞다', '알차다', '편하다', '흐리다', '예쁘다', '해맑다', '즐겁다', '배고프다']"
국립부산과학관, 커다랗다 안타깝다 힘들다 있다 부럽다 못지않다 무섭다 빠르다 쎄다 어리다 없다 귀엽다 가볍다 힘드다 아쉽다 색다르다 같다 그렇다 예쁘다 알차다 아름답다 지나치다 주의깊다 놀랍다 습하다 야무지다 작다 이렇다 다 크다 넓다 맛있다 아깝다 높다 싫다 많다 엄청나다 쉽다 멀다 늦다 널럴하다 맑다 낮다 흐리다 사이좋다 오래다 밝다 밉다 낯설다 즐겁다 르다 적다 깊다 괴롭다 까다롭다 재미있다 어지럽다 멋지다 길다 짧다 바쁘다 어렵다 차다 편하다 냅다 활기차다 덥다 싸다 괜찮다 굵다 가깝다 좁다 재미없다 무지하다 어려우다 슬프다 좋다 세다 올바르다 읎다 맛나다 재밌다 이쁘다 노랗다 ,"['', '커다랗다', '안타깝다', '힘들다', '있다', '부럽다', '못지않다', '무섭다', '빠르다', '쎄다', '어리다', '없다', '귀엽다', '가볍다', '힘드다', '아쉽다', '색다르다', '같다', '그렇다', '예쁘다', '알차다', '아름답다', '지나치다', '주의깊다', '놀랍다', '습하다', '야무지다', '작다', '이렇다', '다', '크다', '넓다', '맛있다', '아깝다', '높다', '싫다', '많다', '엄청나다', '쉽다', '멀다', '늦다', '널럴하다', '맑다', '낮다', '흐리다', '사이좋다', '오래다', '밝다', '밉다', '낯설다', '즐겁다', '르다', '적다', '깊다', '괴롭다', '까다롭다', '재미있다', '어지럽다', '멋지다', '길다', '짧다', '바쁘다', '어렵다', '차다', '편하다', '냅다', '활기차다', '덥다', '싸다', '괜찮다', '굵다', '가깝다', '좁다', '재미없다', '무지하다', '어려우다', '슬프다', '좋다', '세다', '올바르다', '읎다', '맛나다', '재밌다', '이쁘다', '노랗다', '']","['부럽다', '귀엽다', '색다르다', '예쁘다', '알차다', '아름답다', '놀랍다', '습하다', '야무지다', '엄청나다', '맑다', '흐리다', '낯설다', '즐겁다', '까다롭다', '멋지다', '편하다', '활기차다', '슬프다', '맛나다', '이쁘다']","['낯설다', '슬프다', '맑다', '멋지다', '맛나다', '색다르다', '아름답다', '활기차다', '부럽다', '놀랍다', '엄청나다', '이쁘다', '까다롭다', '알차다', '흐리다', '편하다', '예쁘다', '즐겁다', '습하다', '야무지다', '귀엽다']"
국립부산국악원, 덜하다 힘들다 낮다 편하다 작다 있다 흥겹다 두드러지다 괜찮다 다 빠르다 폭넓다 옳다 가깝다 힘없다 없다 크다 넓다 나쁘다 어이없다 슬프다 아쉽다 좋다 세다 낯설다 새롭다 뜻깊다 즐겁다 반갑다 르다 높다 적다 같다 깊다 그렇다 재미있다 상관없다 예쁘다 나다 알차다 아름답다 싫다 둥그렇다 지나치다 많다 젊다 멋지다 쉽다 빨갛다 재밌다 힘차다 강하다 바쁘다 어렵다 굳다 어떻다 모자라다 늦다 ,"['', '덜하다', '힘들다', '낮다', '편하다', '작다', '있다', '흥겹다', '두드러지다', '괜찮다', '다', '빠르다', '폭넓다', '옳다', '가깝다', '힘없다', '없다', '크다', '넓다', '나쁘다', '어이없다', '슬프다', '아쉽다', '좋다', '세다', '낯설다', '새롭다', '뜻깊다', '즐겁다', '반갑다', '르다', '높다', '적다', '같다', '깊다', '그렇다', '재미있다', '상관없다', '예쁘다', '나다', '알차다', '아름답다', '싫다', '둥그렇다', '지나치다', '많다', '젊다', '멋지다', '쉽다', '빨갛다', '재밌다', '힘차다', '강하다', '바쁘다', '어렵다', '굳다', '어떻다', '모자라다', '늦다', '']","['편하다', '흥겹다', '슬프다', '낯설다', '새롭다', '뜻깊다', '즐겁다', '반갑다', '예쁘다', '알차다', '아름답다', '멋지다', '힘차다']","['알차다', '편하다', '예쁘다', '뜻깊다', '힘차다', '낯설다', '슬프다', '반갑다', '흥겹다', '새롭다', '즐겁다', '아름답다', '멋지다']"
