b_nm,b_long,b_lat
재송초등학교,129.1264679,35.18387827
재송초등학교,129.1263,35.1839
센텀동부센트레빌,129.1227933,35.18324333
센텀동부센트레빌,129.12268,35.18332167
부일교회,129.12192,35.18786167
부일교회,129.1223962,35.18767018
재송시장입구,129.1252717,35.18736
재송시장입구,129.1249025,35.18747892
재송농협,129.1251367,35.185265
재송농협,129.1253267,35.18550333
재송농협,129.1258217,35.18556833
동부지청,129.1267433,35.18889833
동부지청,129.1265633,35.18926667
재송농협,129.1254883,35.18652833
재송그린아파트,129.12809,35.19186833
재송그린아파트,129.1283433,35.19194924
재송중학교,129.129562,35.193378
반산초등학교,129.130539,35.194084
반산초등학교,129.1304783,35.194145
반여2동,129.1306203,35.19562817
반여2동,129.1308217,35.19573667
수협장산지점,129.1313302,35.19827718
수협장산지점,129.1310353,35.19804296
반여3동,129.13149,35.19966667
반여3동,129.1314233,35.19988333
반여시장입구,129.1274283,35.19518667
반여시장입구,129.1275417,35.19508833
센텀파미르아파트,129.12574,35.19463
더샵센텀그린,129.125225,35.19434167
재송삼익아파트,129.121055,35.19188
재송삼익아파트,129.1207667,35.19193667
원동IC교차로,129.11858,35.192935
원동IC교차로,129.1170949,35.19380003
당사입구,129.206313,35.19782734
왕자맨션,129.1183617,35.19505167
반여동부산은행,129.1186117,35.196505
반여동부산은행,129.1184644,35.19638131
한화꿈에그린아파트,129.11838,35.19866818
한화꿈에그린아파트,129.1184508,35.19845935
장산초등학교,129.1192858,35.20059355
장산초등학교,129.1191529,35.20077768
삼어교입구.선수촌아파트,129.1201133,35.20393667
삼어교입구.선수촌아파트,129.1201183,35.20402323
강변자동차매매단지,129.1218458,35.2062329
강변자동차매매단지,129.1218922,35.20654528
중리,129.1234415,35.20849751
중리,129.1236235,35.20840724
반석초등학교,129.1251583,35.21003667
반석초등학교,129.1253165,35.21055402
풍산금속,129.1253876,35.21271284
풍산금속,129.125658,35.212853
석대사거리,129.119735,35.21693
반여농산물도매시장,129.1219971,35.21777634
반여농산물도매시장,129.1222907,35.21756496
석대화훼단지,129.1259577,35.21927499
석대화훼단지,129.1258618,35.21949071
석대동,129.1295267,35.22016893
석대동,129.1286852,35.21981351
석대역,129.1396808,35.21959642
석대역,129.1382007,35.21982696
옹기골,129.1437486,35.22133663
옹기골,129.1441463,35.22199539
반송초등학교,129.1459901,35.22370142
반송초등학교,129.1456449,35.22352885
반송우체국.영산대역,129.1478969,35.22524636
반송우체국.영산대역,129.1474979,35.22557585
반송시장,129.1486092,35.22692374
반송시장,129.1484658,35.22750161
반송보건지소,129.1486024,35.22900188
반송보건지소,129.1487657,35.22923039
본동,129.1517317,35.22983333
본동,129.15183,35.2299
반송본동,129.1514917,35.23095969
반송본동,129.1514101,35.23121268
윗반송역,129.1545425,35.23305212
윗반송역,129.154952,35.23286606
대진여객.고촌역,129.1597889,35.2357414
고촌역.대진여객,129.1591831,35.23534139
고촌역.대진여객,129.1591979,35.23499969
반송주공아파트,129.1596697,35.23257965
반송주공아파트,129.1594576,35.23266688
송운초등학교,129.1561283,35.22995167
송운초등학교,129.15701,35.23023167
반송주공아파트입구,129.1587167,35.23005
반송주공아파트입구,129.1589403,35.23003842
반송도개공입구,129.1612283,35.228695
삼한아파트,129.16122,35.22868167
남흥아파트,129.162595,35.22815
해운대구청어귀삼거리,129.1621958,35.16534044
해운대구청어귀삼거리,129.1616356,35.16533688
벽산아파트,129.17894,35.170815
대우2차아파트,129.1821925,35.17254932
대우2차아파트,129.1824759,35.17237216
센텀시티역.벡스코,129.1328383,35.16971167
신촌입구,129.1232044,35.20653434
반여농산물도매시장남문,129.122502,35.213285
일동아파트,129.1183061,35.20500021
일동아파트,129.1182633,35.20461536
센텀SK뷰아파트,129.1159233,35.20194167
센텀SK뷰아파트,129.116588,35.20258
안락현대아파트,129.1133959,35.19921513
안락SK2차아파트,129.1134017,35.19911667
벽산한솔타운,129.1190933,35.20622167
무정리길,129.1234846,35.20162472
무정리길,129.123665,35.20158833
무정초등학교,129.1227126,35.19801098
무정초등학교,129.1229593,35.19799999
왕자맨션,129.1191317,35.194525
왕자맨션,129.11915,35.19437
센텀초등학교,129.1213383,35.18047255
센텀초등학교,129.1216824,35.18066831
SK텔레콤,129.1282304,35.1734777
SK텔레콤,129.127524,35.17416149
시청자미디어센터.KNN방송국,129.130266,35.17219256
시청자미디어센터.KNN방송국,129.1300217,35.17206667
롯데백화점센텀시티점,129.1317843,35.16967324
장산역.해운대문화회관,129.1753241,35.17046336
건널목삼거리,129.1626017,35.16685667
인지중학교,129.125131,35.204144
우신아파트,129.118879,35.212812
센텀강변현대아파트,129.119738,35.208373
장산성당,129.1250316,35.20534508
그랜드조선부산호텔,129.1629049,35.1602742
해운대문화회관,129.1749901,35.17040412
장산역,129.175948,35.16898436
장산역.웅신시네아트,129.1762407,35.16913932
센텀파크,129.1228206,35.17907051
센텀파크,129.1224681,35.17887948
무정삼거리,129.1214,35.19600833
무정삼거리,129.1212955,35.19574695
대진여객.고촌역,129.1580897,35.23573608
센텀SD아파트정문,129.1198601,35.20986393
신촌입구,129.1242947,35.20745455
장산성당,129.1259737,35.20636623
센텀중학교,129.1248377,35.17650852
세종텔레콤,129.1275396,35.17510349
부산디자인진흥원,129.1298886,35.17405982
해강중고교,129.136547,35.16342598
반여초등학교,129.1276765,35.20358107
해강중고교,129.1365885,35.1631582
센텀중학교,129.1252896,35.17529504
반여농산물도매시장동문,129.1246072,35.21472711
반여농산물도매시장동문,129.1249354,35.21477405
윗반송역,129.1561383,35.23369641
반여시장,129.1291684,35.19502279
반여시장,129.1291343,35.19479468
반여농산물시장역,129.1246055,35.21765091
과정교,129.1189275,35.18460079
과정교,129.1189806,35.18433314
센텀강변현대아파트,129.119832,35.208448
벡스코,129.1339473,35.16753979
벡스코,129.1337068,35.1673638
롯데백화점센텀시티점,129.1320357,35.16997953
재반보건지소,129.1229868,35.19264016
장산역,129.17689,35.169764
삼정코아아파트,129.1784569,35.16954298
삼정코아아파트,129.17825,35.169642
장산역.화목아파트,129.1788533,35.17084
제반보건지소,129.122928,35.19283
동해선신해운대역,129.177698,35.1812195
해운대교육지원청,129.1761088,35.17696777
해운대교육지원청,129.1763768,35.17693592
반송도개공입구,129.1612629,35.22878321
남흥아파트,129.1627117,35.22813103
동백초등학교,129.1815689,35.16402831
동백초등학교,129.1816738,35.16384619
중2동주민센터,129.180089,35.16244193
중2동주민센터,129.180295,35.16234811
중동119안전센터,129.17643,35.16130667
중동119안전센터,129.17673,35.16123
광어골입구,129.1981289,35.17975204
광어골입구,129.1984636,35.17954771
KT송정타워,129.1965953,35.1774189
KT송정타워,129.1967239,35.17689391
광어골,129.1965322,35.17425707
반여농산물시장서문,129.1206255,35.21444418
동영테크윈,129.1195576,35.22275352
삼원에프에이,129.1195481,35.22238872
(주)오토닉스,129.1188436,35.22063482
(주)오토닉스,129.1190713,35.2205227
반여농산물시장역,129.1248814,35.21785244
한마음스포츠센터,129.1773249,35.18017873
영화의전당,129.1279042,35.1702054
해운대구문화복합센터,129.1218676,35.18200373
동해선센텀역,129.1233542,35.17986898
포스코앞교차로,129.1252262,35.17757425
벡스코역.올림픽교차로환승센터,129.1374006,35.16782096
상당중학교,129.1770174,35.17873118
해운대로데오거리,129.1703039,35.16307503
해운대로데오거리,129.1703688,35.16345234
센텀시티우체국,129.131737,35.1726206
해운대수목원,129.128492,35.22722844
해운대수목원,129.1276577,35.22766214
원동IC교차로,129.1182933,35.19335769
원동IC교차로,129.1172258,35.19346648
동해선재송역,129.1208962,35.18876132
동해선재송역,129.1205861,35.18886588
해운대경찰서,129.12104,35.185098
해운대경찰서,129.1207701,35.18623131
동부지청어귀교차로,129.1224736,35.18272754
동부지청어귀교차로,129.1224147,35.1823591
동해선센텀역,129.1255197,35.17957415
동해선센텀역,129.1251473,35.17960322
센텀고등학교,129.1289441,35.17704483
센텀고등학교,129.128438,35.17699966
센텀센시빌,129.1314656,35.17483773
센텀센시빌,129.1310101,35.17525577
동해선벡스코역,129.1340826,35.17166466
동해선벡스코역,129.133176,35.17204109
벡스코.시립미술관,129.1369897,35.17057256
올림픽교차로환승센터,129.1375202,35.16797017
올림픽교차로,129.1404785,35.16760003
올림픽교차로,129.1400064,35.16780212
부산문화여고,129.1446868,35.16320006
부산문화여고,129.1443288,35.16314782
동백역,129.147387,35.16176896
동백역,129.1473164,35.16158548
올림픽교차로환승센터,129.1370191,35.16771058
운촌,129.1518252,35.1602888
운촌,129.1511218,35.16003996
해운대도시철도역,129.1586386,35.16357836
해운대도시철도역,129.158407,35.16332566
해운대구청어귀삼거리,129.1616568,35.16525471
감천초등학교,129.0098106,35.08253681
감천초등학교,129.0093767,35.08269
남성한빛가든,129.0087683,35.08421667
남성한빛가든,129.0088983,35.084415
감천사거리,129.0059139,35.08666098
감천우체국,129.0051767,35.08778833
영합의원,129.0056367,35.08943833
영합의원,129.0053967,35.08891
부산천연가스발전소,129.0027885,35.08826105
부일전자디자인고교,129.000829,35.08873608
부일전자디자인고교,128.999505,35.08994667
삼성여고,128.99776,35.09087
삼성여고,128.99758,35.09077333
구평고개,128.9940317,35.08799667
구평화신아파트,128.9931171,35.08641155
구평초등학교,128.9903625,35.08594461
YK스틸,128.9861538,35.08583375
YK스틸,128.9864234,35.08558587
구평초등학교,128.9905717,35.08550333
구평화신아파트,128.993445,35.08648
구평고개,128.994195,35.08797833
감천삼거리,128.993697,35.09146568
감천삼거리,128.9933298,35.0914992
감천삼거리,128.99296,35.09347
감천삼거리,128.9927633,35.093635
삼풍아파트,128.9934533,35.09592492
뉴코아아울렛,128.9940333,35.098065
괴정사거리,128.99354,35.09900333
괴정시장,128.99547,35.10088
괴정초등학교,128.9983917,35.102315
괴정초등학교.대티역,128.999635,35.102945
대티터널입구,129.0035133,35.10372333
부영아파트,129.0058013,35.1052736
대티고개,129.0081383,35.10706167
대티고개,129.0071767,35.10662667
괴정2치안센터,129.0039567,35.10554167
괴정2치안센터,129.0037144,35.10551825
대티역,129.001295,35.10389333
대티역,129.001075,35.10387
괴정초등학교.대티역,128.9995383,35.10309833
괴정초등학교,128.9983599,35.10258652
괴정시장,128.9962217,35.1015
괴정시장.괴정역,128.9938169,35.10051478
괴정역.괴정사거리,128.9920983,35.09993167
괴정자유아파트,128.988625,35.09932333
괴정자유아파트,128.98938,35.09913333
신평입구,128.98642,35.097655
사남신익아파트,128.9836267,35.09655833
사남초등학교,128.981115,35.09662167
신평배고개,128.9786079,35.09615475
신평배고개,128.9774777,35.09576888
사남초등학교,128.9808267,35.09671667
사남신익아파트,128.9833383,35.09667333
신평입구,128.9862667,35.097365
괴정삼익아파트,128.9857033,35.09927833
괴정삼익아파트,128.9852867,35.09952167
사하역,128.9807567,35.10048333
사하역,128.98112,35.10022333
당리중학교,128.9783,35.10151667
당리중학교,128.9777483,35.10211833
사하구청.당리역,128.97594,35.10298333
사하구청.당리역,128.9751482,35.10295627
사하구청.당리역,128.9741833,35.10352167
낙동초등학교,128.97125,35.10449667
낙동초등학교,128.9701983,35.10486667
낙동초등학교,128.9704326,35.1044662
롯데마트,128.97198,35.08514167
하단SK뷰아파트앞,128.962485,35.11709833
하단역,128.9673934,35.10577205
하단역,128.966053,35.106279
하단역,128.965594,35.106239
하단교차로,128.967766,35.10766361
에덴공원,128.9653064,35.11064744
에덴공원,128.9656662,35.11082519
에덴공원,128.9652808,35.11140936
동아대입구,128.9642117,35.11232061
동아대입구,128.9644283,35.11258333
을숙도초등학교,128.9616717,35.11471167
동아대입구,128.9638513,35.11336585
동산삼거리,128.962585,35.11457667
을숙도초등학교(종점),128.9623333,35.11441333
동산삼거리,128.9626186,35.11409622
을숙도문화회관,128.9472931,35.10801339
가락타운115동,128.95988,35.11256333
가락타운115동,128.95973,35.11251333
가락타운104동,128.9588133,35.109185
가락타운104동,128.9589417,35.10906667
강변아파트,128.9583183,35.10386667
강변아파트,128.958475,35.10470167
하단1동주민센터,128.963989,35.10431229
하단1동주민센터,128.9638137,35.10394
가락타운2.3지구,128.9609203,35.10165313
가락타운2.3지구,128.9606247,35.10176703
가락타운2.3단지,128.9582317,35.10160333
가락타운2.3단지,128.9581467,35.101415
하남초등학교,128.9588467,35.09908167
하남초등학교,128.9589817,35.09896833
신남초등학교,128.9609787,35.09765985
신남초등학교,128.9611647,35.09813195
신남초등학교,128.9612865,35.0976588
신평역,128.9620757,35.09480258
신평역,128.9622741,35.09526784
동성화학,128.9642146,35.09130858
동성화학,128.9642704,35.0917682
동성화학,128.9649651,35.09122612
무지개아파트,128.9690777,35.09103129
무지개아파트,128.9696373,35.09115563
삼진냉장,128.9719717,35.09105489
삼진냉장,128.972499,35.09083635
신평,128.973865,35.09354333
신평,128.97347,35.09303333
동매역,128.9731,35.09037667
동매역,128.9737917,35.08969667
신평시장,128.9765467,35.089735
신평시장,128.9767289,35.08954998
사하경찰서,128.9773817,35.086175
사하경찰서,128.9776494,35.08609487
신평,128.9793801,35.0861217
장림,128.979075,35.085135
장림,128.97924,35.08494
장림주유소,128.9785337,35.08306072
제일제당,128.9773167,35.08421667
제일제당,128.977505,35.08455
자동차검사장.롯데마트,128.9733067,35.085295
제일전기,128.9680817,35.08550667
제일전기,128.9663539,35.08525021
한국주철관,128.965105,35.08628
신평2동교차로,128.96525,35.088965
신평2동교차로,128.9649986,35.08932087
한국주철관,128.96496,35.08637333
장림포구입구,128.9648767,35.084495
장림포구입구,128.9650733,35.08429
장림시장,128.9680977,35.08101829
장림시장,128.9676257,35.08103808
장림시장,128.9681483,35.080815
장림중소기업은행,128.9702283,35.08063667
장림중소기업은행,128.970875,35.08071333
장림우체국,128.9723617,35.08062167
장림우체국,128.9731586,35.0807395
장림초등학교,128.9758641,35.08071712
장림초등학교,128.9761532,35.08053772
장림역,128.9772617,35.079985
장림역,128.977435,35.080155
영남중학교,128.9774625,35.07836399
영남중학교,128.97721,35.078035
신장림역,128.9765081,35.07487866
신장림역,128.9768694,35.07500029
고려냉장,128.9769839,35.07079238
고려냉장,128.9774161,35.07058114
성보냉장,128.9772221,35.06905833
다대롯데캐슬블루,128.9793331,35.06769889
다대롯데캐슬블루,128.9796633,35.06637814
낫개역,128.9793505,35.06426621
낫개역,128.9796283,35.06439667
다대현대아파트,128.97721,35.06215
다대현대아파트,128.9766152,35.06163742
다대푸르지오아파트,128.9743083,35.06057167
다대푸르지오아파트,128.9746167,35.060575
다대큰샘,128.97466,35.05878
다대1동주민센터,128.972105,35.05909833
다대1동주민센터,128.97207,35.05882833
다대새마을금고,128.973493,35.0574957
다대포항역,128.9709729,35.05743966
다대포항역,128.9708196,35.05646906
다대포항역.다대수협,128.97155,35.05606
다대회센터,128.971655,35.05505333
다대우신아파트,128.9706967,35.05476333
다대우신아파트,128.970505,35.05459833
다대자유아파트,128.97069,35.05170167
다대자유아파트,128.970905,35.05162167
다대포해수욕장,128.9703117,35.04990333
다대포해수욕장,128.9700944,35.04906491
다대포해수욕장,128.9697239,35.04903932
다대포해수욕장,128.9701233,35.049945
몰운대아파트,128.967637,35.050236
몰운대아파트,128.967505,35.05006591
대우아파트,128.966615,35.050231
대우아파트,128.9666003,35.05002224
다대포해수욕장역,128.965591,35.04845334
다대포해수욕장역,128.9653079,35.0482346
대동중고등학교,128.983873,35.08509292
감천사거리,129.00681,35.08630167
영락교회,128.9705833,35.10327167
대광고등학교,128.9730767,35.10188333
당리새마을금고,128.9756067,35.102095
감천항동편부두,129.00551,35.08157
유림아파트,128.9939585,35.09082949
롯데캐슬201동앞,128.9644139,35.05903024
롯데캐슬211동앞,128.965358,35.05762081
롯데캐슬215동앞,128.9646254,35.0564686
롯데캐슬상가앞,128.962916,35.05598
다대문화체육센터,128.9600487,35.05026117
한성기린APT,128.9777486,35.09306107
을숙도문화회관,128.9468976,35.10777321
배고개,128.9765562,35.09466818
장림1동행정복지센터,128.9659119,35.08267209
장림1동행정복지센터,128.9658906,35.08252612
동원로얄듀크아파트,128.9648301,35.07917127
대동중고등학교,128.982983,35.08478312
하단교차로,128.9671227,35.1079039
하단교차로,128.9673871,35.10749858
감천119안전센터,129.0052514,35.08656985
감천119안전센터,129.0050261,35.08632124
감천항동편부두,129.0053457,35.08168839
하단역,128.9675998,35.10557575
동매교사거리,128.9765451,35.10027524
동매교사거리,128.9769114,35.10034363
신평시장,128.9779671,35.0904832
한성기린아파트,128.9780541,35.09283838
하단역,128.9660014,35.10635088
협성르네상스타운아파트,128.9728173,35.07378249
벽산마마아파트,128.9727794,35.07016032
동원자동차정비공업사,128.9749875,35.0690661
부산현대미술관,128.9421777,35.10876133
성보냉장,128.9771963,35.06922549
동원자동차정비공업사,128.9748836,35.06923164
벽산마마아파트,128.9729779,35.07043421
협성르네상스타운아파트,128.9730761,35.073375
효림초등학교,128.973036,35.07603414
효림초등학교,128.9727728,35.07602943
장림우체국,128.9729408,35.0789105
장림우체국,128.9726579,35.07922602
동매역,128.9741339,35.08986526
다송중학교,128.9827432,35.06335378
다송중학교,128.9830833,35.06337074
두송중학교,128.9842203,35.06076122
두송중학교,128.9844924,35.06090547
대선조선,128.9922837,35.05329559
대선조선,128.9924875,35.0535626
두송대선터널앞,128.9952121,35.0542883
두송대선터널앞,128.9948754,35.05396492
한국선박수리공업,128.9954517,35.05737995
한국선박수리공업,128.994992,35.05740554
인터지스보세창고,128.9916583,35.06364249
인터지스보세창고,128.9916347,35.06312019
세방,128.9905893,35.06656187
세방,128.9902633,35.06667536
정현냉동,128.9906156,35.07147741
정현냉동,128.9902838,35.07158199
구평동,128.9906337,35.07560905
구평동,128.9902951,35.07588495
구평삼거리,128.9904245,35.07940648
구평삼거리,128.9900981,35.07928117
구평동주민센터,128.9867389,35.08157571
구평동주민센터,128.9867672,35.0813905
구평e편한세상입구,128.9858341,35.08223938
구평e편한세상입구,128.9857628,35.08269112
부산현대미술관,128.9434931,35.10827614
괴정역.괴정사거리,128.9923439,35.09972368
구평삼거리,128.9902198,35.08090581
감천항제5부두,128.9937022,35.0839036
감천항해양파출소,128.9977831,35.08445823
감천항해양파출소,128.9982105,35.08445119
감천항제5부두,128.9935792,35.08425708
구평삼거리,128.9899007,35.08040638
사하구국민체육센터,128.9985509,35.08806833
괴정동교차로,128.9937355,35.09585725
두구동 입구,129.102905,35.29751667
두구동 입구,129.1033183,35.29764667
금정체육공원입구,129.098825,35.29155667
금정체육공원입구,129.09865,35.291745
부산종합터미널.노포역,129.0943174,35.28366544
부산종합터미널.노포역,129.0946917,35.28379167
노포삼거리,129.0935433,35.28018
노포삼거리,129.0933017,35.28032667
범어사역,129.0924725,35.27407065
범어사입구,129.0904427,35.27489224
범어사입구,129.0896183,35.27564
범어사입구,129.09008,35.27555833
어린이놀이터,129.0875146,35.27542431
어린이놀이터,129.0879279,35.27562268
한아름빌라,129.0851117,35.27448333
한아름빌라,129.0849365,35.27516903
남산동.요산문학관,129.0850031,35.2722211
남산동.요산문학관,129.0851533,35.27164667
남산동농협,129.0889567,35.27257667
남산동농협,129.08905,35.272485
팔송,129.0925667,35.27174
범어사역,129.0928267,35.271715
남산동새벽시장,129.0891117,35.26926833
남산동새벽시장,129.0890133,35.26913333
금샘초등학교,129.085255,35.26938333
금샘초등학교,129.0850768,35.26940599
남산고교,129.0840966,35.26705927
남산고교,129.0843017,35.26729167
남산고등학교입구,129.08902,35.26763333
남산고등학교입구,129.0891283,35.26783333
침례병원.남산역,129.0927917,35.26611167
침례병원.남산역,129.0925,35.26588333
남산동럭키아파트,129.0887829,35.26493554
남산동럭키아파트,129.0886249,35.26538653
부산외국어대학교,129.085295,35.265655
부산외국어대학교,129.0853017,35.26533667
남산119안전센터,129.0866648,35.26168751
샘골공원,129.087483,35.2608217
남산초등학교,129.088042,35.2624183
남산초등학교,129.088023,35.26172227
남산프라자,129.0919033,35.26319167
남산프라자,129.0920533,35.262795
두실역,129.0915421,35.25834023
두실역,129.0912783,35.258385
선경3차아파트,129.0878193,35.25870048
선경3차아파트,129.087685,35.25814333
신동아아파트,129.0876166,35.25561837
신동아아파트,129.087836,35.25608807
행림병원,129.09133,35.25429333
행림병원,129.0915333,35.25380667
롯데캐슬정문,129.0878167,35.25263224
롯데캐슬정문,129.0876398,35.25263132
롯데캐슬입구,129.0878369,35.25093838
부산산업보건센터,129.0927833,35.27503833
태광산업.구서역,129.0920833,35.249095
태광산업(구서역),129.0920633,35.24812333
구서역.금정경찰서,129.092245,35.24577155
구서역.구서시장,129.0889044,35.2463448
구서역.구서시장,129.088835,35.24701333
구서1치안센터,129.0883089,35.24487741
구서1치안센터,129.0886517,35.24505667
금정산쌍용예가.구서SK뷰,129.08667,35.24304305
금정산쌍용예가.구서SK뷰,129.0866278,35.24267282
금정구청.부산가톨릭대,129.0932048,35.24233377
금정구청.부산가톨릭대,129.0927706,35.2422374
윤산터널입구,129.0928928,35.24042636
윤산터널입구,129.0923483,35.23880833
장전역,129.0879017,35.23835333
장전초등학교,129.0865473,35.24067912
장전초등학교,129.0863126,35.23955761
장전동어린이놀이터,129.0863624,35.23812668
장전중앙교회,129.0861033,35.23521833
장전1치안센터,129.0877381,35.23570123
경남한신아파트,129.0918133,35.23578667
경남한신아파트,129.0921733,35.23659333
현대아파트,129.085555,35.23318167
부산대학교정문,129.0869358,35.23232603
부산대학교정문,129.0868896,35.23216205
부산대역,129.0878109,35.23104002
부산대앞부산은행,129.0863967,35.23054667
범어사매표소,129.07308,35.28334167
부산대학교정문,129.0852,35.231855
부산대학교정문,129.0850033,35.23108667
부산대학교후문,129.0839949,35.22859247
부산대학교후문,129.0853922,35.22851256
금정초등학교,129.0859983,35.22701825
금정초등학교,129.0857733,35.22664667
금정초등학교,129.0830351,35.2268854
금정초등학교,129.08297,35.22696833
경보아파트,129.0817783,35.22537667
식물원입구,129.0816695,35.22416448
식물원입구,129.082291,35.224232
래미안장전남문,129.0861019,35.22452193
온천장역,129.086872,35.221975
온천입구,129.0863523,35.21755345
동해중학교,129.0870783,35.21789
부곡4동주민센터.온천장역,129.0883148,35.22010009
부곡4동주민센터.온천장역,129.0884402,35.22064616
부곡1치안센터,129.0910538,35.2218183
부산정보관광고,129.0911567,35.22380667
부곡시장,129.091769,35.22603118
부곡대우아파트,129.090552,35.23088291
부산대역.부곡대우아파트,129.0897633,35.23116667
금정세무서,129.092101,35.23157984
금정세무서,129.092377,35.22995
금정이마트,129.09128,35.25072
부곡시장,129.0920188,35.2264624
부산정보관광고,129.0912888,35.22368641
부곡1치안센터,129.0911499,35.22183047
내성고등학교,129.0927291,35.21953285
내성고등학교,129.0925033,35.21980167
서동고개,129.0959955,35.21704524
서동고개,129.0948333,35.21785833
서1동새마을금고,129.0985802,35.21661549
서1동새마을금고,129.0978242,35.21657822
서3치안센터,129.1015587,35.2152984
서3치안센터,129.1022833,35.21511833
세웅병원,129.1041933,35.21473
세웅병원후문,129.1030704,35.21428826
서동입구,129.104645,35.210875
동상초등학교.서동역,129.1071317,35.21250686
서동역,129.1073248,35.21319404
부산은행,129.1060818,35.21434217
라이프타운,129.1072417,35.215085
금사입구,129.1089006,35.21495395
금사입구,129.1091583,35.21419
금사전화국,129.1127883,35.21511333
금사전화국,129.113615,35.21524167
서금지구대.금사역,129.1163347,35.21607494
서금지구대.금사역,129.1160064,35.21623368
금사중학교,129.110055,35.21746667
금사중학입구,129.1096833,35.217535
금사회동동주민센터,129.1110583,35.21839167
금사시장,129.11341,35.2211
금사시장,129.1114058,35.22003076
중소기업은행,129.1131733,35.22219333
동일고무벨트,129.1146117,35.22289333
부산예원고등학교,129.11624,35.22465
부산예원고등학교,129.115345,35.224885
욱성화학(주),129.1179733,35.22672
욱성화학(주),129.1189274,35.22660116
회동본동,129.1202614,35.22782009
회동본동,129.1199867,35.22852667
회동동,129.1239863,35.23043841
남산성당,129.0848802,35.26401849
롯데캐슬입구,129.0876442,35.25093735
범어사주차장,129.072645,35.28222333
상마마을.범어사박물관,129.0737167,35.279235
하마마을,129.0771234,35.27964452
경동아파트,129.08633,35.28144
지장암,129.078555,35.28135667
태광산업.구서역,129.0917467,35.24920167
금정세무서,129.0923,35.230015
남문,129.0619767,35.24175333
동문,129.0644567,35.24324833
서1동새마을금고,129.0995305,35.21610937
광명사,129.0767654,35.22966854
광명사,129.0764148,35.23010325
양로원,129.0766514,35.23125826
남산성당,129.0850465,35.26373746
성불사입구,129.0897674,35.27981159
동해중학교,129.0873328,35.21861302
구서역.금정경찰서,129.0923217,35.24552588
장전역,129.0877692,35.23829334
장전1치안센터,129.087483,35.23570873
부산대학교정문,129.0866581,35.23226003
회동동,129.124218,35.23023492
회동석대산단,129.1271355,35.23226714
회동석대산단,129.1273412,35.23215538
우성,129.1183198,35.22498524
삼한전자,129.1182731,35.22530146
금정문화회관,129.0947239,35.24551543
금정문화회관,129.0945263,35.24568637
동래초등학교,129.0973555,35.24774596
동래초등학교,129.0969477,35.24769002
금단마을,129.0995618,35.25150156
금단마을,129.0992452,35.25157915
브니엘고등학교,129.1022446,35.25673375
브니엘고등학교,129.102003,35.25680744
건설안전시험사업소,129.1243589,35.23234521
스포원파크,129.1031818,35.2922933
금정체육공원,129.1024687,35.29149468
금정공영차고지,129.09808,35.28949
회동화물자동차공영차고지,129.1360296,35.2429714
윤산터널입구,129.0921422,35.23947107
윤산터널입구,129.09074,35.239418
장전역,129.0872326,35.24012359
장전역,129.0872531,35.23985289
장전초등학교,129.0853827,35.24015998
장전초등학교,129.08552,35.23994584
남산119안전센터,129.0862704,35.26217768
남산고등학교,129.0854339,35.26713299
부산외대정문,129.0844192,35.26655573
부산외국어대학교캠퍼스,129.0803689,35.26714361
부산외대정문,129.0846195,35.2666514
남산고등학교,129.0853737,35.26692677
범어사어귀삼거리,129.0919493,35.27571562
샘골공원,129.0887971,35.26059036
샘골공원,129.0885184,35.26086101
범어사어귀삼거리,129.0921367,35.27552764
금사입구,129.1089114,35.21431546
강서구청,128.982642,35.21240062
대저119안전센터,128.977399,35.21458152
낙동중학교,128.9648779,35.21520599
강서복지회관.우편집중국,128.9584865,35.21519559
중리입구,128.9561721,35.21481728
부산교도소,128.9528171,35.21392572
평강역,128.9500951,35.21416274
대사리3구,128.9436223,35.216066
국립농산물품질관리원,128.9407631,35.21697279
대사역.대사리2구,128.936478,35.2184965
대사역.대사리2구,128.9366599,35.21808405
국립농산물품질관리원,128.940639,35.21668336
대사리3구,128.9433604,35.2158317
평강역,128.9498619,35.21393008
중리입구,128.955888,35.2145646
강서복지회관.우편집중국,128.959159,35.2150278
낙동중학교,128.9645067,35.21511997
대저119안전센터,128.9769716,35.2144492
강서구청,128.9815238,35.21301363
신덕삼거리,128.9746438,35.20474052
신덕삼거리,128.9742227,35.20448909
대사리1구,128.933109,35.2193235
대사리1구,128.932792,35.2197921
강서브라이트센터,128.9569478,35.1808055
경전철덕두역,128.953306,35.181098
경전철덕두역,128.9541054,35.18131954
공항입구,128.94991,35.176562
강서구청역,128.980796,35.211588
강서구청역,128.9805811,35.21085717
대저역,128.9608236,35.2128561
강서경찰서,128.906565,35.11793667
순아동,128.9036144,35.11904773
영도산업,128.8257917,35.09949667
명지새동네,128.9308073,35.10855393
명지새동네,128.9300267,35.10793833
송정다리,128.8339804,35.09331695
삼성전기,128.8536658,35.09333781
삼성자동차정문,128.87682,35.08914
삼성전기,128.8536543,35.09358527
DSR,128.8402661,35.09331555
금호마을,128.95868,35.16381
송정,128.8431183,35.10515833
리노공업,128.84241,35.09341167
동서열처리,128.84565,35.09340333
강서체육공원,128.9744681,35.20742188
체육공원역,128.9682172,35.21209685
(구)검문소,128.8374417,35.10360167
강서체육공원,128.9740759,35.20770644
용원사거리,128.8211497,35.09806641
경제자유구역청,128.8397217,35.08663787
명지신도시,128.90243,35.08893167
수로다리,128.9698604,35.2149498
