keyword,adj_102
아홉산숲,힘들다 있다 무섭다 어둡다 빠르다 조그맣다 없다 춥다 급하다 가볍다 귀엽다 갑작스럽다 아쉽다 손색없다 같다 예쁘다 그렇다 아름답다 알차다 지나치다 하얗다 멋있다 놀랍다 고르다 찐하다 정겹다 야무지다 드넓다 작다 이렇다 다 크다 고프다 넓다 맛있다 수많다 아깝다 반갑다 높다 걸맞다 싫다 더우다 많다 엄청나다 쉽다 멀다 귀찮다 빡세다 늦다 맑다 낮다 흐리다 아프다 밝다 즐겁다 르다 적다 얇다 비좁다 깊다 재미있다 저렇다 궂다 젊다 하찮다 귀하다 멋지다 길다 짧다 바쁘다 어렵다 쓸데없다 편하다 갓다 덥다 가파르다 싸다 굵다 괜찮다 가깝다 좁다 어려우다 좋다 새롭다 붉다 검다 푸르다 비싸다 똑같다 맛나다 재밌다 이쁘다 짙다 노랗다 느리다
안데르센 동화마을,맛없다 힘들다 빠르다 조그맣다 쎄다 춥다 귀엽다 힘드다 갑작스럽다 아쉽다 같다 그렇다 상관없다 정겹다 습하다 야무지다 힘겹다 드넓다 고프다 기쁘다 많다 귀찮다 죠다 맑다 낮다 더럽다 과하다 오래다 옳다 기름지다 얇다 비좁다 깊다 조다 저렇다 드물다 고맙다 하찮다 재빠르다 짧다 굳다 뜬금없다 편하다 덥다 가파르다 싸다 굵다 어려우다 슬프다 시다 배고프다 검다 노랗다 커다랗다 있다 없다 가볍다 손색없다 알차다 멋있다 찐하다 흔하다 이렇다 부끄럽다 맛있다 아깝다 높다 겉다 까맣다 싫다 엄청나다 빡세다 낡다 정신없다 동그랗다 사이좋다 잘다 어떠다 즐겁다 틀리다 나다 웁다 빨갛다 외롭다 바쁘다 귀여우다 가깝다 찹다 험하다 새롭다 붉다 연하다 곱다 뒤늦다 똑같다 파랗다 재밌다 힘차다 이쁘다 수줍다 알맞다 아쉬우다 안타깝다 비리다 못지않다 무섭다 어둡다 급하다 손쉽다 추우다 색다르다 착하다 싱겁다 하얗다 놀랍다 앙증맞다 작다 다 크다 잦다 더우다 스럽다 세차다 쉽다 멀다 강하다 얕다 뿌옇다 흐리다 아프다 심하다 뜨겁다 밝다 나쁘다 어이없다 쩔다 낯설다 뜻깊다 질기다 재미있다 궂다 젊다 어지럽다 멋지다 귀하다 어렵다 차갑다 우연찮다 뜨다 쓸데없다 부드럽다 활기차다 갓다 어딨다 좁다 재미없다 무지하다 거칠다 좋다 약하다 비싸다 예뿌다 지겹다 느리다 덜하다 눈부시다 인상깊다 부럽다 두껍다 어리다 해맑다 예쁘다 아름답다 잽싸다 지나치다 그립다 고르다 안녕하다 징그럽다 희다 낫다 넓다 수많다 반갑다 재미나다 걸맞다 시끄럽다 틀림없다 진하다 늦다 뛰어나다 르다 남다르다 적다 무겁다 길다 차다 가까우다 배부르다 괜찮다 따갑다 묘하다 섭하다 맵다 세다 환하다 아무렇다 푸르다 맛나다 짙다 어떻다
안심치유정원,맛없다 힘들다 있다 못지않다 어둡다 두껍다 빠르다 없다 춥다 귀엽다 손쉽다 아쉽다 추우다 같다 예쁘다 그렇다 상관없다 아름답다 싱겁다 야무지다 안녕하다 작다 희다 다 크다 고프다 넓다 맛있다 반갑다 높다 싫다 많다 엄청나다 쉽다 시끄럽다 강하다 진하다 귀찮다 늦다 맑다 알맞다 낮다 아프다 밝다 나쁘다 어이없다 쩔다 낯설다 르다 즐겁다 깊다 나다 고맙다 멋지다 길다 짧다 바쁘다 어렵다 차갑다 편하다 덥다 괜찮다 가깝다 좁다 묘하다 좋다 검다 똑같다 파랗다 맛나다 재밌다 이쁘다 짙다 노랗다 어떻다
안적사(부산),있다 없다 놀랍다
알천,맛없다 힘들다 있다 부럽다 무섭다 어둡다 빠르다 없다 춥다 급하다 귀엽다 아쉽다 같다 예쁘다 그렇다 알차다 지나치다 놀랍다 고르다 찐하다 야무지다 작다 실하다 다 크다 고프다 넓다 맛있다 높다 잦다 겉다 싫다 많다 세차다 쉽다 멀다 틀림없다 얕다 진하다 귀찮다 죠다 늦다 맑다 정신없다 낮다 아프다 과하다 옳다 뜨겁다 르다 즐겁다 뜻깊다 적다 질기다 조다 깊다 나다 저렇다 멋지다 고맙다 길다 짧다 어렵다 차갑다 굳다 귀여우다 편하다 갓다 배부르다 괜찮다 좁다 묘하다 맵다 좋다 세다 비싸다 똑같다 파랗다 맛나다 재밌다 이쁘다
약수암(부산),빠르다 높다 적다 좁다 편하다 같다 없다 좋다 아프다 넓다 짧다 아름답다 있다 가파르다 많다
어느 멋진 날,맛없다 힘들다 눈부시다 비리다 있다 부럽다 쎄다 없다 춥다 귀엽다 가볍다 아쉽다 같다 그렇다 예쁘다 알차다 착하다 아름답다 싱겁다 잽싸다 멋있다 고르다 야무지다 작다 이렇다 다 낫다 크다 고프다 넓다 맛있다 수많다 높다 겉다 싫다 많다 엄청나다 스럽다 쉽다 시끄럽다 멀다 강하다 귀찮다 낡다 늦다 맑다 낮다 정신없다 흐리다 아프다 과하다 밝다 뜨겁다 나쁘다 잘다 르다 적다 깊다 저렇다 젊다 멋지다 길다 재빠르다 짧다 바쁘다 어렵다 차갑다 차다 부드럽다 편하다 활기차다 덥다 싸다 배부르다 괜찮다 가깝다 좁다 맵다 좋다 세다 붉다 곱다 비싸다 똑같다 파랗다 맛나다 재밌다 이쁘다 느리다
어밤부,아쉬우다 맛없다 힘들다 인상깊다 있다 부럽다 무섭다 두껍다 빠르다 쎄다 없다 춥다 급하다 귀엽다 힘드다 아쉽다 같다 예쁘다 그렇다 알차다 그립다 멋있다 고르다 습하다 야무지다 흔하다 안녕하다 작다 다 부끄럽다 크다 고프다 넓다 맛있다 아깝다 높다 겉다 싫다 더우다 많다 엄청나다 쉽다 멀다 강하다 틀림없다 진하다 귀찮다 빡세다 늦다 맑다 낮다 아프다 심하다 사이좋다 밝다 기름지다 잘다 즐겁다 르다 적다 얇다 깊다 재미있다 저렇다 젊다 하찮다 멋지다 길다 짧다 바쁘다 어렵다 차다 우연찮다 부드럽다 편하다 갓다 활기차다 덥다 싸다 배부르다 괜찮다 묘하다 좋다 세다 환하다 시다 배고프다 비싸다 똑같다 맛나다 재밌다 이쁘다 어떻다
언양불고기부산집,맛없다 힘들다 있다 못지않다 무섭다 빠르다 조그맣다 쎄다 없다 춥다 급하다 힘드다 아쉽다 색다르다 같다 예쁘다 그렇다 상관없다 알차다 싱겁다 착하다 멋있다 놀랍다 고르다 야무지다 작다 이렇다 희다 다 크다 고프다 넓다 맛있다 높다 싫다 많다 쉽다 시끄럽다 멀다 강하다 진하다 귀찮다 죠다 낡다 늦다 낮다 흐리다 심하다 과하다 뜨겁다 나쁘다 잘다 즐겁다 르다 적다 얇다 질기다 깊다 재미있다 저렇다 귀하다 길다 빨갛다 짧다 바쁘다 어렵다 차갑다 부드럽다 편하다 덥다 싸다 배부르다 굵다 괜찮다 가깝다 좁다 맵다 좋다 세다 새롭다 붉다 연하다 곱다 시다 비싸다 똑같다 맛나다 재밌다 이쁘다 알맞다
엄용백 돼지국밥,맛없다 힘들다 있다 못지않다 두껍다 빠르다 조그맣다 쎄다 춥다 없다 급하다 귀엽다 가볍다 힘드다 아쉽다 같다 예쁘다 그렇다 알차다 싱겁다 멋있다 정겹다 야무지다 힘겹다 흔하다 작다 실하다 이렇다 다 낫다 크다 고프다 넓다 맛있다 반갑다 높다 싫다 더우다 많다 엄청나다 쉽다 멀다 강하다 진하다 귀찮다 낡다 뿌옇다 늦다 맑다 낮다 심하다 뜨겁다 나쁘다 잘다 즐겁다 르다 남다르다 적다 얇다 질기다 깊다 슴슴하다 젊다 길다 빨갛다 짧다 바쁘다 어렵다 우연찮다 부드럽다 편하다 어딨다 덥다 배부르다 괜찮다 굵다 가깝다 뽀얗다 좁다 어려우다 맵다 좋다 새롭다 붉다 비싸다 뒤늦다 똑같다 맛나다 재밌다 이쁘다 수줍다 알맞다
에테르,맛없다 안타깝다 힘들다 눈부시다 있다 무섭다 빠르다 없다 춥다 급하다 가볍다 귀엽다 힘드다 아쉽다 같다 그렇다 예쁘다 상관없다 아름답다 착하다 알차다 하얗다 그립다 멋있다 고르다 습하다 야무지다 흔하다 안녕하다 드넓다 작다 이렇다 다 낫다 크다 고프다 넓다 맛있다 아깝다 높다 기쁘다 겉다 까맣다 싫다 많다 엄청나다 쉽다 멀다 귀찮다 낡다 늦다 맑다 알맞다 낮다 동그랗다 흐리다 아프다 더럽다 뜨겁다 밝다 나쁘다 어이없다 잘다 르다 즐겁다 적다 얇다 조다 깊다 재미있다 슴슴하다 젊다 웁다 멋지다 길다 재빠르다 짧다 바쁘다 어렵다 차다 우연찮다 부드럽다 편하다 덥다 배부르다 싸다 괜찮다 가파르다 가깝다 좁다 섭하다 맵다 슬프다 좋다 험하다 붉다 연하다 푸르다 비싸다 뒤늦다 예뿌다 파랗다 맛나다 재밌다 이쁘다 어떻다
역사의 디오라마,안타깝다 힘들다 있다 부럽다 못지않다 무섭다 어둡다 빠르다 없다 춥다 급하다 귀엽다 가볍다 힘드다 아쉽다 색다르다 같다 그렇다 예쁘다 아름답다 알차다 지나치다 멋있다 고르다 앙증맞다 정겹다 힘겹다 흔하다 드넓다 작다 이렇다 다 크다 넓다 맛있다 수많다 아깝다 반갑다 높다 잦다 겉다 싫다 많다 엄청나다 쉽다 멀다 강하다 귀찮다 낡다 늦다 맑다 알맞다 낮다 흐리다 아프다 과하다 옳다 밝다 뜨겁다 나쁘다 낯설다 르다 즐겁다 적다 질기다 깊다 나다 재미있다 저렇다 고맙다 멋지다 하찮다 길다 외롭다 짧다 어렵다 굳다 차갑다 우연찮다 부드럽다 편하다 덥다 굵다 괜찮다 가깝다 뽀얗다 좁다 무지하다 섭하다 좋다 새롭다 비싸다 뒤늦다 똑같다 지겹다 재밌다 이쁘다 짙다 어떻다 느리다
연제고분판타지축제,안타깝다 힘들다 맑다 편하다 흐리다 아프다 작다 있다 부럽다 덥다 못지않다 괜찮다 다 빠르다 가깝다 낫다 밝다 좁다 없다 크다 춥다 귀엽다 가볍다 맛있다 아쉽다 좋다 세다 어떠다 르다 아깝다 즐겁다 반갑다 높다 적다 환하다 같다 예쁘다 해맑다 그렇다 재미있다 걸맞다 싫다 아름답다 아무렇다 저렇다 많다 젊다 엄청나다 고맙다 멋지다 뒤늦다 멋있다 길다 쉽다 빨갛다 멀다 앙증맞다 재밌다 이쁘다 짧다 노랗다 바쁘다 강하다 어렵다 어떻다 귀찮다 죠다 늦다
연태봉,낮다 깊다 없다 크다 넓다 심하다
영도 등대,맛없다 힘들다 빠르다 조그맣다 쎄다 춥다 귀엽다 힘드다 갑작스럽다 아쉽다 같다 그렇다 상관없다 정겹다 습하다 야무지다 힘겹다 드넓다 고프다 기쁘다 많다 귀찮다 죠다 맑다 낮다 더럽다 과하다 오래다 옳다 기름지다 얇다 비좁다 조다 깊다 저렇다 드물다 하찮다 고맙다 재빠르다 짧다 굳다 편하다 덥다 가파르다 싸다 굵다 어려우다 슬프다 시다 검다 배고프다 노랗다 커다랗다 있다 없다 가볍다 손색없다 알차다 멋있다 찐하다 흔하다 이렇다 부끄럽다 맛있다 아깝다 높다 겉다 까맣다 싫다 엄청나다 빡세다 낡다 정신없다 동그랗다 사이좋다 잘다 어떠다 즐겁다 틀리다 나다 웁다 빨갛다 외롭다 바쁘다 귀여우다 가깝다 찹다 험하다 새롭다 붉다 연하다 곱다 뒤늦다 똑같다 파랗다 재밌다 힘차다 이쁘다 수줍다 알맞다 아쉬우다 안타깝다 비리다 못지않다 무섭다 어둡다 급하다 손쉽다 추우다 색다르다 착하다 싱겁다 하얗다 놀랍다 앙증맞다 작다 다 크다 잦다 더우다 스럽다 세차다 쉽다 멀다 강하다 얕다 뿌옇다 흐리다 아프다 심하다 밝다 뜨겁다 나쁘다 어이없다 쩔다 낯설다 뜻깊다 질기다 재미있다 슴슴하다 궂다 젊다 어지럽다 멋지다 귀하다 어렵다 차갑다 우연찮다 뜨다 쓸데없다 부드럽다 갓다 활기차다 어딨다 좁다 재미없다 무지하다 거칠다 좋다 약하다 비싸다 예뿌다 지겹다 느리다 덜하다 눈부시다 인상깊다 부럽다 두껍다 어리다 해맑다 예쁘다 아름답다 잽싸다 지나치다 그립다 고르다 안녕하다 실하다 징그럽다 희다 낫다 넓다 수많다 반갑다 재미나다 걸맞다 시끄럽다 틀림없다 진하다 늦다 뛰어나다 르다 남다르다 적다 무겁다 길다 차다 가까우다 배부르다 괜찮다 따갑다 묘하다 섭하다 맵다 세다 환하다 아무렇다 푸르다 맛나다 짙다 어떻다
영도 조내기 고구마 역사기념관,안녕하다 맛없다 덜하다 힘들다 부드럽다 맑다 낮다 뛰어나다 편하다 흐리다 작다 있다 덥다 가파르다 무섭다 괜찮다 다 빠르다 조그맣다 밝다 좁다 없다 크다 춥다 귀엽다 넓다 가볍다 급하다 맛있다 나쁘다 찹다 어이없다 아쉽다 좋다 어려우다 즐겁다 르다 높다 겉다 같다 예쁘다 그렇다 재미있다 깊다 걸맞다 아름답다 착하다 알차다 싫다 저렇다 지나치다 많다 비싸다 젊다 엄청나다 고맙다 멋지다 길다 똑같다 쉽다 시끄럽다 파랗다 맛나다 고르다 재밌다 이쁘다 짧다 어렵다 찐하다 진하다 죠다 뿌옇다
영도 청학배수지 전망대,아쉬우다 안타깝다 맛없다 힘들다 커다랗다 눈부시다 인상깊다 있다 부럽다 못지않다 무섭다 어둡다 빠르다 조그맣다 쎄다 없다 춥다 가볍다 귀엽다 급하다 손쉽다 갑작스럽다 힘드다 아쉽다 색다르다 손색없다 같다 예쁘다 그렇다 해맑다 알차다 아름답다 착하다 지나치다 하얗다 그립다 멋있다 놀랍다 고르다 앙증맞다 정겹다 습하다 야무지다 흔하다 안녕하다 드넓다 작다 이렇다 실하다 희다 다 낫다 부끄럽다 크다 고프다 넓다 맛있다 수많다 아깝다 높다 잦다 기쁘다 겉다 까맣다 싫다 더우다 많다 엄청나다 스럽다 세차다 쉽다 시끄럽다 멀다 강하다 얕다 진하다 귀찮다 죠다 낡다 늦다 뿌옇다 빡세다 맑다 낮다 정신없다 동그랗다 흐리다 아프다 더럽다 심하다 과하다 오래다 옳다 밝다 뜨겁다 나쁘다 어이없다 쩔다 낯설다 어떠다 잘다 르다 즐겁다 뜻깊다 틀리다 적다 얇다 비좁다 조다 깊다 나다 재미있다 무겁다 저렇다 드물다 어지럽다 젊다 웁다 궂다 고맙다 멋지다 길다 재빠르다 짧다 바쁘다 어렵다 차갑다 우연찮다 귀여우다 뜨다 뜬금없다 부드럽다 편하다 갓다 어딨다 덥다 가파르다 배부르다 괜찮다 싸다 굵다 가깝다 어떻다 좁다 묘하다 섭하다 거칠다 슬프다 맵다 좋다 험하다 새롭다 세다 붉다 환하다 검다 배고프다 푸르다 약하다 비싸다 뒤늦다 예뿌다 똑같다 파랗다 맛나다 지겹다 재밌다 힘차다 이쁘다 짙다 알맞다 느리다
영도 하늘전망대,맛없다 힘들다 빠르다 조그맣다 쎄다 춥다 귀엽다 힘드다 갑작스럽다 아쉽다 같다 그렇다 상관없다 정겹다 습하다 야무지다 힘겹다 드넓다 고프다 기쁘다 많다 귀찮다 죠다 맑다 낮다 더럽다 과하다 오래다 옳다 기름지다 얇다 비좁다 깊다 조다 저렇다 드물다 고맙다 하찮다 재빠르다 짧다 굳다 뜬금없다 편하다 덥다 가파르다 싸다 굵다 뽀얗다 어려우다 슬프다 시다 검다 배고프다 노랗다 커다랗다 있다 없다 가볍다 손색없다 알차다 멋있다 흔하다 이렇다 부끄럽다 맛있다 아깝다 높다 겉다 까맣다 싫다 엄청나다 빡세다 낡다 정신없다 동그랗다 잘다 어떠다 즐겁다 틀리다 나다 웁다 빨갛다 외롭다 바쁘다 귀여우다 가깝다 찹다 험하다 새롭다 붉다 연하다 곱다 뒤늦다 똑같다 파랗다 재밌다 힘차다 이쁘다 수줍다 알맞다 아쉬우다 안타깝다 비리다 못지않다 무섭다 어둡다 급하다 손쉽다 추우다 색다르다 착하다 싱겁다 하얗다 놀랍다 앙증맞다 작다 다 크다 잦다 더우다 스럽다 세차다 쉽다 멀다 강하다 얕다 뿌옇다 흐리다 아프다 심하다 밝다 뜨겁다 나쁘다 어이없다 쩔다 낯설다 뜻깊다 질기다 재미있다 궂다 어지럽다 젊다 멋지다 귀하다 어렵다 차갑다 우연찮다 뜨다 쓸데없다 부드럽다 갓다 활기차다 어딨다 좁다 재미없다 무지하다 거칠다 좋다 약하다 비싸다 예뿌다 지겹다 느리다 덜하다 눈부시다 인상깊다 부럽다 두껍다 어리다 해맑다 예쁘다 아름답다 잽싸다 지나치다 그립다 고르다 안녕하다 징그럽다 실하다 희다 낫다 넓다 수많다 반갑다 재미나다 걸맞다 시끄럽다 틀림없다 진하다 늦다 뛰어나다 르다 남다르다 적다 무겁다 길다 차다 가까우다 배부르다 괜찮다 따갑다 묘하다 섭하다 맵다 세다 환하다 아무렇다 푸르다 맛나다 짙다 어떻다
영도 흰여울해안터널,아쉬우다 커다랗다 힘들다 있다 무섭다 빠르다 쎄다 없다 춥다 귀엽다 가볍다 갑작스럽다 아쉽다 추우다 같다 예쁘다 그렇다 알차다 아름답다 지나치다 멋있다 고르다 습하다 야무지다 힘겹다 작다 이렇다 다 부끄럽다 크다 고프다 넓다 맛있다 수많다 반갑다 높다 싫다 더우다 많다 엄청나다 쉽다 시끄럽다 멀다 진하다 귀찮다 낡다 늦다 맑다 낮다 더럽다 심하다 옳다 밝다 뜨겁다 나쁘다 낯설다 르다 즐겁다 남다르다 적다 얇다 질기다 저렇다 어지럽다 젊다 멋지다 길다 짧다 어렵다 차다 차갑다 부드럽다 편하다 어딨다 덥다 싸다 배부르다 괜찮다 굵다 가파르다 가깝다 묘하다 무지하다 좋다 세다 붉다 연하다 아무렇다 비싸다 예뿌다 뒤늦다 똑같다 파랗다 재밌다 이쁘다 어떻다
영도관광사격장,힘들다 편하다 작다 있다 괜찮다 빠르다 쎄다 뜨겁다 재미없다 없다 크다 급하다 귀엽다 넓다 맛있다 아쉽다 좋다 높다 색다르다 적다 같다 그렇다 알차다 저렇다 더우다 많다 비싸다 고맙다 멋지다 세차다 멋있다 쉽다 멀다 맛나다 재밌다 틀림없다 어렵다 야무지다
영도다리축제,흔하다 귀여우다 안녕하다 안타깝다 힘들다 맑다 부드럽다 낮다 편하다 작다 있다 싸다 무섭다 괜찮다 굵다 다 세다 가깝다 낫다 조그맣다 밝다 좁다 없다 크다 가볍다 넓다 귀엽다 맛있다 아쉽다 좋다 수많다 새롭다 르다 즐겁다 반갑다 뜻깊다 높다 틀리다 얇다 재미나다 낯설다 같다 그렇다 예쁘다 깊다 걸맞다 재미있다 상관없다 알차다 아름답다 싫다 많다 비싸다 젊다 엄청나다 멋지다 멋있다 길다 놀랍다 쉽다 멀다 재밌다 강하다 짧다 짙다 이쁘다 굳다 귀찮다 야무지다 늦다
영도대교,맛없다 힘들다 빠르다 조그맣다 쎄다 춥다 귀엽다 갑작스럽다 힘드다 아쉽다 같다 그렇다 상관없다 정겹다 습하다 야무지다 힘겹다 드넓다 고프다 기쁘다 많다 귀찮다 죠다 맑다 낮다 더럽다 과하다 오래다 옳다 얇다 비좁다 조다 깊다 저렇다 드물다 고맙다 하찮다 짧다 굳다 뜬금없다 편하다 덥다 가파르다 싸다 굵다 어려우다 슬프다 시다 검다 배고프다 노랗다 커다랗다 있다 없다 가볍다 손색없다 알차다 멋있다 찐하다 흔하다 이렇다 부끄럽다 맛있다 아깝다 높다 겉다 까맣다 싫다 엄청나다 빡세다 낡다 정신없다 동그랗다 사이좋다 잘다 어떠다 즐겁다 틀리다 나다 웁다 빨갛다 외롭다 바쁘다 귀여우다 가깝다 찹다 험하다 새롭다 붉다 연하다 곱다 뒤늦다 똑같다 파랗다 재밌다 힘차다 이쁘다 알맞다 아쉬우다 안타깝다 비리다 못지않다 무섭다 어둡다 급하다 손쉽다 추우다 색다르다 착하다 싱겁다 하얗다 놀랍다 앙증맞다 작다 다 크다 잦다 더우다 스럽다 세차다 쉽다 멀다 강하다 얕다 뿌옇다 흐리다 아프다 심하다 뜨겁다 밝다 나쁘다 어이없다 쩔다 낯설다 뜻깊다 질기다 재미있다 슴슴하다 어지럽다 젊다 궂다 멋지다 어렵다 차갑다 우연찮다 뜨다 쓸데없다 부드럽다 갓다 활기차다 어딨다 좁다 재미없다 거칠다 좋다 약하다 비싸다 예뿌다 지겹다 느리다 덜하다 눈부시다 인상깊다 부럽다 두껍다 어리다 해맑다 예쁘다 아름답다 잽싸다 지나치다 그립다 고르다 안녕하다 실하다 징그럽다 희다 낫다 넓다 수많다 반갑다 재미나다 걸맞다 시끄럽다 틀림없다 진하다 늦다 뛰어나다 르다 남다르다 적다 무겁다 길다 차다 가까우다 배부르다 괜찮다 따갑다 묘하다 섭하다 맵다 세다 환하다 아무렇다 푸르다 맛나다 짙다 어떻다
영도마리나오토캠핑장,안녕하다 작다 있다 다 가깝다 낫다 없다 크다 고프다 넓다 맛있다 좋다 새롭다 르다 적다 같다 깊다 재미있다 푸르다 많다 길다 멀다 지겹다 재밌다 짧다 어렵다 늦다
영도커피페스티벌,맛없다 힘들다 인상깊다 있다 부럽다 무섭다 어둡다 빠르다 쎄다 없다 춥다 급하다 귀엽다 아쉽다 추우다 같다 예쁘다 그렇다 알차다 아름답다 멋있다 놀랍다 야무지다 안녕하다 작다 이렇다 다 크다 고프다 넓다 맛있다 아깝다 반갑다 높다 싫다 많다 엄청나다 쉽다 멀다 귀찮다 늦다 맑다 낮다 정신없다 흐리다 아프다 심하다 뜨겁다 나쁘다 어이없다 르다 적다 얇다 깊다 나다 재미있다 저렇다 드물다 궂다 젊다 멋지다 길다 짧다 바쁘다 어렵다 차갑다 우연찮다 귀여우다 부드럽다 편하다 가까우다 덥다 가파르다 싸다 굵다 괜찮다 가깝다 좁다 재미없다 묘하다 찹다 슬프다 좋다 세다 새롭다 붉다 아무렇다 배고프다 푸르다 비싸다 예뿌다 똑같다 파랗다 맛나다 재밌다 이쁘다 어떻다
영주하늘눈전망대,맛없다 힘들다 빠르다 조그맣다 쎄다 춥다 귀엽다 힘드다 갑작스럽다 아쉽다 같다 그렇다 상관없다 정겹다 습하다 야무지다 힘겹다 드넓다 고프다 기쁘다 많다 귀찮다 죠다 맑다 낮다 더럽다 과하다 오래다 옳다 기름지다 얇다 비좁다 깊다 조다 저렇다 드물다 고맙다 하찮다 재빠르다 짧다 굳다 뜬금없다 편하다 덥다 가파르다 싸다 굵다 뽀얗다 어려우다 슬프다 시다 배고프다 검다 노랗다 커다랗다 있다 없다 가볍다 손색없다 알차다 멋있다 찐하다 흔하다 이렇다 부끄럽다 맛있다 아깝다 높다 겉다 까맣다 싫다 엄청나다 빡세다 낡다 정신없다 동그랗다 사이좋다 잘다 어떠다 즐겁다 틀리다 나다 웁다 빨갛다 외롭다 바쁘다 귀여우다 가깝다 찹다 험하다 새롭다 붉다 연하다 곱다 뒤늦다 똑같다 파랗다 재밌다 힘차다 이쁘다 수줍다 알맞다 아쉬우다 안타깝다 비리다 못지않다 무섭다 어둡다 급하다 손쉽다 추우다 색다르다 착하다 싱겁다 하얗다 놀랍다 앙증맞다 작다 다 크다 잦다 더우다 스럽다 세차다 쉽다 멀다 강하다 얕다 뿌옇다 흐리다 아프다 심하다 밝다 뜨겁다 나쁘다 어이없다 쩔다 낯설다 뜻깊다 질기다 재미있다 슴슴하다 어지럽다 젊다 궂다 멋지다 귀하다 어렵다 차갑다 우연찮다 뜨다 쓸데없다 부드럽다 갓다 활기차다 어딨다 좁다 재미없다 무지하다 거칠다 좋다 약하다 비싸다 예뿌다 지겹다 느리다 덜하다 눈부시다 인상깊다 부럽다 두껍다 어리다 해맑다 예쁘다 아름답다 잽싸다 지나치다 그립다 고르다 안녕하다 실하다 징그럽다 희다 낫다 넓다 수많다 반갑다 재미나다 걸맞다 시끄럽다 틀림없다 진하다 늦다 뛰어나다 르다 남다르다 적다 무겁다 길다 차다 가까우다 배부르다 괜찮다 따갑다 묘하다 섭하다 맵다 세다 환하다 아무렇다 푸르다 맛나다 짙다 어떻다
영진돼지국밥,맛없다 힘들다 비리다 있다 부럽다 빠르다 쎄다 없다 춥다 급하다 귀엽다 가볍다 아쉽다 같다 그렇다 예쁘다 상관없다 알차다 착하다 싱겁다 지나치다 하얗다 그립다 멋있다 놀랍다 찐하다 정겹다 야무지다 흔하다 작다 이렇다 다 크다 고프다 넓다 맛있다 수많다 높다 기쁘다 싫다 많다 엄청나다 쉽다 멀다 강하다 얕다 진하다 늦다 맑다 정신없다 흐리다 아프다 심하다 밝다 나쁘다 어이없다 어떠다 르다 즐겁다 적다 얇다 질기다 깊다 재미있다 저렇다 슴슴하다 젊다 멋지다 길다 짧다 바쁘다 어렵다 굳다 차다 뜨다 부드럽다 편하다 어딨다 덥다 가파르다 싸다 괜찮다 굵다 배부르다 가깝다 뽀얗다 좁다 무지하다 맵다 좋다 세다 새롭다 붉다 시다 배고프다 비싸다 예뿌다 뒤늦다 똑같다 지겹다 맛나다 재밌다 이쁘다 어떻다
옛백제병원,귀여우다 힘들다 부드럽다 정신없다 편하다 가까우다 작다 인상깊다 있다 부럽다 가파르다 괜찮다 어둡다 오래다 다 밝다 우연찮다 좁다 없다 크다 가볍다 넓다 귀엽다 고프다 맛있다 나쁘다 어이없다 아쉽다 좋다 세다 수많다 새롭다 붉다 르다 반갑다 높다 적다 같다 깊다 예쁘다 재미있다 그렇다 상관없다 싫다 시다 더우다 많다 젊다 비싸다 궂다 멋지다 뒤늦다 멋있다 길다 놀랍다 똑같다 쉽다 시끄럽다 지겹다 맛나다 느리다 재밌다 이쁘다 짧다 어렵다 정겹다 낡다 늦다
오륙도 등대,안타깝다 힘들다 있다 무섭다 없다 귀엽다 가볍다 힘드다 아쉽다 추우다 같다 예쁘다 그렇다 알차다 아름답다 지나치다 하얗다 멋있다 앙증맞다 야무지다 안녕하다 드넓다 작다 이렇다 낫다 크다 넓다 맛있다 수많다 아깝다 반갑다 높다 싫다 많다 쉽다 시끄럽다 멀다 진하다 귀찮다 늦다 맑다 낮다 흐리다 뜨겁다 밝다 낯설다 잘다 즐겁다 적다 얇다 질기다 재미있다 젊다 멋지다 길다 외롭다 짧다 바쁘다 어렵다 굳다 부드럽다 편하다 어딨다 덥다 싸다 가파르다 괜찮다 가깝다 좁다 묘하다 좋다 세다 새롭다 아무렇다 비싸다 뒤늦다 똑같다 재밌다 이쁘다 노랗다 어떻다
