keyword,same
승학산,"['젊다', '드넓다', '빨갛다', '힘차다', '빠르다', '속상하다', '적다', '미끄럽다', '비싸다', '낫다', '인상깊다', '밝다', '곱다', '엄청나다', '알차다', '이롭다', '좁다', '반갑다', '얕다', '기쁘다', '아깝다', '연하다', '야무지다', '습하다', '어렵다', '즐겁다', '무섭다', '험하다', '색다르다', '더럽다', '정겹다', '멀다', '가쁘다', '뛰어나다', '지겹다', '노랗다', '따갑다', '뜨겁다', '멋있다', '붉다', '맑다', '그립다', '재미나다', '손쉽다', '아름답다', '틀림없다', '놀랍다', '고르다', '춥다', '어둡다', '가깝다', '가파르다', '무겁다', '안타깝다', '귀엽다', '덥다', '힘겹다', '뿌옇다', '뜻깊다', '이쁘다', '약하다', '가볍다', '멋지다', '박하다', '재미있다', '깊다', '급하다', '짙다', '싫다', '느리다', '낮다', '귀하다', '힘드다', '빡세다', '그럴싸하다', '흉하다', '숨차다', '가까우다']"
땅뫼산,"['흔하다', '귀엽다', '젊다', '덥다', '드넓다', '알차다', '멋있다', '뿌옇다', '붉다', '좁다', '맑다', '빠르다', '그립다', '반갑다', '푸르다', '따시다', '이쁘다', '적다', '앙증맞다', '야무지다', '미끄럽다', '가볍다', '낯설다', '곧다', '멋지다', '어렵다', '빡시다', '재미있다', '즐겁다', '차갑다', '무섭다', '깊다', '하얗다', '못지않다', '싫다', '아름답다', '외지다', '멀다', '밝다', '낮다', '가쁘다', '고르다', '힘드다', '빡세다', '뛰어나다', '춥다', '어둡다', '노랗다', '가깝다', '가파르다']"
영도 청학배수지 전망대,"['흔하다', '수많다', '드넓다', '젊다', '싸다', '매섭다', '휑하다', '눈부시다', '힘차다', '빠르다', '속상하다', '적다', '높디높다', '미끄럽다', '비싸다', '두렵다', '낫다', '세차다', '하얗다', '인상깊다', '아쉬우다', '예뿌다', '밝다', '알맞다', '쎄다', '구리다', '정신없다', '엄청나다', '오래다', '까맣다', '비좁다', '알차다', '새롭다', '손색없다', '좁다', '얕다', '기쁘다', '즐거다', '아깝다', '앙증맞다', '시끄럽다', '야무지다', '습하다', '어렵다', '무섭다', '즐겁다', '험하다', '거칠다', '색다르다', '희다', '더럽다', '뜨거우다', '정겹다', '멀다', '해맑다', '부끄럽다', '지겹다', '쩔다', '애처롭다', '뜨겁다', '멋있다', '유례없다', '붉다', '드물다', '실하다', '맑다', '그립다', '변함없다', '어이없다', '커다랗다', '묘하다', '맑디맑다', '생뚱맞다', '조그맣다', '손쉽다', '널럴하다', '섭하다', '아름답다', '벌겋다', '촌스럽다', '재빠르다', '슬프다', '용하다', '시리다', '놀랍다', '고르다', '춥다', '어둡다', '가깝다', '가파르다', '무겁다', '안타깝다', '귀엽다', '덥다', '짙푸르다', '뿌옇다', '어지럽다', '유별나다', '더우다', '푸르다', '뜻깊다', '귀여우다', '이쁘다', '동그랗다', '약하다', '좁디좁다', '낯설다', '가볍다', '멋지다', '빡시다', '재미있다', '깊다', '차갑다', '못지않다', '급하다', '짙다', '뼈저리다', '환하다', '싫다', '느리다', '낡다', '낮다', '파랗다', '목마르다', '힘드다', '빡세다', '과하다']"
우암동 도시 숲,"['흔하다', '짠하다', '수많다', '드넓다', '젊다', '시뻘겋다', '매섭다', '벅차다', '싸다', '캄캄하다', '휑하다', '빨갛다', '눈부시다', '힘차다', '빠르다', '속상하다', '어두다', '적다', '미끄럽다', '비싸다', '두렵다', '번거롭다', '낫다', '뻔하다', '옛스럽다', '세차다', '하얗다', '순하다', '인상깊다', '아쉬우다', '하찮다', '역하다', '예뿌다', '어두우다', '두껍다', '밝다', '성스럽다', '무덥다', '모자라다', '알맞다', '걸맞다', '쎄다', '구리다', '정신없다', '곱다', '엄청나다', '사이좋다', '오래다', '과하다', '까맣다', '손색없다', '알차다', '줄기차다', '빼어나다', '비좁다', '예뻤다', '새롭다', '빡쎄다', '이롭다', '사납다', '좁다', '지리다', '얕다', '반갑다', '즐거다', '기쁘다', '아깝다', '앙증맞다', '시끄럽다', '연하다', '따시다', '야무지다', '헛되다', '새파랗다', '우습다', '억세다', '습하다', '남부럽다', '어렵다', '거세다', '무섭다', '익다', '즐겁다', '험하다', '폭넓다', '어려우다', '색다르다', '거칠다', '희다', '더럽다', '오지다', '두드러지다', '정겹다', '매끄럽다', '해맑다', '멀다', '부끄럽다', '냅다', '가쁘다', '싱그럽다', '어설프다', '친하다', '차다', '넓디넓다', '뛰어나다', '지겹다', '쩔다', '주옥같다', '문제없다', '빛바래다', '노랗다', '드럽다', '따갑다', '뜨겁다', '멋있다', '훤하다', '붉다', '드물다', '찹다', '밉다', '실하다', '그립다', '맑다', '재미나다', '올곧다', '변함없다', '한결같다', '어이없다', '까다롭다', '커다랗다', '묘하다', '곧다', '그리우다', '생뚱맞다', '서럽다', '맑디맑다', '끊임없다', '메마르다', '조그맣다', '손쉽다', '영하다', '외롭다', '섭하다', '흥겹다', '아름답다', '외지다', '푸르르다', '틀림없다', '벌겋다', '재빠르다', '낯익다', '슬프다', '아름다우다', '놀랍다', '징그럽다', '고르다', '춥다', '수줍다', '검붉다', '어둡다', '야물딱지다', '쑥스럽다', '감쪽같다', '고달프다', '숱하다', '가깝다', '단촐하다', '너그럽다', '안타깝다', '무겁다', '가파르다', '귀엽다', '아낌없다', '힘겹다', '덥다', '점잖다', '뿌옇다', '버겁다', '재미없다', '거침없다', '격하다', '어지럽다', '유별나다', '더우다', '뜻있다', '고되다', '푸르다', '뜻깊다', '귀여우다', '동그랗다', '기똥차다', '이쁘다', '약하다', '쓸데없다', '새빨갛다', '특출나다', '정답다', '가볍다', '끄떡없다', '낯설다', '우렁차다', '멋지다', '박하다', '빡시다', '만만찮다', '재미있다', '밤늦다', '차갑다', '누리다', '깊다', '못지않다', '잽싸다', '급하다', '짙다', '따숩다', '심심찮다', '환하다', '적잖다', '싫다', '느리다', '남다르다', '낡다', '낮다', '보드랍다', '활기차다', '흐드러지다', '파랗다', '귀하다', '목마르다', '힘드다', '빡세다', '덩그러다', '새까맣다', '기막히다', '흉하다', '그럴싸하다', '퍼렇다', '굳세다', '숨차다', '가까우다']"
흰여울문화마을,"['흔하다', '수많다', '드넓다', '젊다', '싸다', '매섭다', '벅차다', '부시다', '빨갛다', '눈부시다', '주의깊다', '힘차다', '서글프다', '빠르다', '속상하다', '적다', '미끄럽다', '비싸다', '두렵다', '번거롭다', '낫다', '세차다', '불티나다', '하얗다', '값싸다', '순하다', '탁하다', '인상깊다', '아쉬우다', '하찮다', '예뿌다', '어두우다', '밝다', '성스럽다', '무덥다', '알맞다', '걸맞다', '쎄다', '구리다', '정신없다', '곱다', '엄청나다', '오래다', '까맣다', '손색없다', '알차다', '줄기차다', '비좁다', '예뻤다', '새롭다', '멋없다', '사납다', '좁다', '반갑다', '얕다', '기쁘다', '아깝다', '앙증맞다', '시끄럽다', '연하다', '찰지다', '따시다', '야무지다', '헛되다', '새파랗다', '우습다', '억세다', '습하다', '어렵다', '무섭다', '즐겁다', '살갑다', '험하다', '어려우다', '색다르다', '거칠다', '희다', '더럽다', '오지다', '뜨거우다', '정겹다', '매끄럽다', '해맑다', '멀다', '부끄럽다', '냅다', '어설프다', '차다', '친하다', '지겹다', '쩔다', '노랗다', '드럽다', '따갑다', '뜨겁다', '멋있다', '슬푸다', '훤하다', '붉다', '드물다', '찹다', '실하다', '그립다', '맑다', '재미나다', '변함없다', '쨍하다', '한결같다', '어이없다', '까다롭다', '커다랗다', '묘하다', '맑디맑다', '조그맣다', '외롭다', '새카맣다', '널럴하다', '섭하다', '흥겹다', '아름답다', '외지다', '푸르르다', '벌겋다', '촌스럽다', '재빠르다', '후하다', '슬프다', '놀랍다', '징그럽다', '고르다', '시리다', '춥다', '수줍다', '어둡다', '야물딱지다', '쑥스럽다', '가깝다', '감쪽같다', '무겁다', '가파르다', '단촐하다', '안타깝다', '귀엽다', '덥다', '힘겹다', '시퍼렇다', '뿌옇다', '재미없다', '어지럽다', '격하다', '더우다', '푸르다', '귀여우다', '동그랗다', '기똥차다', '감명깊다', '이쁘다', '쓸데없다', '약하다', '좁디좁다', '희뿌옇다', '가볍다', '낯설다', '멋지다', '어여쁘다', '재미있다', '밤늦다', '차갑다', '깊다', '못지않다', '잽싸다', '급하다', '짙다', '따숩다', '심심찮다', '환하다', '싫다', '추우다', '느리다', '지겨우다', '남다르다', '낡다', '낮다', '활기차다', '파랗다', '귀하다', '힘드다', '빡세다', '바르다', '덩그러다', '새까맣다', '흉하다', '과하다', '누리다', '달갑다', '숨차다', '가까우다']"
기장해녀촌(연화리횟촌),"['수많다', '짠하다', '흔하다', '젊다', '싸다', '드넓다', '빨갛다', '눈부시다', '빠르다', '속상하다', '적다', '미끄럽다', '비싸다', '번거롭다', '낫다', '뻔하다', '하얗다', '순하다', '인상깊다', '아쉬우다', '하찮다', '역하다', '예뿌다', '두껍다', '밝다', '보람차다', '알맞다', '걸맞다', '쎄다', '구리다', '정신없다', '곱다', '엄청나다', '사이좋다', '까맣다', '비좁다', '알차다', '새롭다', '손색없다', '빡쎄다', '경이롭다', '좁다', '반갑다', '지리다', '얕다', '족하다', '아깝다', '앙증맞다', '시끄럽다', '연하다', '따시다', '야무지다', '습하다', '어렵다', '남부럽다', '즐겁다', '무섭다', '험하다', '어려우다', '색다르다', '더럽다', '희다', '오지다', '뜨거우다', '멀다', '해맑다', '냅다', '부끄럽다', '싱그럽다', '친하다', '차다', '새로우다', '쩔다', '드럽다', '따갑다', '뜨겁다', '멋있다', '훤하다', '드세다', '요상하다', '붉다', '찹다', '실하다', '맑다', '그립다', '변함없다', '쨍하다', '어이없다', '커다랗다', '까다롭다', '묘하다', '맑디맑다', '조그맣다', '손쉽다', '외롭다', '널럴하다', '섭하다', '아름답다', '푸르르다', '틀림없다', '벌겋다', '촌스럽다', '재빠르다', '슬프다', '낯익다', '아름다우다', '놀랍다', '고르다', '징그럽다', '춥다', '용하다', '수줍다', '어둡다', '야물딱지다', '가깝다', '가파르다', '무겁다', '단촐하다', '안타깝다', '귀엽다', '덥다', '힘겹다', '새하얗다', '달디달다', '뿌옇다', '재미없다', '어지럽다', '더우다', '푸르다', '이쁘다', '동그랗다', '기똥차다', '쓸데없다', '특출나다', '정답다', '가볍다', '낯설다', '멋지다', '재미있다', '깊다', '차갑다', '밤늦다', '못지않다', '잽싸다', '급하다', '짙다', '환하다', '싫다', '느리다', '지겨우다', '남다르다', '낡다', '낮다', '활기차다', '보드랍다', '씨다', '파랗다', '귀하다', '힘드다', '빡세다', '덩그러다', '새까맣다', '과하다', '달갑다', '가까우다']"
이중섭거리,"['수많다', '흔하다', '짠하다', '젊다', '싸다', '빨갛다', '빠르다', '적다', '비싸다', '낫다', '하찮다', '두껍다', '밝다', '알맞다', '쎄다', '정신없다', '곱다', '엄청나다', '오래다', '알차다', '새롭다', '좁다', '반갑다', '얕다', '아깝다', '시끄럽다', '야무지다', '어렵다', '거세다', '즐겁다', '어려우다', '험하다', '희다', '정겹다', '멀다', '부끄럽다', '어설프다', '차다', '따갑다', '뜨겁다', '멋있다', '붉다', '드물다', '실하다', '맑다', '그립다', '어이없다', '묘하다', '아름답다', '슬프다', '아름다우다', '놀랍다', '고르다', '춥다', '어둡다', '가깝다', '가파르다', '안타깝다', '귀엽다', '덥다', '더우다', '푸르다', '뜻깊다', '귀여우다', '이쁘다', '가볍다', '낯설다', '멋지다', '재미있다', '깊다', '차갑다', '못지않다', '급하다', '짙다', '싫다', '느리다', '낡다', '낮다', '힘드다', '빡세다', '덩그러다', '과하다']"
가덕도,"['흔하다', '수많다', '간드러지다', '젊다', '싸다', '드넓다', '짠하다', '빨갛다', '눈부시다', '힘차다', '빠르다', '적다', '미끄럽다', '비싸다', '번거롭다', '낫다', '세차다', '하얗다', '순하다', '인상깊다', '아쉬우다', '예뿌다', '어두우다', '밝다', '무덥다', '알맞다', '걸맞다', '쎄다', '정신없다', '곱다', '미끄러우다', '엄청나다', '사이좋다', '과하다', '까맣다', '비좁다', '알차다', '새롭다', '손색없다', '예뻤다', '경이롭다', '좁다', '반갑다', '기쁘다', '얕다', '즐거다', '아깝다', '앙증맞다', '시끄럽다', '연하다', '따시다', '야무지다', '습하다', '어렵다', '거세다', '즐겁다', '무섭다', '험하다', '어려우다', '거칠다', '희다', '정겹다', '멀다', '해맑다', '부끄럽다', '고풍스럽다', '싱그럽다', '차다', '넓디넓다', '지겹다', '쩔다', '문제없다', '노랗다', '따갑다', '뜨겁다', '멋있다', '드세다', '유례없다', '붉다', '드물다', '밉다', '맑다', '그립다', '변함없다', '어이없다', '그리우다', '조그맣다', '찡하다', '널럴하다', '외롭다', '섭하다', '아름답다', '틀림없다', '촌스럽다', '재빠르다', '슬프다', '낯익다', '놀랍다', '시리다', '고르다', '춥다', '징그럽다', '수줍다', '어둡다', '가깝다', '가파르다', '무겁다', '단촐하다', '안타깝다', '귀엽다', '덥다', '힘겹다', '뿌옇다', '재미없다', '어지럽다', '격하다', '더우다', '푸르다', '짓궂다', '뜻깊다', '귀여우다', '이쁘다', '약하다', '좁디좁다', '가볍다', '낯설다', '멋지다', '박하다', '재미있다', '깊다', '차갑다', '밤늦다', '못지않다', '급하다', '짙다', '따숩다', '심심찮다', '환하다', '싫다', '추우다', '느리다', '남다르다', '낡다', '낮다', '보드랍다', '흐드러지다', '파랗다', '귀하다', '힘드다', '빡세다', '기막히다', '흥겹다', '가까우다']"
월전포구(월전방파제),"['수많다', '흔하다', '젊다', '싸다', '휑하다', '빨갛다', '눈부시다', '빠르다', '어두다', '적다', '미끄럽다', '비싸다', '낫다', '세차다', '하얗다', '순하다', '아쉬우다', '밝다', '알맞다', '걸맞다', '쎄다', '곱다', '엄청나다', '오래다', '까맣다', '비좁다', '알차다', '새롭다', '좁다', '반갑다', '기쁘다', '아깝다', '시끄럽다', '야무지다', '습하다', '어렵다', '무섭다', '즐겁다', '어려우다', '색다르다', '희다', '정겹다', '멀다', '차다', '지겹다', '노랗다', '드럽다', '멋있다', '드세다', '붉다', '맑다', '커다랗다', '손쉽다', '아름답다', '푸르르다', '아름다우다', '놀랍다', '용하다', '춥다', '어둡다', '가깝다', '가파르다', '숱하다', '안타깝다', '귀엽다', '덥다', '드높다', '뿌옇다', '버겁다', '푸르다', '이쁘다', '쓸데없다', '가볍다', '멋지다', '재미있다', '깊다', '차갑다', '못지않다', '급하다', '짙다', '싫다', '느리다', '남다르다', '낡다', '낮다', '파랗다', '힘드다', '빡세다', '새까맣다']"
죽성항(황학대),"['흔하다', '오래다', '젊다', '싸다', '덥다', '알차다', '새롭다', '벅차다', '멋있다', '눈부시다', '붉다', '경이롭다', '힘차다', '드물다', '좁다', '맑다', '재미나다', '반갑다', '얕다', '이쁘다', '앙증맞다', '미끄럽다', '비싸다', '낫다', '가볍다', '묘하다', '멋지다', '어렵다', '어여쁘다', '즐겁다', '깊다', '하얗다', '아름답다', '정겹다', '멀다', '낮다', '무덥다', '귀하다', '춥다', '덩그러다', '걸맞다', '지겹다', '새까맣다', '곱다', '가깝다', '가파르다', '안타깝다']"
영주하늘눈전망대,"['흔하다', '짠하다', '수많다', '드넓다', '젊다', '간드러지다', '매섭다', '벅차다', '시뻘겋다', '부시다', '싸다', '휑하다', '빨갛다', '파아랗다', '눈부시다', '힘차다', '뿌리깊다', '빠르다', '속상하다', '어두다', '높디높다', '적다', '헐벗다', '미끄럽다', '비싸다', '두렵다', '번거롭다', '낫다', '뻔하다', '옛스럽다', '세차다', '값싸다', '하얗다', '순하다', '마땅찮다', '인상깊다', '아쉬우다', '하찮다', '예뿌다', '어두우다', '두껍다', '밝다', '무덥다', '알맞다', '걸맞다', '쎄다', '구리다', '정신없다', '곱다', '미끄러우다', '엄청나다', '사이좋다', '오래다', '꿈같다', '까맣다', '손색없다', '알차다', '빼어나다', '비좁다', '예뻤다', '새롭다', '빡쎄다', '경이롭다', '이롭다', '사납다', '청승맞다', '좁다', '반갑다', '얕다', '즐거다', '기쁘다', '아깝다', '앙증맞다', '시끄럽다', '연하다', '찰지다', '따시다', '야무지다', '헛되다', '새파랗다', '우습다', '습하다', '경사지다', '어렵다', '거세다', '무섭다', '익다', '즐겁다', '험하다', '살갑다', '어려우다', '색다르다', '거칠다', '희다', '더럽다', '오지다', '뜨거우다', '두드러지다', '정겹다', '멀다', '해맑다', '냅다', '부끄럽다', '싱그럽다', '어설프다', '친하다', '차다', '넓디넓다', '뛰어나다', '지겹다', '쩔다', '노랗다', '애처롭다', '구성지다', '드럽다', '따갑다', '뜨겁다', '뜨시다', '멋있다', '훤하다', '드세다', '유례없다', '붉다', '드물다', '찹다', '밉다', '실하다', '그립다', '맑다', '재미나다', '올곧다', '변함없다', '쿨하다', '쨍하다', '어이없다', '커다랗다', '묘하다', '곧다', '맑디맑다', '생뚱맞다', '끊임없다', '조그맣다', '찡하다', '손쉽다', '영하다', '외롭다', '높다랗다', '섭하다', '여리다', '아름답다', '푸르르다', '틀림없다', '촌스럽다', '재빠르다', '후하다', '고우다', '낯익다', '슬프다', '아름다우다', '놀랍다', '징그럽다', '고르다', '즐거우다', '시리다', '춥다', '수줍다', '서툴다', '검붉다', '어둡다', '야물딱지다', '쑥스럽다', '가깝다', '가파르다', '무겁다', '단촐하다', '안타깝다', '귀엽다', '덥다', '힘겹다', '새하얗다', '먹먹하다', '뿌옇다', '재미없다', '우중충하다', '거침없다', '격하다', '어지럽다', '더우다', '뜻있다', '고되다', '짓궂다', '푸르다', '나긋나긋하다', '뜻깊다', '귀여우다', '감명깊다', '기똥차다', '동그랗다', '이쁘다', '쓸데없다', '감질나다', '약하다', '새빨갛다', '정답다', '가볍다', '낯설다', '멋지다', '박하다', '빡시다', '만만찮다', '재미있다', '밤늦다', '차갑다', '누리다', '깊다', '값지다', '얄궂다', '못지않다', '잽싸다', '급하다', '짙다', '따숩다', '심심찮다', '환하다', '적잖다', '싫다', '추우다', '느리다', '남다르다', '후지다', '낡다', '낮다', '시렵다', '활기차다', '흐드러지다', '파랗다', '귀하다', '힘드다', '빡세다', '바르다', '과하다', '굳세다', '달갑다', '가까우다']"
천마산하늘전망대,"['수많다', '흔하다', '귀엽다', '드넓다', '젊다', '싸다', '손색없다', '새롭다', '비좁다', '알차다', '멋있다', '힘겹다', '뿌옇다', '붉다', '이롭다', '재미없다', '어지럽다', '좁다', '빠르다', '맑다', '얕다', '아깝다', '적다', '이쁘다', '비싸다', '좁디좁다', '억세다', '가볍다', '멋지다', '어렵다', '재미있다', '즐겁다', '무섭다', '깊다', '험하다', '손쉽다', '못지않다', '거칠다', '색다르다', '급하다', '비탈지다', '희다', '새카맣다', '짙다', '심심찮다', '환하다', '아름답다', '멀다', '밝다', '낮다', '싱그럽다', '놀랍다', '춥다', '힘드다', '걸맞다', '수줍다', '검붉다', '어둡다', '노랗다', '가깝다', '가파르다', '안타깝다']"
캐비네 드 쁘아쏭(미디어 갤러리),"['흔하다', '수많다', '젊다', '드넓다', '싸다', '빨갛다', '눈부시다', '도드라지다', '힘차다', '빠르다', '속상하다', '적다', '비싸다', '멋들어지다', '두렵다', '낫다', '세차다', '하얗다', '가엾다', '순하다', '인상깊다', '아쉬우다', '하찮다', '예뿌다', '어두우다', '두껍다', '밝다', '알맞다', '쎄다', '걸맞다', '구리다', '정신없다', '곱다', '미끄러우다', '엄청나다', '오래다', '비좁다', '알차다', '새롭다', '줄기차다', '빡쎄다', '이롭다', '좁다', '반갑다', '얕다', '족하다', '기쁘다', '즐거다', '아깝다', '시끄럽다', '앙증맞다', '연하다', '야무지다', '습하다', '어렵다', '즐겁다', '무섭다', '폭넓다', '험하다', '색다르다', '더럽다', '희다', '오지다', '뜨거우다', '정겹다', '멀다', '해맑다', '매끄럽다', '부끄럽다', '싱그럽다', '차다', '뛰어나다', '지겹다', '주옥같다', '문제없다', '노랗다', '뜨겁다', '멋있다', '드세다', '유례없다', '붉다', '드물다', '찹다', '실하다', '맑다', '그립다', '재미나다', '변함없다', '쨍하다', '어이없다', '커다랗다', '묘하다', '서럽다', '끊임없다', '조그맣다', '손쉽다', '섭하다', '아름답다', '틀림없다', '촌스럽다', '재빠르다', '슬프다', '낯익다', '아름다우다', '시리다', '고르다', '놀랍다', '춥다', '징그럽다', '용하다', '서툴다', '검붉다', '수줍다', '어둡다', '야물딱지다', '가깝다', '가파르다', '무겁다', '안타깝다', '귀엽다', '덥다', '힘겹다', '뿌옇다', '점잖다', '재미없다', '어지럽다', '거침없다', '격하다', '더우다', '푸르다', '고되다', '짓궂다', '뜻깊다', '귀여우다', '이쁘다', '동그랗다', '쓸데없다', '특출나다', '정답다', '낯설다', '가볍다', '멋지다', '빡시다', '만만찮다', '재미있다', '깊다', '차갑다', '밤늦다', '못지않다', '잽싸다', '급하다', '짙다', '환하다', '싫다', '추우다', '느리다', '남다르다', '낡다', '낮다', '보드랍다', '활기차다', '씨다', '파랗다', '귀하다', '목마르다', '힘드다', '빡세다', '기막히다', '그럴싸하다', '과하다', '가까우다']"
황령산 전망대,"['수많다', '흔하다', '짠하다', '젊다', '싸다', '드넓다', '매섭다', '빨갛다', '파아랗다', '눈부시다', '힘차다', '빠르다', '속상하다', '적다', '비싸다', '멋들어지다', '낫다', '뻔하다', '세차다', '하얗다', '순하다', '인상깊다', '아쉬우다', '역하다', '어두우다', '예뿌다', '두껍다', '밝다', '무덥다', '쎄다', '걸맞다', '구리다', '정신없다', '곱다', '엄청나다', '사이좋다', '오래다', '비좁다', '알차다', '새롭다', '손색없다', '줄기차다', '빼어나다', '예뻤다', '빡쎄다', '이롭다', '좁다', '반갑다', '얕다', '기쁘다', '즐거다', '아깝다', '시끄럽다', '앙증맞다', '연하다', '야무지다', '헛되다', '우습다', '습하다', '어렵다', '거세다', '무섭다', '즐겁다', '폭넓다', '어려우다', '험하다', '색다르다', '거칠다', '뜨거우다', '정겹다', '멀다', '해맑다', '매끄럽다', '가쁘다', '싱그럽다', '차다', '뛰어나다', '지겹다', '따갑다', '뜨겁다', '멋있다', '훤하다', '유례없다', '붉다', '드물다', '찹다', '실하다', '맑다', '그립다', '어이없다', '묘하다', '조그맣다', '손쉽다', '외롭다', '섭하다', '아름답다', '촌스럽다', '재빠르다', '슬프다', '아름다우다', '놀랍다', '고르다', '용하다', '춥다', '수줍다', '어둡다', '가깝다', '가파르다', '무겁다', '안타깝다', '귀엽다', '덥다', '힘겹다', '먹먹하다', '뿌옇다', '거침없다', '더우다', '푸르다', '고되다', '뜻깊다', '귀여우다', '이쁘다', '동그랗다', '약하다', '감질나다', '쓸데없다', '새빨갛다', '가볍다', '낯설다', '멋지다', '박하다', '만만찮다', '재미있다', '깊다', '차갑다', '밤늦다', '못지않다', '얄궂다', '잽싸다', '급하다', '짙다', '따숩다', '심심찮다', '환하다', '싫다', '추우다', '느리다', '남다르다', '후지다', '낡다', '낮다', '흐드러지다', '파랗다', '귀하다', '힘드다', '빡세다', '새까맣다', '기막히다', '과하다', '가까우다']"
아미산 전망대,"['수많다', '흔하다', '시뻘겋다', '드넓다', '젊다', '싸다', '매섭다', '벅차다', '빨갛다', '눈부시다', '힘차다', '빠르다', '적다', '비싸다', '멋들어지다', '낫다', '뻔하다', '세차다', '하얗다', '인상깊다', '밝다', '무덥다', '곱다', '엄청나다', '사이좋다', '과하다', '손색없다', '예뻤다', '새롭다', '알차다', '비좁다', '빼어나다', '좁다', '얕다', '아깝다', '시끄럽다', '야무지다', '우습다', '억세다', '어렵다', '무섭다', '즐겁다', '어려우다', '거칠다', '희다', '더럽다', '정겹다', '멀다', '부끄럽다', '지겹다', '노랗다', '뜨겁다', '멋있다', '붉다', '드물다', '맑다', '쨍하다', '어이없다', '묘하다', '아름답다', '아름다우다', '놀랍다', '고르다', '춥다', '수줍다', '어둡다', '가깝다', '가파르다', '귀엽다', '덥다', '힘겹다', '뿌옇다', '푸르다', '이쁘다', '약하다', '동그랗다', '가볍다', '멋지다', '재미있다', '깊다', '값지다', '못지않다', '급하다', '짙다', '환하다', '싫다', '느리다', '낡다', '낮다', '보드랍다', '파랗다', '힘드다', '흥겹다', '가까우다']"
청학 수변공원,"['흔하다', '젊다', '드넓다', '싸다', '휑하다', '힘차다', '빠르다', '적다', '비싸다', '낫다', '세차다', '하얗다', '아쉬우다', '예뿌다', '밝다', '알맞다', '쎄다', '엄청나다', '손색없다', '알차다', '새롭다', '예뻤다', '좁다', '반갑다', '얕다', '아깝다', '시끄럽다', '야무지다', '습하다', '어렵다', '거세다', '무섭다', '즐겁다', '색다르다', '더럽다', '오지다', '멀다', '뛰어나다', '쩔다', '따갑다', '뜨겁다', '멋있다', '붉다', '드물다', '찹다', '실하다', '맑다', '어이없다', '까다롭다', '손쉽다', '아름답다', '재빠르다', '슬프다', '용하다', '놀랍다', '춥다', '어둡다', '가깝다', '가파르다', '안타깝다', '귀엽다', '덥다', '짙푸르다', '뿌옇다', '재미없다', '어지럽다', '푸르다', '이쁘다', '동그랗다', '감명깊다', '가볍다', '멋지다', '재미있다', '깊다', '못지않다', '급하다', '짙다', '환하다', '싫다', '지겨우다', '낡다', '낮다', '활기차다', '힘드다']"
