keyword,adj_count_2
마하사(부산),    좋다    6      있다    4      많다    3      같다    3      멋지다    2      높다    1      가깝다    1      흐리다    1      없다    1      괜찮다    1  
만덕고개 누리길 전망데크,    좋다    58      같다    33      없다    31      있다    29      많다    20      높다    5      예쁘다    5      이쁘다    4      넓다    4      힘들다    4      멀다    3      길다    3      붉다    3      작다    3      늦다    3      크다    3      맑다    3      아쉽다    3      쉽다    3      괜찮다    2      편하다    2      가볍다    2      싫다    2      묘하다    1      안타깝다    1      낡다    1      반갑다    1      재밌다    1      새롭다    1      앙증맞다    1      귀엽다    1      나다    1      어둡다    1      흐리다    1      힘겹다    1      그렇다    1      멋지다    1      아름답다    1      어렵다    1      빠르다    1      재미있다    1      밝다    1      가깝다    1     다 르다    1      멋있다    1      까맣다    1      부럽다    1      적다    1      즐겁다    1      어딨다    1      옳다    1      나쁘다    1      험하다    1  
만들숲,    좋다    865      같다    617      있다    512      없다    485      맛있다    479      많다    357      작다    94      크다    67      예쁘다    66      괜찮다    65      재밌다    62      싫다    61      힘들다    54      넓다    52      높다    49      길다    48      그렇다    43      아쉽다    41      쉽다    38      늦다    38      짧다    34      깊다    33      편하다    32      귀엽다    31      이쁘다    31      맑다    29      재미있다    28      야무지다    24     다 르다    23      엄청나다    23      아름답다    20      알차다    20      즐겁다    18      적다    18      빠르다    17      멋지다    16      귀찮다    16      급하다    16      낮다    15      나쁘다    15      어렵다    14      멀다    14      맛없다    14      덥다    13      좁다    12      아프다    12      수많다    11      비싸다    11      춥다    11      검다    11      놀랍다    10      가볍다    10      어이없다    10      새롭다    9      부드럽다    9      진하다    9      어떻다    9      가깝다    9      똑같다    9      멋있다    8      인상깊다    7      싸다    7      맛나다    7      밝다    7      바쁘다    7      맵다    7      지나치다    6      낫다    6      뜨겁다    5      나다    5      귀하다    5      두껍다    5      찐하다    5      고맙다    5      젊다    5      얇다    5      슬프다    5      흔하다    4      굳다    4      정신없다    4      어리다    4      예뿌다    4      곱다    4      강하다    4      손쉽다    4      친하다    4      짙다    4      붉다    4      묘하다    4      반갑다    4      드럽다    4      따숩다    4      기쁘다    4      고프다    4      세다    4      외롭다    4      상관없다    3      굵다    3      과하다    3      휑하다    3  
맥도생태공원,    좋다    1795      같다    985      있다    938      많다    922      없다    885      넓다    293      맛있다    210      예쁘다    205      이쁘다    145      크다    124      길다    122      작다    117      늦다    84      높다    84      맑다    76      괜찮다    74      힘들다    74      아쉽다    66      편하다    59      쉽다    58      짧다    55      적다    55      빠르다    50      아름답다    48      그렇다    46      멀다    43     다 르다    36      덥다    36      귀엽다    34      재밌다    33      싫다    31      가볍다    31      멋지다    30      낮다    27      가깝다    27      좁다    26      엄청나다    25      아프다    22      즐겁다    21      밝다    20      춥다    20      알차다    19      어렵다    19      흐드러지다    18      반갑다    16      심하다    16      붉다    15      흐리다    15      드넓다    15      부럽다    14      수많다    14      바쁘다    14      똑같다    14      가까우다    14      습지다    13      급하다    13      젊다    12      싸다    12      깊다    12      무겁다    12      귀찮다    12      멋있다    11      노랗다    10      재미있다    10      이렇다    10      새롭다    10      뛰어나다    10      하얗다    10      검다    9      나쁘다    9      푸르다    8      어둡다    8      뒤늦다    8      비싸다    8      밭다    8      정신없다    7      뜨겁다    7      지나치다    7      세다    7      고맙다    7      맛나다    7      무섭다    7      야무지다    6      얇다    6      낫다    6      안녕하다    6      예뿌다    6      드물다    6      아무렇다    5      저렇다    5      힘드다    5      어떻다    5      부드럽다    5      부끄럽다    5      곱다    5      옅다    4      상관없다    4      정겹다    4      파랗다    4      짙다    4  
명지동근린공원,    좋다    30      같다    17      없다    16      맛있다    15      있다    14      많다    9      높다    9      그렇다    6      편하다    4      예쁘다    3      빠르다    3      넓다    2      재미있다    2      적다    2      크다    1      즐겁다    1      어떠다    1      비싸다    1      작다    1      쎄다    1      반갑다    1      쉽다    1      아름답다    1      고맙다    1      겉다    1      옅다    1      두껍다    1      남다르다    1      가파르다    1      젊다    1      가깝다    1      걸맞다    1      괜찮다    1      맑다    1      싫다    1  
명지시장전어축제,    좋다    95      맛있다    78      많다    70      없다    55      있다    50      같다    49      작다    9      두껍다    8      크다    7      늦다    7      높다    6      적다    6      넓다    6      엄청나다    5      얇다    4      맛나다    3      뛰어나다    3      야무지다    3      괜찮다    3      길다    3     다 르다    3      부드럽다    3      갓다    3      쉽다    2      아쉽다    2      재미있다    2      새롭다    2      재다    2      궂다    2      그렇다    2      어렵다    2      힘들다    2      예쁘다    2      즐겁다    2      싫다    2      부럽다    2      깊다    2      춥다    2      느리다    2      나쁘다    2      값싸다    1      가늘다    1      속상하다    1      갑작스럽다    1      활기차다    1      고푸다    1      까맣다    1      반갑다    1      바쁘다    1      짧다    1      알차다    1      밝다    1      그립다    1      짙다    1      싸다    1      심심찮다    1      재미나다    1      곱다    1      빠르다    1      쎄다    1      아낌없다    1      진하다    1      못지않다    1      아깝다    1      재밌다    1      똑같다    1      가볍다    1      뜨겁다    1      아름답다    1      이쁘다    1      배고프다    1      휑하다    1      멋지다    1      아쉬우다    1      달큰하다    1      붉다    1      차다    1      여리다    1      남다르다    1      넒다    1      틀림없다    1      배부르다    1      귀찮다    1      덥다    1      정신없다    1      수많다    1      잦다    1      흐드러지다    1  
모노플렉스 오시리아,    맛있다    28      좋다    25      있다    19      같다    17      많다    16      없다    7      작다    5      조다    5      넓다    4      편하다    4      예쁘다    4      크다    4      아쉽다    3      쉽다    2      괜찮다    2      희다    2      빠르다    1      낫다    1      힘겹다    1      가볍다    1      걸맞다    1      춥다    1      맑다    1      안녕하다    1      힘들다    1      끊임없다    1      낮다    1      설다    1      기쁘다    1      척하다    1      바쁘다    1      엄청나다    1      하얗다    1      부드럽다    1      가깝다    1      귀엽다    1     다 르다    1      젊다    1      웁다    1  
모루식당,    좋다    195      맛있다    163      같다    135      없다    125      있다    91      많다    89      예쁘다    23      힘들다    21      작다    18      귀엽다    17      괜찮다    15      길다    13      크다    12      급하다    10      아쉽다    9      높다    9      편하다    8      싫다    8      그렇다    8     다 르다    8      이쁘다    7      빠르다    7      부드럽다    7      덥다    7      재밌다    7      짧다    7      멋있다    6      비싸다    6      밝다    5      쉽다    5      즐겁다    5      좁다    5      적다    5      알차다    5      귀찮다    4      늦다    4      어렵다    4      맑다    4      심하다    3      멀다    3      바쁘다    3      낮다    3      그립다    3      야무지다    3      넓다    3      싸다    3      착하다    2      낡다    2      인상깊다    2      외롭다    2      깊다    2      똑같다    2      배고프다    2      얇다    2      진하다    2      재미있다    2      정신없다    2      이렇다    2      수많다    2      드물다    2      춥다    2      재미없다    2      가깝다    2      저렇다    2      맛나다    2      빡세다    2      가볍다    1      친하다    1      저리다    1      무섭다    1      부시다    1      곱다    1      재빠르다    1      꿈같다    1      어둡다    1      조그맣다    1      고맙다    1      비좁다    1      강하다    1      더럽다    1      슴슴하다    1      시끄럽다    1      장하다    1      검다    1      아름답다    1      잽싸다    1      힘드다    1      맛없다    1      느리다    1      드넓다    1      안타깝다    1      쫀쫀하다    1      습하다    1      굳다    1      오지다    1      고르다    1      거칠다    1      옳다    1      하얗다    1      무겁다    1  
모모스 본점,    좋다    203      같다    165      있다    156      없다    138      맛있다    127      많다    107      작다    22      넓다    19      크다    19      괜찮다    16      아쉽다    11      예쁘다    9      길다    9      늦다    9      쉽다    8      편하다    8      짧다    7      가깝다    7      그렇다    6     다 르다    6      높다    6      재밌다    6      힘들다    5      빠르다    5      부드럽다    5      덥다    4      재미있다    3      귀엽다    3      옅다    3      맛없다    3      나쁘다    3      엄청나다    3      밝다    3      싫다    3      귀여우다    2      즐겁다    2      슬프다    2      적다    2      진하다    2      좁다    2      걸맞다    2      커다랗다    2      낫다    2      멀다    2      기쁘다    2      시다    2      멋있다    2      멋지다    2      뜨겁다    2      이쁘다    2      새롭다    2      인상깊다    2      심하다    2      급하다    2      가볍다    2      춥다    2      뒤늦다    2      고르다    1      비싸다    1      깊다    1      따습다    1      붉다    1      얕다    1      그만하다    1      귀찮다    1      떫다    1      아무렇다    1      부럽다    1      차갑다    1      바쁘다    1      시끄럽다    1      아깝다    1      얇다    1      연하다    1      손색없다    1      지겹다    1      비리다    1      힘차다    1      고맙다    1      알차다    1      맛나다    1      싶다    1      아프다    1      야무지다    1      짙다    1      곱다    1      빨갛다    1      단출하다    1      잦다    1      맛깔지다    1      싱겁다    1      무겁다    1      맵다    1      보드랍다    1      어딨다    1      실하다    1      어지럽다    1      부드러우다    1      빡세다    1      주옥같다    1  
모모스로스터리&커피바,    같다    167      좋다    160      있다    114      없다    102      맛있다    96      많다    90      넓다    36      작다    21      길다    16      높다    14      아쉽다    14      그렇다    13      크다    12      맑다    12      깊다    11      편하다    11      예쁘다    11      멋지다    11      강하다    8      힘들다    8      괜찮다    8      재밌다    7     다 르다    7      쉽다    6      좁다    5      짧다    5      적다    5      새롭다    5      멋있다    5      어떻다    4      부드럽다    4      비싸다    4      엄청나다    4      싫다    4      멀다    4      재미있다    3      가깝다    3      빠르다    3      흐리다    3      덥다    3      귀엽다    3      낮다    3      귀찮다    3      바쁘다    3      이렇다    3      늦다    3      색다르다    3      커다랗다    2      찹다    2      습하다    2      무섭다    2      즐겁다    2      부럽다    2      추우다    2      진하다    2      반갑다    2      푸르다    2      걸맞다    1      옅다    1      그만하다    1      따숩다    1      맛없다    1      낡다    1      낯설다    1      세차다    1      급하다    1      우습다    1      어둡다    1      지나치다    1      언짢다    1      밝다    1      고맙다    1      손색없다    1      지겹다    1      부시다    1      고르다    1      잘다    1      가까우다    1      차갑다    1      상관없다    1      넒다    1      귀여우다    1      알차다    1      어렵다    1      세다    1      파랗다    1      드물다    1      나쁘다    1      찐하다    1      쫀쫀하다    1      기쁘다    1      거칠다    1      놀랍다    1      무지하다    1      이쁘다    1      시끄럽다    1      나다    1      틀림없다    1      똑같다    1      아쉬우다    1  
모모야마,    좋다    102      같다    59      있다    57      맛있다    44      없다    41      많다    25      작다    12      괜찮다    11      높다    11      넓다    9      그렇다    7      예쁘다    7      크다    6     다 르다    5      맑다    3      재밌다    3      적다    3      쉽다    3      깊다    3      힘들다    2      야무지다    2      짧다    2      강하다    2      부드럽다    2      붉다    2      아쉽다    2      싫다    2      젊다    2      짙다    2      얇다    2      나쁘다    2      번거롭다    1      배부르다    1      가깝다    1      아프다    1      문제없다    1      어렵다    1      급하다    1      편하다    1      밝다    1      똑같다    1      맛없다    1      소용없다    1      이쁘다    1      낡다    1      예스럽다    1      정겹다    1      얕다    1      그립다    1      재미나다    1      하얗다    1      아름답다    1      덩그러다    1      걸맞다    1      비싸다    1      조그맣다    1      지나치다    1      맵다    1      좁다    1      검다    1      잘다    1      빠르다    1      길다    1      놀랍다    1      싸다    1      저렇다    1      고르다    1      남다르다    1      바쁘다    1  
묘관음사,    있다    35      좋다    34      같다    26      없다    18      많다    16      맛있다    7      괜찮다    5      작다    5      늦다    5      깊다    4      재밌다    3      길다    3      멀다    3      힘들다    2      굳다    2      크다    2      나쁘다    2      낮다    2      편하다    1      적다    1      넓다    1      아름답다    1      짧다    1      새롭다    1      짙다    1      똑같다    1      어둡다    1      가볍다    1     다 르다    1      즐겁다    1      덥다    1      맑다    1      싫다    1      박하다    1      힘겹다    1      강하다    1      낫다    1      그렇다    1  
문탠로드,    좋다    209      있다    148      같다    92      없다    91      많다    77      맛있다    27      작다    26      예쁘다    24      높다    14      힘들다    12      괜찮다    12      크다    11      아쉽다    10      덥다    10      이쁘다    9      맑다    7      늦다    7     다 르다    7      재밌다    7      비싸다    6      편하다    6      길다    6      좁다    5      멋있다    5      적다    4      어렵다    4      그렇다    4      빠르다    3      쉽다    3      이렇다    3      넓다    3      느리다    2      앙증맞다    2      부럽다    2      상관없다    2      고프다    2      아름답다    2      멋지다    2      밝다    2      엄청나다    2      가깝다    2      똑같다    2      맛나다    2      젊다    2      고맙다    2      춥다    2      깊다    2      낮다    2      짧다    2      즐겁다    1      세다    1      아깝다    1      그지없다    1      아프다    1      흉하다    1      얇다    1      강하다    1      푸르다    1      나쁘다    1      험하다    1      반갑다    1      나다    1      색다르다    1      업다    1      싫다    1      진하다    1      흐리다    1      뒤늦다    1      심하다    1      뜨겁다    1      눈부시다    1      죠다    1      귀엽다    1      붉다    1      수많다    1      재미있다    1      심심찮다    1      멀다    1      급하다    1      재미나다    1      무덥다    1      새롭다    1      노랗다    1      귀찮다    1      어려우다    1      알차다    1      가파르다    1      아쉬우다    1      싸다    1      대차다    1      무섭다    1      쎄다    1  
문토스트,    좋다    198      맛있다    182      같다    148      없다    140      있다    121      많다    81      늦다    19      아쉽다    17      길다    15      괜찮다    15      넓다    14      재밌다    13      짧다    12      이쁘다    12      힘들다    12      맑다    11      예쁘다    11      적다    10      편하다    10      비싸다    10      귀엽다    9      싫다    9      작다    8      맛없다    7      크다    7      야무지다    6      멋있다    6      찹다    6      맛나다    6      밝다    6      굳다    6      그렇다    5      맵다    5      가깝다    5      귀찮다    5      엄청나다    5      가볍다    5      알차다    4      흐리다    4      빠르다    4      쉽다    4      덥다    4     다 르다    4      똑같다    4      높다    3      쎄다    3      무섭다    3      얕다    3      푸르다    3      멀다    3      급하다    3      멋지다    3      심하다    2      부드럽다    2      고프다    2      두껍다    2      깊다    2      아쉬우다    2      놀랍다    2      빡세다    2      언짢다    2      이렇다    2      세다    2      싸다    2      파랗다    2      쪼그맣다    1      새롭다    1      무서우다    1      그립다    1      색다르다    1      좁다    1      얇다    1      쓸모없다    1      착하다    1      연하다    1      속상하다    1      상관없다    1      그릏다    1      저리다    1      지겹다    1      뜨겁다    1      어이없다    1      남다르다    1      흔하다    1      안타깝다    1      춥다    1      어렵다    1      힘드다    1      조다    1      주옥같다    1      따숩다    1      갓다    1      곱다    1      추다    1      친하다    1      어뜨다    1      작디작다    1      찐하다    1      점잖다    1      실하다    1  
물빛색스튜디오,    좋다    7648      같다    6160      없다    5433      있다    5001      많다    3649      맛있다    2526      예쁘다    900      작다    869      크다    668      힘들다    560      넓다    560      재밌다    539      괜찮다    529      높다    472      그렇다    432      맑다    396      귀엽다    383      길다    376      늦다    353      편하다    347      이쁘다    335      아쉽다    325     다 르다    300      싫다    291      쉽다    290      짧다    275      밝다    272      깊다    257      빠르다    208      아름답다    205      재미있다    203      적다    182      멀다    176      붉다    171      즐겁다    164      어렵다    160      젊다    148      좁다    148      멋지다    145      비싸다    144      알차다    141      급하다    140      가볍다    136      검다    135      멋있다    132      귀찮다    131      똑같다    126      야무지다    121      덥다    118      엄청나다    109      낮다    107      아프다    104      수많다    101      무섭다    99      부드럽다    99      나쁘다    98      새롭다    98      춥다    96      바쁘다    93      가깝다    88      싸다    84      얇다    82      짙다    76      맛나다    69      강하다    68      심하다    68      고맙다    67      저렇다    67      지나치다    62      맛없다    57      아깝다    56      이렇다    53      어떻다    52      무겁다    51      부럽다    51      세다    51      낫다    49      맵다    47      놀랍다    45      흐리다    45      어이없다    44      나다    43      얕다    42      반갑다    41      하얗다    41      진하다    40      고르다    39      옳다    39      파랗다    38      어둡다    38      푸르다    34      드넓다    34      고프다    33      굵다    32      굳다    31      뜨겁다    31      알맞다    30      낯설다    30      예뿌다    30      귀하다    30  
뮤지엄 원,    좋다    226      있다    175      같다    139      많다    126      없다    100      맛있다    56      넓다    23      재밌다    19      괜찮다    19      크다    19      작다    17      예쁘다    12      늦다    11      알차다    10      길다    9      멋있다    8      적다    8      편하다    8      짧다    7      급하다    7      싫다    7      덥다    7      높다    6      이쁘다    6      좁다    6      귀엽다    6      아쉽다    6      즐겁다    6      그렇다    5      힘들다    5      깊다    4     다 르다    4      아름답다    4      엄청나다    4      무섭다    3      맑다    3      가볍다    3      부드럽다    3      빠르다    3      춥다    3      젊다    2      똑같다    2      세다    2      낮다    2      흐리다    2      뜨다    2      비싸다    2      쉽다    2      커다랗다    2      멋지다    2      색다르다    2      새롭다    2      밝다    2      반갑다    2      맛없다    2      야무지다    2      귀찮다    2      재미있다    2      얇다    1      바쁘다    1      정신없다    1      야물다    1      냅다    1      뜨근하다    1      조그맣다    1      아깝다    1      멀다    1      아프다    1      어이없다    1      조다    1      고르다    1      배부르다    1      어딨다    1      굳다    1      어렵다    1      놀랍다    1      무지하다    1      과하다    1      더우다    1      착하다    1      인상깊다    1      맛나다    1      후하다    1      수많다    1      가까우다    1      맵다    1      흔하다    1      오래다    1      뜻깊다    1      우하다    1      싸다    1      파라다    1      배고프다    1      무겁다    1      아름다다    1      가깝다    1      붉다    1      습하다    1  
미륵사(부산),    좋다    38      없다    26      많다    21      있다    21      같다    21      맛있다    18      크다    8      편하다    7      멋있다    6      넓다    5      야무지다    3      괜찮다    3      가볍다    3      힘들다    3      재밌다    2      아쉽다    2      멀다    2      빡세다    2      작다    2      똑같다    2      낫다    2      알차다    2      이쁘다    2      길다    2      세다    2      무섭다    1      뜨겁다    1      적다    1      힘드다    1      쨍하다    1      얇다    1      심하다    1      덥다    1      멋지다    1      춥다    1      험하다    1      흐리다    1      즐겁다    1      바뿌다    1      고맙다    1      예뿌다    1      넓디넓다    1      예쁘다    1      어렵다    1      맑다    1      부드럽다    1      재미있다    1      외롭다    1      목마르다    1      늦다    1      그렇다    1      깊다    1      노랗다    1      새롭다    1  
미미루,    없다    73      좋다    70      맛있다    60      같다    52      많다    41      있다    39      싫다    12      괜찮다    10      크다    8      힘들다    7      재밌다    7      예쁘다    5      맛없다    4      편하다    4      높다    4      빠르다    4      아쉽다    4      적다    4      늦다    4      작다    3      맵다    3      비싸다    3      그렇다    3      덥다    3      귀찮다    3      맛나다    3      나쁘다    3      짧다    3      즐겁다    3      쉽다    2      얇다    2      길다    2      심하다    2      낫다    2      멀다    2      굵다    2     다 르다    2      귀엽다    2      겉다    1      부드럽다    1      넓다    1      가깝다    1      이렇다    1      깊다    1      가볍다    1      멋지다    1      아무렇다    1      어렵다    1      똑같다    1      지긋지긋하다    1      무지하다    1      실하다    1      검다    1      알차다    1      진하다    1      힘드다    1      뿌옇다    1      읎다    1      더럽다    1      부끄럽다    1      스럽다    1      싸다    1      순하다    1      급하다    1      야무지다    1      두서없다    1      바쁘다    1      무섭다    1  
미포,    좋다    4770      같다    2734      있다    2629      없다    2274      많다    2007      맛있다    1349      예쁘다    502      길다    321      작다    318      괜찮다    298      크다    238      힘들다    233      아쉽다    222      늦다    215      맑다    213      이쁘다    207      짧다    203      높다    199      넓다    196      덥다    179      편하다    174      귀엽다    143      재밌다    139     다 르다    133      그렇다    113      빠르다    112      싫다    108      쉽다    92      비싸다    91      멀다    89      적다    77      멋지다    76      알차다    76      좁다    74      급하다    74      나쁘다    71      느리다    68      멋있다    68      무섭다    67      재미있다    66      가깝다    63      밝다    62      어렵다    60      아름답다    60      가볍다    54      즐겁다    52      야무지다    48      춥다    47      엄청나다    41      맛나다    40      귀찮다    39      깊다    39      아깝다    37      싸다    36      맛없다    35      이렇다    34      얇다    34      똑같다    33      흐리다    32      부드럽다    31      낮다    27      아프다    27      부럽다    26      젊다    24      심하다    24      맵다    23      배부르다    22      강하다    22      바쁘다    21      세다    21      붉다    21      낫다    20      고맙다    20      뜨겁다    19      쎄다    18      저렇다    18      수많다    17      정신없다    16      상관없다    16      새롭다    16      진하다    16      예뿌다    16      어떻다    15      아쉬우다    15      지나치다    15      빡세다    13      푸르다    12      뒤늦다    12      죠다    12      반갑다    11      고프다    11      어둡다    11      드넓다    11      시끄럽다    11      나다    10      비리다    10      어이없다    10      굳다    10      힘드다    9      차다    9  
미포철길,    좋다    253      같다    180      있다    153      없다    113      많다    112      맛있다    30      작다    26      예쁘다    23      짧다    17      길다    16      아쉽다    15      이쁘다    14      크다    11      빠르다    11      아름답다    10      편하다    9      맑다    8      귀엽다    8      괜찮다    8      늦다    8      멀다    7      힘들다    7     다 르다    7      덥다    7      넓다    7      재밌다    6      느리다    6      높다    6      춥다    6      적다    5      나쁘다    5      싫다    5      멋있다    5      알차다    4      밝다    4      급하다    4      멋지다    4      좁다    4      비싸다    3      그렇다    3      젊다    3      즐겁다    3      붉다    3      반갑다    3      빡세다    2      가깝다    2      부드럽다    2      엄청나다    2      낮다    2      재미있다    2      귀여우다    2      가볍다    2      옴팡지다    2      깊다    2      새롭다    2      무섭다    2      지나치다    1      고맙다    1      무겁다    1      뜨겁다    1      아쉬우다    1      예뻤다    1      이렇다    1      강하다    1      저렇다    1      거세다    1      짙다    1      잽싸다    1      맛나다    1      멋들어지다    1      주옥같다    1      박하다    1      고르다    1      차갑다    1      우하다    1      힘드다    1      기차다    1      얄궂다    1      정신없다    1      밉다    1      차다    1      색다르다    1      더럽다    1      정겹다    1      아프다    1      심하다    1      예뿌다    1      더우다    1      어떻다    1      뛰어나다    1      드넓다    1      환하다    1      아깝다    1      맵다    1      야무지다    1      어렵다    1      얕다    1      상관없다    1      눈부시다    1      부럽다    1  
미포항,    좋다    2156      같다    1202      있다    1165      없다    1036      맛있다    830      많다    774      작다    192      넓다    177      괜찮다    144      예쁘다    139      높다    129      크다    128      늦다    108      아쉽다    106      힘들다    96      길다    84      이쁘다    78      맑다    74      재밌다    73      짧다    71      편하다    69      그렇다    64      싫다    63     다 르다    59      귀엽다    56      좁다    56      빠르다    47      쉽다    46      덥다    43      알차다    43      귀찮다    41      멋지다    38      가볍다    37      적다    35      비싸다    34      멋있다    33      밝다    33      춥다    32      깊다    32      야무지다    31      재미있다    28      맛나다    28      급하다    28      나쁘다    27      얇다    26      아름답다    26      어렵다    26      낮다    25      멀다    25      부드럽다    24      똑같다    23      엄청나다    22      맛없다    21      젊다    19      이렇다    19      즐겁다    18      아프다    18      무섭다    17      고맙다    17      저렇다    16      아깝다    15      붉다    14      부럽다    14      심하다    14      가깝다    14      배부르다    14      세다    13      강하다    13      수많다    12      흐리다    12      낫다    12      느리다    11      맵다    11      나다    11      예뿌다    11      낡다    10      지나치다    10      바쁘다    10      싸다    10      차갑다    9      진하다    9      뜨겁다    9      굵다    8      고르다    8      반갑다    8      상관없다    7      푸르다    7      힘드다    7      새롭다    7      배고프다    7      찹다    7      뒤늦다    7      시끄럽다    6      습하다    6      어떻다    6      과하다    6      어이없다    6      비리다    6      검다    6      환하다    5  
민락수변공원,    좋다    173      같다    99      맛있다    95      없다    92      많다    84      있다    73      괜찮다    16      예쁘다    14      힘들다    11      길다    10      작다    9      아쉽다    9      젊다    8      이쁘다    8      짧다    8      귀엽다    7      맵다    7      늦다    7      재밌다    6      똑같다    6      야무지다    5      맑다    5      밝다    5      그렇다    4      싫다    4      맛없다    4      크다    4      세다    4      멀다    4      맛나다    4      덥다    4     다 르다    4      급하다    4      조다    4      비싸다    3      나쁘다    3      멋지다    3      어렵다    3      알차다    3      무섭다    3      갓다    3      편하다    3      아프다    3      바쁘다    3      높다    3      재미있다    3      적다    3      깊다    2      착하다    2      싸다    2      예뿌다    2      가볍다    2      심하다    2      배고프다    2      어이없다    2      오지다    2      춥다    2      멋있다    2      얇다    2      알맞다    2      부럽다    2      부드럽다    2      푸르다    2      즐겁다    2      찐하다    1      속상하다    1      까다롭다    1      무서우다    1      엄청나다    1      정신없다    1      아퍼다    1      놀랍다    1      흐리다    1      더럽다    1      빠르다    1      가파르다    1      빡세다    1      귀찮다    1      좁다    1      구다    1      더우다    1      놉다    1      이렇다    1      쉽다    1      아쉬우다    1      틀리다    1      깜다    1      쎄다    1      넓다    1      뽀얗다    1      과하다    1      어둡다    1      스럽다    1      낡다    1      시덥잖다    1      고맙다    1      귀여우다    1  
밀락더마켓,    좋다    100      있다    79      많다    63      없다    63      같다    60      맛있다    49      크다    13      재밌다    12      예쁘다    10      아쉽다    10      괜찮다    9      그렇다    8      야무지다    7      편하다    6      힘들다    6      작다    6      늦다    6      귀엽다    5      멀다    4      길다    4      맑다    4     다 르다    4      넓다    4      멋있다    3      높다    3      멋지다    3      빠르다    3      지나치다    3      좁다    3      세다    3      부럽다    2      덥다    2      어이없다    2      쎄다    2      부드럽다    2      낮다    2      파랗다    2      재미있다    2      맛없다    2      밝다    2      알차다    2      쉽다    2      싫다    1      배부르다    1      가늘다    1      흐리다    1      고르다    1      급하다    1      깊다    1      아쉬우다    1      귀찮다    1      엄청나다    1      맵다    1      겉다    1      아프다    1      뿌옇다    1      조그맣다    1      동그랗다    1      고맙다    1      가까우다    1      재빠르다    1      반갑다    1      얇다    1      심하다    1      맛나다    1      저렇다    1      구리다    1      아름답다    1      춥다    1      잘나다    1      이쁘다    1      비싸다    1      낯설다    1      드넓다    1      강하다    1      가볍다    1      어렵다    1      무섭다    1  
밀양순대돼지국밥 부산본점,    맛있다    157      좋다    154      같다    111      있다    90      많다    89      없다    76      괜찮다    20      크다    16      길다    16      부드럽다    14      넓다    13      쉽다    12      나쁘다    11      빠르다    9      작다    9      편하다    9      비싸다    8      맑다    6      싫다    6      이쁘다    6      힘들다    6      아쉽다    6      맵다    6      늦다    5      재밌다    5      덥다    5      짧다    5     다 르다    5      알맞다    4      멀다    3      엄청나다    3      진하다    3      그렇다    3      적다    3      실하다    3      높다    3      깊다    3      가깝다    2      맛나다    2      예쁘다    2      뽀얗다    2      야무지다    2      얇다    2      낫다    2      수많다    1      귀찮다    1      멋있다    1      춥다    1      배부르다    1      뜨겁다    1      뜨거우다    1      힘드다    1      심하다    1      붉다    1      정겹다    1      고프다    1      아깝다    1      어렵다    1      비리다    1      주옥같다    1      섭하다    1      밝다    1      무겁다    1      기름지다    1      급하다    1      무섭다    1      질기다    1      싶다    1      똑같다    1      찐하다    1      새롭다    1      뒤늦다    1      하얗다    1      드세다    1      반갑다    1      하찮다    1      앙증맞다    1      바르다    1      배고프다    1      착하다    1      거칠다    1      맛없다    1      젊다    1      머다    1      커다랗다    1      알차다    1      새까맣다    1      어떻다    1      강하다    1      고르다    1      아프다    1      귀엽다    1      갓다    1      꾸밈없다    1      노랗다    1      까다롭다    1      얼큰하다    1      가까우다    1      이렇다    1      빨갛다    1  
바릇식당,    좋다    228      맛있다    185      있다    120      같다    117      없다    96      많다    91      괜찮다    23      넓다    21      예쁘다    19      아쉽다    19      이쁘다    12      늦다    11      길다    10      맛나다    9      힘들다    8      싫다    7      작다    7      크다    7     다 르다    6      맑다    6      적다    5      좁다    5      나쁘다    5      고맙다    5      빠르다    5      부드럽다    5      편하다    4      높다    4      비싸다    4      재밌다    4      바쁘다    4      멋있다    4      그렇다    4      짧다    3      맵다    3      얇다    3      귀엽다    3      심하다    3      쉽다    3      이렇다    3      싱겁다    3      귀하다    2      걸맞다    2      재빠르다    2      귀찮다    2      어렵다    2      어떻다    2      쎄다    2      춥다    2      엄청나다    2      깊다    2      비리다    2      가볍다    2      세다    2      덥다    2      급하다    2      질기다    2      싸다    2      어둡다    1      주의깊다    1      정신없다    1      그립다    1      야무지다    1      차갑다    1      겉다    1      옳다    1      멀다    1      가깝다    1      새롭다    1      가쁘다    1      어이없다    1      죠다    1      시끄럽다    1      힘드다    1      상관없다    1      저렇다    1      맛없다    1      진하다    1      지겹다    1      실허다    1      즐겁다    1      거침없다    1      무섭다    1      곱다    1      우중충하다    1      배부르다    1      뻔하다    1      쌀쌀맞다    1      잘다    1      낮다    1      외롭다    1      젊다    1      조다    1  
