keyword,adj_count_2
해양스포츠교실,    좋다    129      있다    101      같다    85      없다    73      많다    59      맛있다    18      재밌다    18      재미있다    11     다 르다    10      괜찮다    10      늦다    9      힘들다    8      편하다    7      넓다    7      즐겁다    6      아쉽다    6      쉽다    6      빠르다    5      높다    5      맑다    5      젊다    4      멀다    4      무섭다    4      작다    4      예쁘다    4      반갑다    3      어렵다    3      길다    3      깊다    3      짧다    3      세다    3      그렇다    3      멋지다    3      덥다    3      크다    3      얕다    2      안타깝다    2      이쁘다    2      귀엽다    2      색다르다    2      나쁘다    2      심하다    2      이렇다    2      아름답다    2      가깝다    2      싸다    2      밝다    2      드물다    1      어딨다    1      힘차다    1      좁다    1      싶다    1      겹다    1      쎄다    1      해롭다    1      맛나다    1      아깝다    1      수많다    1      무겁다    1      어떻하다    1      어떻다    1      어려우다    1      귀찮다    1      파랗다    1      배고프다    1      무서우다    1      힘겹다    1      빡시다    1      미끄럽다    1      어리다    1      뜻깊다    1      가볍다    1      찐하다    1      낯설다    1      고맙다    1      희다    1      하얗다    1      어지럽다    1      지겨우다    1      발다    1      궂다    1      스럽다    1      새롭다    1      상관없다    1      고푸다    1      아까우다    1      활기차다    1      싫다    1      저렇다    1      슬프다    1      낮다    1  
해양환경공단 해양환경교육원(부산),    있다    59      좋다    57      없다    49      같다    47      많다    41      맛있다    12      작다    10      힘들다    9      괜찮다    8      높다    8      깊다    8      그렇다    7      나다    6      예쁘다    6      맑다    6      어렵다    5      야무지다    5      크다    4      늦다    4      수많다    4      밝다    4      넓다    4     다 르다    3      귀엽다    3      급하다    2      적다    2      아쉽다    2      쎄다    2      빠르다    2      똑같다    2      아프다    2      검다    2      아깝다    2      수줍다    2      이렇다    2      저렇다    2      젊다    2      까다롭다    1      무섭다    1      좁다    1      습하다    1      뜨겁다    1      즐겁다    1      시끄럽다    1      멀다    1      곱다    1      길다    1      붉다    1      끊임없다    1      짧다    1      안타깝다    1      알차다    1      아름답다    1      가볍다    1      쓸데없다    1      싫다    1      세다    1      거하다    1      덥다    1      어떻다    1      어이없다    1      힘겹다    1      편하다    1      잦다    1      빡세다    1      선하다    1      어떠다    1      재밌다    1      기쁘다    1      거칠다    1      안녕하다    1      푸르다    1      뜻깊다    1  
해운대 가야밀면,    맛있다    208      좋다    193      같다    122      많다    96      없다    94      있다    71      작다    15      길다    15      적다    15      높다    11      늦다    11      괜찮다    10      빠르다    10      편하다    9      깊다    9      얇다    9      맛나다    9     다 르다    9      싫다    8      예쁘다    7      아쉽다    7      넓다    7      덥다    6      멋있다    6      크다    5      그렇다    5      맵다    5      느리다    5      이쁘다    5      재밌다    5      비싸다    4      아깝다    4      급하다    4      멀다    4      부드럽다    4      질기다    3      좁다    3      엄청나다    3      세다    3      힘들다    3      아름답다    3      재미있다    3      귀엽다    3      잘다    3      야무지다    3      맛없다    3      쎄다    3      가깝다    3      맑다    3      나쁘다    2      슬프다    2      짧다    2      낯설다    2      밝다    2      싸다    2      어렵다    2      쉽다    2      배부르다    2      정신없다    1      조마조마하다    1      높다랗다    1      고프다    1      가늘다    1      젊다    1      묘하다    1      똥그랗다    1      정겹다    1      빨갛다    1      검붉다    1      귀찮다    1      어이없다    1      배고프다    1      시다    1      앙증맞다    1      아무렇다    1      싱겁다    1      굵다    1      진하다    1      상관없다    1      비리다    1      아까우다    1      잽싸다    1      생뚱맞다    1      가볍다    1      미끄럽다    1      멋지다    1      차갑다    1      이렇다    1      어떻다    1      환하다    1      달큰하다    1      옅다    1      파랗다    1      덩그러다    1      쿰쿰하다    1      슴슴하다    1      무섭다    1      길다랗다    1      알차다    1      심하다    1  
해운대 그린레일웨이 (미포~송정 구간),    좋다    4911      있다    3203      같다    2869      많다    2341      없다    2140      맛있다    596      예쁘다    413      작다    373      길다    329      괜찮다    319      높다    298      짧다    258      아쉽다    239      크다    236      늦다    234      편하다    233      맑다    213      힘들다    201     다 르다    200      넓다    185      이쁘다    174      빠르다    148      귀엽다    138      아름답다    129      덥다    129      쉽다    126      멀다    121      멋지다    120      재밌다    120      멋있다    107      그렇다    106      비싸다    94      재미있다    90      무섭다    79      가깝다    79      적다    78      느리다    75      어렵다    73      밝다    72      좁다    71      싫다    70      즐겁다    67      알차다    59      새롭다    59      가볍다    58      나쁘다    55      깊다    50      급하다    50      춥다    45      붉다    38      이렇다    38      부럽다    36      얕다    36      낮다    33      엄청나다    31      흐리다    30      젊다    28      똑같다    28      상관없다    27      귀찮다    27      낫다    27      지나치다    25      맛나다    24      바쁘다    23      푸르다    22      드넓다    22      세다    21      파랗다    20      부드럽다    19      싸다    18      아깝다    18      아프다    17      얇다    17      심하다    17      어떻다    16      강하다    16      저렇다    16      반갑다    15      수많다    15      짙다    14      색다르다    14      정신없다    13      고맙다    12      쎄다    12      걸맞다    12      맵다    12      나다    11      뜨겁다    11      야무지다    11      앙증맞다    10      뒤늦다    10      굵다    10      아무렇다    10      시끄럽다    10      눈부시다    10      지겹다    9      기차다    9      어둡다    9      낡다    9      정겹다    8  
해운대 달맞이길,    좋다    124      있다    88      같다    70      없다    57      많다    51      맛있다    45      예쁘다    12      높다    10      힘들다    9      크다    9      그렇다    9      작다    9      이쁘다    9      괜찮다    8      길다    8      쉽다    6      밝다    5      귀엽다    5      빠르다    4      진하다    4     다 르다    4      맑다    4      낮다    4      편하다    4      넓다    3      싫다    3      반갑다    3      굵다    3      짧다    3      재미있다    2      어렵다    2      가깝다    2      알차다    2      깊다    2      아쉽다    2      뜨겁다    2      춥다    2      거칠다    2      재미없다    2      재밌다    2      젊다    2      부드럽다    2      맛나다    2      늦다    2      얇다    2      갑작스럽다    1      이렇다    1      맛없다    1      고맙다    1      덥다    1      즐겁다    1      느리다    1      앙증맞다    1      부럽다    1      세다    1      상관없다    1      빨갛다    1      맵다    1      슴슴하다    1      가볍다    1      배고프다    1      급하다    1      아까우다    1      궂다    1      가늘다    1      세차다    1      휑하다    1      두껍다    1      힘차다    1      빡세다    1      시답다    1      연하다    1      약다    1      붉다    1      쎄다    1      낯설다    1      달큰하다    1      어이없다    1      아깝다    1      멋있다    1      자리다    1      조다    1      아름답다    1      뜨다    1      조그맣다    1      비싸다    1      싸다    1      귀찮다    1      아쉬우다    1      심하다    1      구리다    1      단촐하다    1      멀다    1      곱다    1      정신없다    1      남다르다    1      굳다    1      어떻다    1  
해운대 동백섬,    좋다    4792      같다    2547      있다    2537      없다    2189      많다    2089      맛있다    1492      예쁘다    389      괜찮다    309      넓다    294      작다    274      높다    255      크다    244      늦다    218      아쉽다    208      힘들다    204      길다    186      편하다    181      이쁘다    180      맑다    172      짧다    169     다 르다    147      멋있다    146      멋지다    139      재밌다    137      그렇다    119      아름답다    115      적다    111      쉽다    106      멀다    98      가볍다    97      싫다    96      비싸다    94      귀엽다    90      빠르다    89      덥다    88      춥다    76      밝다    74      재미있다    71      알차다    68      가깝다    65      깊다    62      좁다    60      엄청나다    57      급하다    56      즐겁다    55      나쁘다    55      귀찮다    51      부드럽다    51      맛나다    48      무섭다    47      어렵다    46      낮다    46      야무지다    45      젊다    44      똑같다    44      붉다    43      수많다    41      새롭다    38      심하다    37      싸다    35      부럽다    34      아깝다    31      얇다    31      흐리다    30      이렇다    29      맛없다    29      저렇다    26      맵다    24      강하다    23      세다    22      배부르다    22      낫다    22      파랗다    21      바쁘다    21      뜨겁다    20      아프다    20      어떻다    19      고맙다    18      낡다    18      반갑다    17      고르다    17      색다르다    16      진하다    16      곱다    15      푸르다    14      어둡다    14      검다    14      차갑다    14      뒤늦다    14      드넓다    13      그립다    13      고프다    13      지나치다    13      느리다    13      얕다    12      시끄럽다    12      쎄다    12      나다    12      상관없다    11      잘다    11  
해운대 블루라인파크,    좋다    4553      있다    2742      같다    2732      없다    1994      많다    1926      맛있다    726      예쁘다    518      길다    353      괜찮다    299      이쁘다    277      작다    265      짧다    240      아쉽다    228      늦다    225      편하다    205      힘들다    201      맑다    196      크다    190      높다    184      덥다    172     다 르다    157      귀엽다    152      빠르다    149      재밌다    129      넓다    118      비싸다    101      멀다    101      쉽다    96      멋지다    88      멋있다    86      느리다    84      재미있다    84      싫다    83      아름답다    83      무섭다    82      그렇다    81      적다    76      가깝다    69      알차다    66      급하다    61      나쁘다    58      어렵다    57      좁다    55      즐겁다    54      밝다    50      춥다    45      아깝다    44      귀찮다    42      가볍다    40      똑같다    38      싸다    34      이렇다    31      부드럽다    31      흐리다    30      야무지다    30      깊다    27      엄청나다    27      맛나다    27      세다    24      부럽다    24      맵다    23      푸르다    22      새롭다    21      낫다    20      저렇다    20      낮다    19      상관없다    19      바쁘다    17      얇다    17      파랗다    16      붉다    16      강하다    15      아프다    15      심하다    15      젊다    14      앙증맞다    14      더우다    14      맛없다    14      드넓다    13      반갑다    13      기차다    12      고맙다    12      얕다    12      지나치다    12      배부르다    12      힘드다    11      뜨겁다    11      고프다    11      어떻다    11      예뿌다    11      정신없다    10      색다르다    10      쎄다    10      굵다    9      어둡다    9      아쉬우다    9      나다    8      어려우다    8      수많다    7      시끄럽다    7  
해운대기와집대구탕,    좋다    185      맛있다    142      많다    124      없다    108      같다    105      있다    93      맑다    27      힘들다    14      넓다    12      크다    12      예쁘다    11      편하다    11      늦다    9      덥다    9      길다    9      그렇다    8      괜찮다    8      작다    6      맵다    6      짧다    6      부드럽다    6      재밌다    5      귀엽다    5      빠르다    5      아쉽다    5      멋있다    4      깊다    4      싫다    4      쉽다    4      바쁘다    4      높다    4      알차다    3      맛나다    3      춥다    3      가볍다    3      뽀얗다    3      야무지다    3     다 르다    3      비싸다    3      엄청나다    3      비리다    3      멀다    3      이쁘다    3      무섭다    2      빡세다    2      가깝다    2      밝다    2      빨갛다    2      슴슴하다    2      싸다    2      낮다    2      얇다    2      나다    2      멋지다    2      적다    2      예뿌다    2      귀찮다    2      알맞다    2      인상깊다    2      맛없다    2      고맙다    2      재미나다    1      덩그러다    1      세다    1      쓸데없다    1      좁다    1      아깝다    1      미끄러우다    1      심하다    1      슬프다    1      지겹다    1      습하다    1      어마다    1      틀리다    1      즐겁다    1      아프다    1      흐리다    1      하얗다    1      곱다    1      힘드다    1      고르다    1      급하다    1      나쁘다    1      똑같다    1      힘차다    1      새초롬하다    1      흐드러지다    1      경이롭다    1      너르다    1      새빨갛다    1      부끄럽다    1      배부르다    1      부럽다    1      실하다    1      진하다    1      연하다    1      어떻다    1  
해운대달맞이온천축제,    좋다    201      맛있다    115      같다    110      없다    103      있다    96      많다    89      예쁘다    24      크다    17      넓다    15      높다    14      힘들다    14      그렇다    12      괜찮다    10      작다    8      길다    8      짧다    6      고르다    6      밝다    6      아쉽다    5      이쁘다    5      가깝다    5      쉽다    5      귀엽다    5      부드럽다    5      재밌다    4      싫다    4      빠르다    4      진하다    4      덥다    4      편하다    4      멋있다    4      적다    3     다 르다    3      가볍다    3      뜨겁다    3      굵다    3      얇다    3      알차다    3      비싸다    3      맑다    3      낮다    3      맛없다    2      젊다    2      늦다    2      아름답다    2      연하다    2      멀다    2      급하다    2      반갑다    2      거칠다    2      빡세다    2      낫다    2      싸다    2      덩그러다    2      맛나다    2      배고프다    2      흐리다    2      느리다    1      즐겁다    1      정신없다    1      낯설다    1      찹다    1      갑작스럽다    1      이렇다    1      깊다    1      조다    1      뜨다    1      조그맣다    1      고맙다    1      서투르다    1      특출나다    1      심하다    1      달큰하다    1      어이없다    1      궂다    1      가늘다    1      세차다    1      휑하다    1      재미없다    1      두껍다    1      힘차다    1      시답다    1      세다    1      쓸데없다    1      드물다    1      부드러우다    1      곱다    1      단촐하다    1      부끄럽다    1      아깝다    1      멋지다    1      아까우다    1      남다르다    1      굳다    1      알맞다    1      잽싸다    1      강하다    1      업다    1      푸르다    1      어떻다    1  
해운대리버크루즈,    좋다    1060      있다    666      같다    527      없다    411      많다    287      맛있다    198      괜찮다    72      예쁘다    69      넓다    68      크다    64      작다    57      늦다    54      이쁘다    45      편하다    43      힘들다    41      높다    40      맑다    35      재밌다    35      춥다    35     다 르다    33      빠르다    31      길다    30      그렇다    27      짧다    24      낮다    24      아쉽다    23      쉽다    23      가볍다    20      어렵다    19      밝다    18      알차다    17      덥다    17      적다    17      귀엽다    16      바쁘다    16      멀다    16      색다르다    15      비싸다    15      급하다    13      아름답다    12      야무지다    12      싫다    12      즐겁다    11      이렇다    11      무섭다    11      멋지다    11      심하다    10      멋있다    10      똑같다    10      붉다    10      나쁘다    10      얇다    9      좁다    8      부럽다    8      깊다    7      못지않다    7      가깝다    7      맛나다    6      흐리다    6      고프다    6      착하다    6      지나치다    5      상관없다    5      아프다    5      귀찮다    5      재미있다    5      젊다    4      쎄다    4      어이없다    4      시끄럽다    4      싸다    4      아깝다    4      부드럽다    4      거칠다    4      낫다    4      갓다    4      두껍다    3      아쉬우다    3      힘드다    3      예뿌다    3      세다    3      추우다    3      맛없다    3      잘다    2      가파르다    2      새롭다    2      어리다    2      동그랗다    2      박하다    2      귀여우다    2      정겹다    2      머지않다    2      잽싸다    2      번거롭다    2      진하다    2      느리다    2      웁다    2      묘하다    2      손색없다    2      무서우다    2  
해운대모래축제,    좋다    191      있다    142      같다    115      많다    111      없다    74      맛있다    25      힘들다    16      작다    14      높다    13      크다    12      예쁘다    10      괜찮다    10      짧다    9      늦다    9      재미있다    7      귀엽다    7      멋있다    7      쉽다    6      덥다    6      길다    6      재밌다    6      멋지다    6      가볍다    5      아쉽다    5      엄청나다    5      멀다    4      편하다    4      어렵다    4      춥다    4      아쉬우다    4      알차다    4     다 르다    3      부럽다    3      싸다    3      무섭다    2      즐겁다    2      밝다    2      지대다    2      무지하다    2      맛나다    2      넓다    2      그렇다    2      야무지다    2      빠르다    2      아프다    2      급하다    2      재미없다    1      낡다    1      커다랗다    1      이렇다    1      드높다    1      하얗다    1      드넓다    1      반갑다    1      목마르다    1      야물딱지다    1      인상깊다    1      적다    1      해맑다    1      아름다다    1      버겁다    1      문제없다    1      새롭다    1      똑같다    1      정신없다    1      싫다    1      놀랍다    1      맑다    1      힘드다    1      찹다    1      싱겁다    1      낫다    1      그만이다    1      무서우다    1      더우다    1      색다르다    1      가깝다    1      빡세다    1      덩그러다    1      바쁘다    1      읎다    1      이쁘다    1      낯설다    1      아깝다    1      어리다    1      쎄다    1      부드럽다    1      저렇다    1  
해운대밀면,    좋다    204      맛있다    201      같다    130      없다    104      있다    100      많다    98      작다    23      괜찮다    19      길다    18      재밌다    15     다 르다    14      예쁘다    12      아쉽다    11      늦다    10      힘들다    10      야무지다    9      높다    9      크다    8      편하다    8      그렇다    8      귀엽다    7      덥다    7      좁다    7      적다    7      급하다    7      빠르다    7      얇다    6      맵다    6      맛없다    6      재미있다    5      쉽다    5      부드럽다    5      맑다    5      배부르다    5      넓다    4      맛나다    4      세다    4      멀다    4      가깝다    4      짧다    4      나쁘다    4      어렵다    3      싫다    3      깊다    3      엄청나다    3      아깝다    3      젊다    3      나다    2      싸다    2      잘다    2      느리다    2      비싸다    2      자리다    2      무섭다    2      굵다    2      멋있다    2      이쁘다    2      춥다    2      친하다    2      배고프다    1      아름답다    1      널럴하다    1      번거로우다    1      기차다    1      흐리다    1      낫다    1      대차다    1      찹다    1      정신없다    1      질기다    1      똑같다    1      똥그랗다    1      정겹다    1      빨갛다    1      검붉다    1      조마조마하다    1      높다랗다    1      이렇다    1      슴슴하다    1      덜하다    1      두껍다    1      스럽다    1      부럽다    1      고맙다    1      아프다    1      강하다    1      고프다    1      가늘다    1      묘하다    1      즐겁다    1      찰지다    1      힘드다    1      동그랗다    1      더우다    1      차갑다    1      조다    1      붉다    1      알차다    1      특별나다    1      외롭다    1  
해운대북극곰축제,    좋다    92      있다    70      같다    59      많다    56      없다    52      맛있다    39      작다    14      크다    12      넓다    10      귀엽다    8      예쁘다    7      편하다    6      괜찮다    6      길다    6      재밌다    6      재미있다    5      맵다    5      아쉽다    4      깊다    4      가볍다    4      높다    4      늦다    4      수많다    3      젊다    3      활기차다    3      싫다    3      밝다    3      지나치다    3      빠르다    3      이쁘다    3      맛나다    2      고맙다    2      얕다    2      덥다    2      맑다    2      무섭다    2      짧다    2      멋지다    2      춥다    2      그렇다    2      부럽다    2      흐리다    2      부드럽다    2      좁다    2      힘드다    2      새롭다    2      예뿌다    2      아프다    2      붉다    1      차갑다    1      쉽다    1      눈부시다    1      파랗다    1      멋있다    1      엄청나다    1      흔하다    1      고프다    1      번거롭다    1      동그랗다    1      맛없다    1      멋없다    1      야무지다    1      멀다    1      추우다    1      어이없다    1      심하다    1      아름답다    1      낯설다    1      거깄다    1      귀찮다    1      환하다    1     다 르다    1      검다    1      존다    1      아깝다    1      강하다    1      배부르다    1      즐겁다    1      힘들다    1      아푸다    1      잇다    1      까지다    1      낫다    1      시뻘겋다    1      적다    1      비싸다    1      빡세다    1  
해운대빛축제,    좋다    197      많다    101      없다    99      같다    93      있다    86      맛있다    47      예쁘다    33      넓다    15      늦다    15      작다    14      멋있다    13      크다    12      귀엽다    11      괜찮다    10      이쁘다    10      춥다    9      힘들다    8      짧다    8      높다    8      재밌다    8      비싸다    6      귀찮다    6      아름답다    6     다 르다    5      길다    5      재미있다    4      지나치다    4      밝다    4      가볍다    4      고맙다    4      낮다    4      어렵다    4      아쉽다    4      맛없다    4      뒤늦다    3      부럽다    3      알차다    3      멀다    3      무섭다    3      좁다    3      깊다    3      멋지다    3      싫다    3      그렇다    3      쉽다    3      빠르다    2      이렇다    2      얇다    2      급하다    2      나쁘다    2      적다    2      과하다    2      부드럽다    2      가깝다    2      흐리다    2      맑다    2      수많다    2      사이좋다    1      저렇다    1      똑같다    1      죠다    1      굵다    1      따시다    1      바쁘다    1      정신없다    1      재미없다    1      낡다    1      값싸다    1      쓸모있다    1      뜬금없다    1      낫다    1      잘다    1      무겁다    1      반갑다    1      짙다    1      젊다    1      즐겁다    1      커다랗다    1      파랗다    1      재빠르다    1      색다르다    1      아까우다    1      귀하다    1      서럽다    1      아깝다    1      옳다    1      환하다    1      단조롭다    1      조다    1      강하다    1      세다    1      시끄럽다    1      아프다    1      엄청나다    1      새롭다    1      애처롭다    1      어둡다    1      구리다    1      두껍다    1      배고프다    1  
해운대수목원,    좋다    1183      같다    690      없다    665      있다    651      많다    522      맛있다    440      넓다    159      작다    97      예쁘다    89      힘들다    69      크다    68      아쉽다    63      괜찮다    62      귀엽다    59      늦다    53      이쁘다    50      재밌다    47      그렇다    45      높다    40      싫다    39      길다    38      재미있다    35      짧다    34      쉽다    34      편하다    34      맑다    32      기쁘다    31      아름답다    29      덥다    27      알차다    26      멋지다    24      가볍다    24      적다    22      즐겁다    22      멀다    21      야무지다    21      어렵다    20      무섭다    20      가깝다    18      나쁘다    15      멋있다    15      아프다    14      비싸다    14      빠르다    14      춥다    14      좁다    14      붉다    13      똑같다    13      엄청나다    12      새롭다    12      싸다    12      귀찮다    12      젊다    12      급하다    12      깊다    11      바쁘다    11     다 르다    11      놀랍다    11      맛나다    11      갓다    11      검다    10      죠다    10      낮다    10      밝다    8      심하다    8      고맙다    8      맛없다    8      지나치다    7      뒤늦다    7      고르다    7      저렇다    7      귀여우다    7      배부르다    7      수많다    6      어떻다    6      부럽다    6      예뿌다    6      정신없다    6      흐리다    6      어이없다    6      낫다    5      아깝다    5      희다    5      굵다    5      얇다    5      슬프다    5      짙다    5      노랗다    5      존다    5      부드럽다    5      착하다    5      어리석다    5      세다    4      뜨겁다    4      아무렇다    4      순하다    4      드넓다    4      이렇다    4      반갑다    4      쩔다    4  
해운대암소갈비집,    맛있다    208      좋다    194      같다    132      없다    113      있다    92      많다    82      길다    18      늦다    14      예쁘다    13      편하다    13      괜찮다    13      작다    11      재밌다    11      맛나다    10      크다    10      비싸다    10      아쉽다    8      빠르다    8      야무지다    8      이쁘다    8      귀엽다    8      멀다    7      그렇다    7      짧다    7      덥다    7      부드럽다    7      부럽다    6      넓다    6      힘들다    6      맑다    5      바쁘다    5      밝다    5      맛없다    5      똑같다    4      싫다    4     다 르다    4      배부르다    4      엄청나다    4      쉽다    4      춥다    4      가깝다    4      싸다    4      이렇다    3      높다    3      어렵다    3      쎄다    3      아깝다    3      알차다    3      가볍다    3      급하다    3      적다    3      재빠르다    2      즐겁다    2      곱다    2      세다    2      어이없다    2      차갑다    2      몽글다    2      좁다    2      얇다    2      맵다    2      심하다    2      상관없다    2      무섭다    2      힘드다    2      재미있다    2      아름답다    1      환하다    1      놀랍다    1      귀하다    1      어떠다    1      고맙다    1      저렇다    1      미끄럽다    1      슴슴하다    1      어떻다    1      진하다    1      고파다    1      쎼다    1      강하다    1      비리다    1      기차다    1      깊다    1      어설프다    1      고푸다    1      아까우다    1      나쁘다    1      기름지다    1      동그랗다    1      질기다    1      색다르다    1      젊다    1      걸맞다    1      달큰하다    1      귀찮다    1      차다    1      착하다    1      검다    1      뒤늦다    1      아쉬우다    1  
해운대온천센터,    좋다    4879      있다    2935      없다    2483      같다    2477      많다    2132      맛있다    2006      넓다    449      괜찮다    357      작다    352      크다    308      예쁘다    292      늦다    245      아쉽다    218      편하다    216      높다    214      힘들다    198      재밌다    196      길다    164      맑다    148      이쁘다    143     다 르다    137      그렇다    130      싫다    123      좁다    112      비싸다    108      귀엽다    107      짧다    105      쉽다    103      빠르다    101      적다    98      부드럽다    92      깊다    91      알차다    85      덥다    80      야무지다    78      멀다    77      멋지다    76      가볍다    70      멋있다    68      나쁘다    66      밝다    65      가깝다    64      어렵다    63      급하다    60      똑같다    58      맛나다    58      귀찮다    57      재미있다    55      얇다    54      젊다    51      아름답다    48      춥다    47      싸다    46      즐겁다    44      엄청나다    43      낮다    41      맛없다    37      바쁘다    36      이렇다    36      세다    33      수많다    32      맵다    32      무섭다    32      진하다    31      새롭다    30      흐리다    29      뜨겁다    28      심하다    28      배부르다    27      낫다    25      저렇다    22      상관없다    21      고맙다    20      지나치다    20      얕다    20      느리다    19      아깝다    19      아프다    17      반갑다    17      시끄럽다    17      강하다    17      고프다    16      차갑다    16      부럽다    16      고르다    16      아쉬우다    15      더우다    15      붉다    14      파랗다    14      어떻다    14      두껍다    13      빨갛다    13      빡세다    12      차다    12      나다    12      낡다    12      쎄다    12      뽀얗다    11      어둡다    11      검다    10  
해운대일대(낚시터),    없다    167      있다    138      같다    83      좋다    61      많다    58      크다    18      높다    17      가깝다    16      그렇다    13      힘들다    10      작다    9      적다    9      맑다    8     다 르다    8      넓다    7      길다    7      낮다    7      좁다    7      괜찮다    7      어렵다    7      깊다    6      쉽다    6      즐겁다    6      아름답다    5      짧다    5      늦다    5      미우다    5      붉다    4      편하다    4      이렇다    4      환하다    3      젊다    3      똑같다    3      빠르다    3      싫다    3      곱다    3      싸다    3      비싸다    3      아쉽다    2      바쁘다    2      새롭다    2      검다    2      멀다    2      유례없다    2      옳다    2      잦다    2      수많다    2      나쁘다    2      느리다    2      상관없다    2      동그랗다    1      변함없다    1      귀엽다    1      어리석다    1      그지없다    1      잘다    1      고프다    1      부드럽다    1      징그럽다    1      맛없다    1      간드러지다    1      빨갛다    1      멋있다    1      짙다    1      뛰어나다    1      맛나다    1      맛있다    1      매섭다    1      이쁘다    1      지나치다    1      멋지다    1      험하다    1      손색없다    1      안타깝다    1      밝다    1      무섭다    1      색다르다    1      줄기차다    1      엄청나다    1      얄궂다    1      관계없다    1      옅다    1      어둡다    1      심심찮다    1      드넓다    1      드물다    1      호되다    1      저렇다    1      없다다    1      증하다    1      어떻다    1      강하다    1      지대다    1      가볍다    1     다 름없다    1  
해운대초량밀면 해운대점,    좋다    197      맛있다    148      같다    123      많다    115      없다    93      있다    89      괜찮다    28      넓다    17      예쁘다    17      그렇다    16      늦다    15      재밌다    14      크다    13      가깝다    12      힘들다    11      작다    10      비싸다    10      적다    9      높다    8      짧다    8      편하다    8      맵다    8      쉽다    7      맑다    7      좁다    7      나쁘다    7      빠르다    6     다 르다    6      급하다    6      길다    6      멀다    6      가볍다    5      아쉽다    5      무섭다    5      얇다    5      야무지다    5      귀엽다    4      덥다    4      쎄다    4      알차다    4      맛없다    4      깊다    4      진하다    4      흐리다    3      부드럽다    3      배고프다    3      젊다    3      이렇다    3      밝다    3      귀찮다    3      싫다    3      똑같다    2      수많다    2      싸다    2      맛나다    2      강하다    2      아깝다    2      싱겁다    2      두껍다    2      멋있다    2      고프다    2      나다    2      요렇다    2      굵다    1      어이없다    1      검다    1      고맙다    1      질기다    1      배부르다    1      지나치다    1      예뿌다    1      낫다    1      흔하다    1      착하다    1      춥다    1      까맣다    1      까지다    1      뜨겁다    1      엄청나다    1      슴슴하다    1      덜하다    1      저리다    1      재미나다    1      슬프다    1      정신없다    1      호되다    1      솔찮다    1      차갑다    1      저렇다    1      즐겁다    1      뜨근하다    1      조다    1      어둡다    1      잘다    1      힘겹다    1      어렵다    1      문제없다    1      드세다    1      지겹다    1      더우다    1  
해운대해수욕장,    좋다    4073      있다    2310      같다    2182      많다    1983      없다    1910      맛있다    1299      괜찮다    280      넓다    279      예쁘다    277      작다    271      높다    225      힘들다    211      아쉽다    210      크다    202      재밌다    198      늦다    189      맑다    188      길다    169      편하다    152      이쁘다    130      짧다    122      귀엽다    113     다 르다    111      그렇다    109      멋있다    107      덥다    103      싫다    100      비싸다    94      쉽다    91      멋지다    85      가볍다    81      재미있다    81      멀다    77      빠르다    76      알차다    72      즐겁다    71      적다    69      나쁘다    68      야무지다    63      가깝다    61      춥다    60      밝다    59      깊다    57      어렵다    55      엄청나다    52      아름답다    49      무섭다    48      젊다    48      좁다    46      똑같다    44      부드럽다    44      맛나다    41      귀찮다    41      낮다    41      수많다    38      급하다    37      흐리다    36      세다    34      싸다    32      심하다    32      아깝다    32      얇다    29      맛없다    28      얕다    28      뜨겁다    27      맵다    27      아프다    23      새롭다    23      쎄다    21      느리다    20      이렇다    20      부럽다    20      바쁘다    20      고프다    19      차갑다    18      지나치다    18      저렇다    18      드넓다    16      배부르다    16      고르다    16      곱다    15      낫다    15      고맙다    14      파랗다    14      예뿌다    14      어둡다    14      힘드다    13      붉다    13      빡세다    12      더럽다    11      상관없다    11      더우다    11      반갑다    11      굵다    11      정신없다    11      검다    11      강하다    10      시끄럽다    10      습하다    9      아쉬우다    9  
해운대해양레저축제,    좋다    182      있다    138      많다    109      같다    106      없다    105      맛있다    47      예쁘다    23      높다    21      작다    14      크다    13      재밌다    12      넓다    10      괜찮다    10      멋있다    9     다 르다    9      길다    8      힘들다    8      쉽다    7      편하다    7      귀엽다    7      새롭다    6      즐겁다    5      멋지다    5      무섭다    5      어렵다    5      환하다    4      젊다    4      짧다    4      알차다    4      아쉽다    4      갓다    4      가깝다    4      늦다    3      맑다    3      그렇다    3      뜨겁다    3      고맙다    3      수많다    3      빠르다    3      깊다    3      아름답다    3      재미있다    3      멀다    3      붉다    2      노랗다    2      부럽다    2      그립다    2      비싸다    2      심하다    2      재미나다    2      강하다    2      고프다    2      춥다    2      맛없다    2      똑같다    2      드높다    1      하얗다    1      드넓다    1      단조롭다    1      싫다    1      밝다    1      푸르다    1      빨갛다    1      까맣다    1      흐리다    1      아쉬우다    1      색다르다    1      지나치다    1      손색없다    1      드물다    1      부러우다    1      아깝다    1      나쁘다    1      진하다    1      이쁘다    1      질기다    1      적다    1      잦다    1      따갑다    1      반갑다    1      배부르다    1      역겹다    1      놉다    1      바쁘다    1      가볍다    1      눈부시다    1      겹다    1      곱다    1      잘다    1      검다    1      덥다    1      고되다    1      좁다    1      얇다    1      부끄럽다    1      따시다    1      힘차다    1      알맞다    1      앙증맞다    1      머지않다    1  
